cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s,cell_configuration,working_electrode
4ccc47,SPM,pOCVlith,0.02,C/50 (p-OCV lithiation),pOCVlith,p-ocv,sintef_graphite_ocp_lith_capmatch_v1_b16v1,forced_current_window,False,1.6271351588279943,1.199637908842102,-1.1860601465737437,13.307377220501682,0.9901305356926009,1.1139255602613989,4.327564175611929e-05,4.32776e-05,-4.32738e-05,,,sintef__sintef-graphite-R2032-intelligent-4ccc47__20250514__p-ocv__RT.bdf.parquet,,,,,,"rule-based: pre-branch rest (60 s tail) + the unique lithiation step of the configured p-OCV cycle; classification by measured current, never by step numbering",fixed_initial_concentration_from_inverse_ocp,0.0015151515151514,rest OCV 3.0161 V lies above the reference graphite OCP table top; initial Li fraction set to the table's delithiated edge,False,False,initialise the branch replay at the measured pre-branch equilibrium state; not a fitted parameter and not a battery SOC,False,declared_room_temperature_not_measured,,,0.0019404229114394652,0.0019404234872631948,0.001921272258403839,0.0019404234872631948,0.001921272258403839,-0.9869319168891683,25.0,4.32756e-05,0.022278685629916223,161419.31600000002,159826.19382221324,1980,0.286661528996774,half_cell,positive
