capacity_Ah,voltage_exp_V,voltage_sim_V,residual_V
0.0,4.0328,4.052213023632025,0.01941302363202535
0.00061112,4.0218,4.050417145934315,0.02861714593431497
0.0029722499999999996,4.0116,4.043478572972549,0.03187857297254926
0.00713894,4.0014,4.031234061838448,0.02983406183844739
0.01302788,3.991,4.013928432814437,0.022928432814436572
0.02069458,3.9806,3.999925860109251,0.01932586010925119
0.03044458,3.9704,3.985037397818564,0.01463739781856388
0.04243078,3.9603,3.97204066721662,0.011740667216619816
0.057014180000000005,3.9503,3.9610972459078475,0.010797245907847586
0.07526418,3.9402,3.951856049775781,0.011656049775781163
0.09768098,3.9301,3.9444027411302107,0.014302741130210794
0.12638968,3.92,3.939094879221749,0.019094879221749128
0.16533368,3.9098,3.9353224002847877,0.025522400284787583
0.20700068,3.9019,3.932586827359697,0.030686827359696967
0.24866768,3.8953,3.929410954615997,0.034110954615997
0.29033467999999996,3.8891,3.9250594664580216,0.035959466458021616
0.33200167999999997,3.8839,3.919386539768791,0.03548653976879068
0.37366768,3.8787,3.912537427351585,0.03383742735158535
0.41533467999999996,3.8738,3.9047752081756895,0.03097520817568933
0.45700167999999997,3.8689,3.8963851217465404,0.027485121746540386
0.49866868,3.8642,3.8876284387692266,0.023428438769226734
0.54033568,3.8592,3.878721770019572,0.019521770019572227
0.58200268,3.8544,3.869832533922125,0.015432533922124847
0.62366868,3.8491,3.8610827543419344,0.01198275434193441
0.66533568,3.8431,3.852554966562178,0.009454966562177702
0.70700268,3.837,3.8443006700392335,0.007300670039233292
0.74866968,3.8305,3.8363468270670045,0.0058468270670046785
0.79033668,3.8228,3.8287023261997275,0.005902326199727526
0.83200368,3.8151,3.821362299157812,0.006262299157811846
0.87366968,3.8067,3.814312180620117,0.007612180620116593
0.91533668,3.798,3.807529953133044,0.009529953133044167
0.95700368,3.7887,3.8009891675097385,0.012289167509738519
0.99867068,3.779,3.794659525231956,0.015659525231956017
1.04033468,3.7693,3.788508093250861,0.019208093250861147
1.08200468,3.76,3.782497128223876,0.022497128223876395
1.12367468,3.7504,3.776587481220918,0.026187481220917963
1.16533468,3.7409,3.7707357190964417,0.029835719096441782
1.20700468,3.7319,3.764887355990078,0.03298735599007818
1.24867468,3.7229,3.758982308560194,0.03608230856019379
1.29033468,3.7142,3.7529466473975543,0.0387466473975544
1.33200468,3.7058,3.7466833354351725,0.04088333543517253
1.37367468,3.6973,3.740075930263166,0.042775930263166284
1.41533468,3.689,3.732982345945063,0.043982345945063006
1.45700468,3.6812,3.725235750352161,0.044035750352160896
1.49867468,3.673,3.7166779961650906,0.043677996165090605
1.54033468,3.6651,3.707203929982632,0.04210392998263224
1.58200468,3.6567,3.696821778978298,0.04012177897829794
1.62367468,3.6486,3.685720748671328,0.03712074867132786
1.66534468,3.6407,3.674249585414184,0.03354958541418407
1.70700468,3.6324,3.6628208117093712,0.030420811709371165
1.74867468,3.6237,3.6517654438751608,0.028065443875160856
1.79034468,3.615,3.6412688008923806,0.026268800892380373
1.83200468,3.6063,3.631368778698918,0.025068778698917882
1.87367468,3.5973,3.6220081786683833,0.02470817866838315
1.91534468,3.5882,3.613109424512047,0.024909424512046918
1.95700468,3.5795,3.604603528970815,0.025103528970815248
1.99867468,3.57,3.5964375847979584,0.026437584797958547
2.04034468,3.5608,3.588586117608595,0.027786117608595173
2.08200468,3.5512,3.581037965694273,0.02983796569427266
2.12367468,3.5419,3.5737839601843535,0.031883960184353466
2.16534468,3.5326,3.566822122067921,0.03422212206792086
2.20700468,3.5233,3.560148240996858,0.03684824099685802
2.24867468,3.514,3.553749544604734,0.03974954460473423
2.29034468,3.505,3.547613896591314,0.042613896591314315
2.33200468,3.496,3.5417250991307303,0.04572509913073031
2.37367468,3.4871,3.53605974430414,0.048959744304140074
2.41534468,3.4786,3.530596724689233,0.051996724689233
2.45700468,3.4702,3.525313668862043,0.05511366886204261
2.49867468,3.4623,3.520184096382982,0.057884096382982086
2.54034468,3.4545,3.5151855939838956,0.060685593983895725
2.58201468,3.4467,3.510295011631628,0.06359501163162795
2.62367468,3.4398,3.5054910320640866,0.06569103206408666
2.66534468,3.4328,3.5007495306081746,0.06794953060817477
2.70701468,3.4261,3.49605037800167,0.06995037800166992
2.74867468,3.4194,3.4913735350460176,0.07197353504601756
2.79034468,3.4131,3.486695407493389,0.07359540749338889
2.83201468,3.407,3.4819951431849447,0.07499514318494471
2.87367468,3.4011,3.477250801324794,0.0761508013247938
2.91534468,3.3953,3.472435448879329,0.077135448879329
2.95701468,3.3893,3.4675234472332668,0.0782234472332668
2.99867468,3.3834,3.4624867851941112,0.07908678519411128
3.04034468,3.3779,3.4572910952497655,0.07939109524976562
3.08201468,3.3725,3.4519028597519528,0.07940285975195271
3.12367468,3.3669,3.4462863421311245,0.07938634213112472
3.16534468,3.3613,3.440400198228576,0.07910019822857617
3.20701468,3.3556,3.4342070720408757,0.0786070720408758
3.24867468,3.3503,3.4276722514903,0.07737225149030014
3.29034468,3.3445,3.420761924898837,0.07626192489883676
3.33201468,3.3388,3.413456527092891,0.07465652709289117
3.37367468,3.3332,3.4057509927118947,0.07255099271189458
3.41534468,3.3271,3.3976531747092182,0.07055317470921807
3.45701468,3.3213,3.3891981729898855,0.06789817298988554
3.49868468,3.315,3.3804423560921637,0.06544235609216376
3.54034468,3.3091,3.371465643493227,0.06236564349322693
3.58201468,3.3024,3.3623579461878172,0.059957946187817246
3.62368468,3.2958,3.353224266747363,0.057424266747363006
3.66534468,3.2889,3.3441687259361386,0.05526872593613863
3.70701468,3.2819,3.3352782812807154,0.053378281280715534
3.74868468,3.2749,3.326627565611143,0.05172756561114289
3.79034468,3.2668,3.3182664166514564,0.05146641665145646
3.83201468,3.2592,3.310211122870293,0.05101112287029297
3.87368468,3.2509,3.302455777054705,0.05155577705470504
3.91534468,3.2425,3.2949661353473236,0.05246613534732347
3.95701468,3.2335,3.287674266747469,0.05417426674746917
3.99868468,3.2244,3.2804870843186937,0.05608708431869358
4.04034468,3.2145,3.27327502768412,0.058775027684119685
4.0818246799999995,3.2044,3.265890819249044,0.06149081924904376
4.120754679999999,3.1943,3.258560521975642,0.0642605219756418
4.15801468,3.1843,3.250940828344203,0.06664082834420304
4.19276468,3.1742,3.243048910862355,0.0688489108623549
4.22544468,3.164,3.2346336052344937,0.07063360523449358
4.25693468,3.1539,3.225344288631964,0.07144428863196373
4.28637468,3.1438,3.215364446995269,0.07156444699526876
4.31372468,3.1337,3.2047476125332084,0.07104761253320824
4.339194679999999,3.1237,3.19354980508014,0.06984980508013994
4.36271468,3.1136,3.182035504556758,0.06843550455675818
4.38512468,3.1034,3.169920578355746,0.06652057835574565
4.406504679999999,3.0932,3.1574170689238645,0.06421706892386458
4.426404679999999,3.0831,3.144997994542503,0.06189799454250311
4.44473468,3.0729,3.1330119424416383,0.06011194244163809
4.46272468,3.0628,3.1207622069735907,0.05796220697359056
4.479354679999999,3.0526,3.1091676144692517,0.05656761446925174
4.49569468,3.0422,3.0975956442813386,0.05539564428133881
4.511234679999999,3.0321,3.086493963183129,0.05439396318312939
4.525804679999999,3.0219,3.0760551189856913,0.05415511898569125
4.54007468,3.0118,3.065845467827094,0.05404546782709385
4.554054679999999,3.0014,3.0558856717314855,0.05448567173148566
4.56774468,2.9914,3.0461890327370935,0.05478903273709346
4.58094468,2.9813,3.036896543030739,0.05559654303073902
4.59399468,2.9712,3.0277576225422425,0.05655762254224239
4.6066946799999995,2.9612,3.0188950541953523,0.05769505419535248
4.6193646799999994,2.9509,3.0100624776684857,0.05916247766848581
4.632174679999999,2.9409,3.001113635646601,0.06021363564660076
4.644684679999999,2.9306,2.9923234000665726,0.06172340006657251
4.65717468,2.9206,2.9834602788880566,0.06286027888805679
4.66946468,2.9105,2.974615569134291,0.06411556913429095
4.68117468,2.9003,2.9660415777467106,0.06574157774671052
4.693624679999999,2.8901,2.9566913318839365,0.06659133188393662
4.70524468,2.88,2.9476909368692565,0.06769093686925665
4.71667468,2.8698,2.9385573124600306,0.06875731246003047
4.72772468,2.8597,2.929428442167755,0.06972844216775487
4.73856468,2.8496,2.9201613867334077,0.07056138673340762
4.749224679999999,2.8396,2.910684871003396,0.071084871003396
4.75918468,2.8295,2.9013609783552354,0.07186097835523553
4.768814679999999,2.8193,2.8920186298600714,0.07271862986007127
4.778244679999999,2.809,2.882568835384709,0.07356883538470882
4.78710468,2.7988,2.873128214587158,0.07432821458715821
4.79592468,2.7884,2.863409307553529,0.07500930755352897
4.80418468,2.7784,2.8539854869434333,0.07558548694343337
4.81197468,2.7681,2.8445546407143354,0.07645464071433539
4.819564679999999,2.7581,2.8352415083926172,0.07714150839261702
4.826714679999999,2.7478,2.8258025477003024,0.07800254770030257
4.8336546799999995,2.7378,2.8166069512337066,0.07880695123370662
4.84017468,2.7277,2.8073125878775214,0.07961258787752135
4.84638468,2.7175,2.7984601344355102,0.08096013443551042
4.852544679999999,2.7073,2.789055964077815,0.08175596407781516
4.858244679999999,2.6972,2.780263339764145,0.08306333976414493
4.8638746799999995,2.687,2.7712202155233796,0.08422021552337977
4.869254679999999,2.6767,2.762223339322405,0.08552333932240508
4.87435468,2.6664,2.753694702031517,0.0872947020315169
4.879224679999999,2.6561,2.744944465991216,0.0888444659912162
4.883864679999999,2.6459,2.736519258120602,0.09061925812060201
4.88838468,2.6355,2.728311943556987,0.09281194355698696
4.89263468,2.6252,2.720001124272151,0.09480112427215115
4.89678468,2.6148,2.7118078095081106,0.09700780950811083
4.900644679999999,2.6046,2.7041870396311976,0.09958703963119753
4.90436468,2.594,2.6965651001310653,0.10256510013106546
4.907964679999999,2.5837,2.688827957802143,0.1051279578021429
4.911294679999999,2.5733,2.681671101147889,0.10837110114788873
4.91456468,2.5628,2.6746431968657824,0.11184319686578226
4.91771468,2.5524,2.667671094528134,0.11527109452813411
4.920584679999999,2.5418,2.6609494112231635,0.11914941122316369
4.92338468,2.5316,2.6543916714134346,0.1227916714134345
4.92603468,2.5211,2.648185239093513,0.1270852390935131
4.928654679999999,2.5106,2.642049068271555,0.131449068271555
4.9311346799999995,2.5002,2.6361177352316445,0.13591773523164452
4.93115468,2.5,2.63606664474191,0.1360666447419101
