t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,3.47611189,3.47693453,0.822638,0.000052
10.000000,3.47355032,3.47399917,0.448855,0.000105
20.000000,3.47228026,3.47254575,0.265489,0.000157
30.000000,3.47119045,3.47144065,0.250195,0.000210
40.000000,3.47018981,3.47049759,0.307777,0.000262
50.000000,3.46923590,3.46967267,0.436775,0.000314
60.000000,3.46833467,3.46891064,0.575964,0.000367
70.000000,3.46744442,3.46820175,0.757326,0.000419
80.000000,3.46658564,3.46755073,0.965091,0.000471
90.000000,3.46575189,3.46692362,1.171730,0.000524
100.000000,3.46492481,3.46631961,1.394799,0.000576
110.000000,3.46410418,3.46574896,1.644787,0.000629
120.000000,3.46331358,3.46520162,1.888040,0.000681
130.000000,3.46252680,3.46466794,2.141140,0.000733
140.000000,3.46175599,3.46414615,2.390159,0.000786
150.000000,3.46099663,3.46364607,2.649443,0.000838
160.000000,3.46025229,3.46316366,2.911380,0.000891
170.000000,3.45950890,3.46268778,3.178888,0.000943
180.000000,3.45878720,3.46221902,3.431816,0.000995
190.000000,3.45806694,3.46175989,3.692951,0.001048
200.000000,3.45734787,3.46132006,3.972188,0.001100
210.000000,3.45664215,3.46088527,4.243122,0.001152
220.000000,3.45595717,3.46045507,4.497894,0.001205
230.000000,3.45526671,3.46002904,4.762324,0.001257
240.000000,3.45459151,3.45961487,5.023357,0.001310
250.000000,3.45393157,3.45921151,5.279941,0.001362
260.000000,3.45324373,3.45881124,5.567505,0.001414
270.000000,3.45261312,3.45841380,5.800681,0.001467
280.000000,3.45195580,3.45801896,6.063166,0.001519
290.000000,3.45132041,3.45763589,6.315478,0.001572
300.000000,3.45069671,3.45725998,6.563276,0.001624
310.000000,3.45006943,3.45688604,6.816616,0.001676
320.000000,3.44946098,3.45651392,7.052937,0.001729
330.000000,3.44884896,3.45614347,7.294512,0.001781
340.000000,3.44824553,3.45578315,7.537624,0.001834
350.000000,3.44765615,3.45542917,7.773018,0.001886
360.000000,3.44706202,3.45507648,8.014460,0.001938
370.000000,3.44648743,3.45472496,8.237537,0.001991
380.000000,3.44590425,3.45437455,8.470293,0.002043
390.000000,3.44533181,3.45403169,8.699882,0.002095
400.000000,3.44478250,3.45369602,8.913527,0.002148
410.000000,3.44423437,3.45336119,9.126821,0.002200
420.000000,3.44368052,3.45302714,9.346618,0.002253
430.000000,3.44314337,3.45269382,9.550448,0.002305
440.000000,3.44261813,3.45236498,9.746844,0.002357
450.000000,3.44209170,3.45204519,9.953490,0.002410
460.000000,3.44157362,3.45172589,10.152273,0.002462
470.000000,3.44105577,3.45140711,10.351333,0.002515
480.000000,3.44054914,3.45108880,10.539667,0.002567
490.000000,3.44005489,3.45077166,10.716768,0.002619
500.000000,3.43956804,3.45046591,10.897864,0.002672
510.000000,3.43907523,3.45016047,11.085237,0.002724
520.000000,3.43859220,3.44985537,11.263177,0.002776
530.000000,3.43810892,3.44955060,11.441674,0.002829
540.000000,3.43762970,3.44924611,11.616413,0.002881
550.000000,3.43716717,3.44895057,11.783398,0.002934
560.000000,3.43670869,3.44865776,11.949070,0.002986
570.000000,3.43625021,3.44836518,12.114970,0.003038
580.000000,3.43579698,3.44807281,12.275836,0.003091
590.000000,3.43536067,3.44778064,12.419969,0.003143
600.000000,3.43492985,3.44749361,12.563765,0.003196
610.000000,3.43450379,3.44721250,12.708710,0.003248
620.000000,3.43407989,3.44693154,12.851650,0.003300
630.000000,3.43364716,3.44665071,13.003551,0.003353
640.000000,3.43323779,3.44637001,13.132218,0.003405
650.000000,3.43282413,3.44609074,13.266608,0.003458
660.000000,3.43243074,3.44582064,13.389891,0.003510
670.000000,3.43202829,3.44555056,13.522262,0.003562
680.000000,3.43162918,3.44528057,13.651388,0.003615
690.000000,3.43125057,3.44501067,13.760097,0.003667
700.000000,3.43087506,3.44474085,13.865787,0.003719
710.000000,3.43048978,3.44447895,13.989167,0.003772
720.000000,3.43012118,3.44421916,14.097975,0.003824
730.000000,3.42974186,3.44395943,14.217574,0.003877
740.000000,3.42934227,3.44369977,14.357496,0.003929
750.000000,3.42907071,3.44344015,14.369441,0.003981
760.000000,3.42867732,3.44318481,14.507488,0.004034
770.000000,3.42833328,3.44293480,14.601522,0.004086
780.000000,3.42799687,3.44268484,14.687969,0.004139
790.000000,3.42763877,3.44243492,14.796150,0.004191
800.000000,3.42731452,3.44218503,14.870512,0.004243
810.000000,3.42698741,3.44193600,14.948588,0.004296
820.000000,3.42666960,3.44169533,15.025733,0.004348
830.000000,3.42636347,3.44145469,15.091224,0.004400
840.000000,3.42604780,3.44121408,15.166278,0.004453
850.000000,3.42574096,3.44097349,15.232534,0.004505
860.000000,3.42544127,3.44073292,15.291659,0.004558
870.000000,3.42513967,3.44049883,15.359167,0.004610
880.000000,3.42484117,3.44026712,15.425956,0.004662
890.000000,3.42456365,3.44003543,15.471781,0.004715
900.000000,3.42426968,3.43980375,15.534073,0.004767
910.000000,3.42398643,3.43957209,15.585650,0.004820
920.000000,3.42372251,3.43934359,15.621088,0.004872
930.000000,3.42344904,3.43912045,15.671406,0.004924
940.000000,3.42318583,3.43889731,15.711483,0.004977
950.000000,3.42292213,3.43867418,15.752048,0.005029
960.000000,3.42267466,3.43845107,15.776411,0.005081
970.000000,3.42241979,3.43822805,15.808259,0.005134
980.000000,3.42216802,3.43801312,15.845105,0.005186
990.000000,3.42193127,3.43779821,15.866939,0.005239
1000.000000,3.42169476,3.43758330,15.888541,0.005291
1010.000000,3.42146444,3.43736839,15.903951,0.005343
1020.000000,3.42124104,3.43715350,15.912453,0.005396
1030.000000,3.42101979,3.43694380,15.924010,0.005448
1040.000000,3.42080307,3.43673670,15.933627,0.005501
1050.000000,3.42058158,3.43652969,15.948110,0.005553
1060.000000,3.42036581,3.43632269,15.956876,0.005605
1070.000000,3.42016292,3.43611569,15.952771,0.005658
1080.000000,3.41995549,3.43591085,15.955358,0.005710
1090.000000,3.41976333,3.43571144,15.948114,0.005763
1100.000000,3.41955662,3.43551203,15.955417,0.005815
1110.000000,3.41936827,3.43531263,15.944365,0.005867
1120.000000,3.41917658,3.43511323,15.936654,0.005920
1130.000000,3.41898417,3.43491383,15.929660,0.005972
1140.000000,3.41880703,3.43472116,15.914134,0.006024
1150.000000,3.41863298,3.43452907,15.896089,0.006077
1160.000000,3.41844654,3.43433699,15.890445,0.006129
1170.000000,3.41826653,3.43414490,15.878365,0.006182
1180.000000,3.41810274,3.43395282,15.850074,0.006234
1190.000000,3.41792893,3.43376465,15.835714,0.006286
1200.000000,3.41776228,3.43357960,15.817321,0.006339
1210.000000,3.41759992,3.43339455,15.794638,0.006391
1220.000000,3.41744232,3.43320951,15.767189,0.006444
1230.000000,3.41728139,3.43302447,15.743078,0.006496
1240.000000,3.41711974,3.43284073,15.720986,0.006548
1250.000000,3.41695881,3.43266246,15.703652,0.006601
1260.000000,3.41681051,3.43248420,15.673683,0.006653
1270.000000,3.41667366,3.43230593,15.632271,0.006705
1280.000000,3.41652727,3.43212767,15.600397,0.006758
1290.000000,3.41637897,3.43194941,15.570430,0.006810
1300.000000,3.41622972,3.43177654,15.546820,0.006863
1310.000000,3.41610026,3.43160481,15.504545,0.006915
1320.000000,3.41596198,3.43143307,15.471092,0.006967
1330.000000,3.41581440,3.43126134,15.446939,0.007020
1340.000000,3.41568398,3.43108960,15.405620,0.007072
1350.000000,3.41556025,3.43092078,15.360536,0.007125
1360.000000,3.41542983,3.43075533,15.325503,0.007177
1370.000000,3.41531062,3.43058989,15.279265,0.007229
1380.000000,3.41517735,3.43042444,15.247094,0.007282
1390.000000,3.41505551,3.43025899,15.203479,0.007334
1400.000000,3.41492629,3.43009414,15.167853,0.007387
1410.000000,3.41479778,3.42993475,15.136968,0.007439
1420.000000,3.41468573,3.42977536,15.089633,0.007491
1430.000000,3.41457844,3.42961597,15.037530,0.007544
1440.000000,3.41446042,3.42945658,14.996156,0.007596
1450.000000,3.41435599,3.42929719,14.941192,0.007648
1460.000000,3.41421962,3.42914207,14.922456,0.007701
1470.000000,3.41411591,3.42898851,14.872608,0.007753
1480.000000,3.41400599,3.42883496,14.828960,0.007806
1490.000000,3.41390538,3.42868140,14.776014,0.007858
1500.000000,3.41379786,3.42852784,14.729982,0.007910
1510.000000,3.41369104,3.42837635,14.685309,0.007963
1520.000000,3.41359115,3.42822841,14.637264,0.008015
1530.000000,3.41349149,3.42808047,14.588981,0.008068
1540.000000,3.41339612,3.42793253,14.536407,0.008120
1550.000000,3.41327763,3.42778459,14.506960,0.008172
1560.000000,3.41320562,3.42763667,14.431045,0.008225
1570.000000,3.41310096,3.42749414,14.393179,0.008277
1580.000000,3.41297865,3.42735161,14.372957,0.008329
1590.000000,3.41291118,3.42720908,14.297898,0.008382
1600.000000,3.41280913,3.42706654,14.257411,0.008434
1610.000000,3.41272020,3.42692401,14.203810,0.008487
1620.000000,3.41263056,3.42678482,14.154261,0.008539
1630.000000,3.41253328,3.42664750,14.114213,0.008591
1640.000000,3.41244078,3.42651018,14.069399,0.008644
1650.000000,3.41235185,3.42637286,14.021010,0.008696
1660.000000,3.41226792,3.42623554,13.967614,0.008749
1670.000000,3.41219878,3.42609960,13.900815,0.008801
1680.000000,3.41210794,3.42596730,13.859352,0.008853
1690.000000,3.41202497,3.42583500,13.810021,0.008906
1700.000000,3.41193295,3.42570270,13.769751,0.008958
1710.000000,3.41185212,3.42557040,13.718274,0.009010
1720.000000,3.41177392,3.42543810,13.664176,0.009063
1730.000000,3.41169310,3.42531020,13.617099,0.009115
1740.000000,3.41161656,3.42518273,13.566166,0.009168
1750.000000,3.41154265,3.42505526,13.512610,0.009220
1760.000000,3.41146016,3.42492780,13.467637,0.009272
1770.000000,3.41140318,3.42480033,13.397154,0.009325
1780.000000,3.41131473,3.42467541,13.360681,0.009377
1790.000000,3.41125202,3.42455260,13.300576,0.009430
1800.000000,3.41118288,3.42442979,13.246908,0.009482
1810.000000,3.41111016,3.42430698,13.196817,0.009534
1820.000000,3.41103768,3.42418417,13.146487,0.009587
1830.000000,3.41097021,3.42406217,13.091961,0.009639
1840.000000,3.41089439,3.42394385,13.049454,0.009692
1850.000000,3.41084051,3.42382552,12.985013,0.009744
1860.000000,3.41076875,3.42370720,12.938453,0.009796
1870.000000,3.41069245,3.42358888,12.896423,0.009849
1880.000000,3.41064143,3.42347055,12.829121,0.009901
1890.000000,3.41057515,3.42335575,12.780603,0.009953
1900.000000,3.41050720,3.42324175,12.734549,0.010006
1910.000000,3.41045213,3.42312775,12.675619,0.010058
1920.000000,3.41039157,3.42301374,12.622174,0.010111
1930.000000,3.41032386,3.42289974,12.575881,0.010163
1940.000000,3.41027260,3.42278752,12.514920,0.010215
1950.000000,3.41021562,3.42267777,12.462155,0.010268
1960.000000,3.41015911,3.42256793,12.408818,0.010320
1970.000000,3.41010880,3.42245809,12.349281,0.010373
1980.000000,3.41005421,3.42234824,12.294037,0.010425
1990.000000,3.41000009,3.42223873,12.238645,0.010477
2000.000000,3.40994072,3.42213291,12.192194,0.010530
2010.000000,3.40989542,3.42202708,12.131659,0.010582
2020.000000,3.40984201,3.42192124,12.079230,0.010634
2030.000000,3.40976977,3.42181541,12.045636,0.010687
2040.000000,3.40973234,3.42170958,11.977233,0.010739
2050.000000,3.40968132,3.42160653,11.925207,0.010792
2060.000000,3.40962958,3.42150455,11.874970,0.010844
2070.000000,3.40958405,3.42140258,11.818534,0.010896
2080.000000,3.40955329,3.42130060,11.747315,0.010949
2090.000000,3.40948868,3.42119863,11.709953,0.011001
2100.000000,3.40944505,3.42109793,11.652880,0.011054
2110.000000,3.40939236,3.42099973,11.607372,0.011106
2120.000000,3.40936446,3.42090147,11.537011,0.011158
2130.000000,3.40933371,3.42080322,11.469512,0.011211
2140.000000,3.40927076,3.42070496,11.434198,0.011263
2150.000000,3.40922904,3.42060671,11.377666,0.011316
2160.000000,3.40919948,3.42051200,11.312528,0.011368
2170.000000,3.40914226,3.42041733,11.275075,0.011420
2180.000000,3.40912247,3.42032266,11.200189,0.011473
2190.000000,3.40906525,3.42022798,11.162736,0.011525
2200.000000,3.40902972,3.42013331,11.103586,0.011577
2210.000000,3.40899348,3.42004080,11.047317,0.011630
2220.000000,3.40896249,3.41994957,10.987086,0.011682
2230.000000,3.40892410,3.41985835,10.934247,0.011735
2240.000000,3.40889215,3.41976713,10.874971,0.011787
2250.000000,3.40884757,3.41967590,10.828331,0.011839
2260.000000,3.40880966,3.41958552,10.775859,0.011892
2270.000000,3.40877652,3.41949765,10.721127,0.011944
2280.000000,3.40874171,3.41940975,10.668035,0.011997
