t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,3.17174864,3.16784992,-3.898715,0.000052
10.000000,3.19390583,3.16978858,-24.117246,0.000104
20.000000,3.21165371,3.17074980,-40.903909,0.000157
30.000000,3.22789359,3.17149186,-56.401729,0.000209
40.000000,3.24283004,3.17213054,-70.699495,0.000261
50.000000,3.25651455,3.17270198,-83.812574,0.000313
60.000000,3.26898623,3.17322942,-95.756807,0.000365
70.000000,3.28027177,3.17372461,-106.547157,0.000418
80.000000,3.29046845,3.17419202,-116.276438,0.000470
90.000000,3.29951477,3.17463871,-124.876056,0.000522
100.000000,3.30759478,3.17506904,-132.525736,0.000574
110.000000,3.31475306,3.17548530,-139.267760,0.000626
120.000000,3.32107234,3.17588586,-145.186484,0.000678
130.000000,3.32663488,3.17627793,-150.356952,0.000731
140.000000,3.33155322,3.17666127,-154.891951,0.000783
150.000000,3.33589244,3.17703693,-158.855507,0.000835
160.000000,3.33975029,3.17740309,-162.347196,0.000887
170.000000,3.34317017,3.17776322,-165.406946,0.000939
180.000000,3.34624577,3.17811798,-168.127789,0.000992
190.000000,3.34900379,3.17846790,-170.535889,0.001044
200.000000,3.35148406,3.17881204,-172.672019,0.001096
210.000000,3.35375810,3.17915068,-174.607414,0.001148
220.000000,3.35583329,3.17948622,-176.347069,0.001200
230.000000,3.35774708,3.17981851,-177.928569,0.001253
240.000000,3.35950613,3.18014782,-179.358308,0.001305
250.000000,3.36113882,3.18047228,-180.666538,0.001357
260.000000,3.36264968,3.18079397,-181.855710,0.001409
270.000000,3.36408067,3.18111338,-182.967287,0.001461
280.000000,3.36540771,3.18143070,-183.977007,0.001514
290.000000,3.36665916,3.18174609,-184.913077,0.001566
300.000000,3.36784959,3.18205750,-185.792089,0.001618
310.000000,3.36897755,3.18236715,-186.610399,0.001670
320.000000,3.37005067,3.18267529,-187.375375,0.001722
330.000000,3.37106228,3.18298205,-188.080227,0.001775
340.000000,3.37205338,3.18328753,-188.765859,0.001827
350.000000,3.37296629,3.18358962,-189.376669,0.001879
360.000000,3.37385893,3.18389056,-189.968370,0.001931
370.000000,3.37471271,3.18419049,-190.522220,0.001983
380.000000,3.37553740,3.18448948,-191.047919,0.002035
390.000000,3.37632608,3.18478760,-191.538483,0.002088
400.000000,3.37708712,3.18508318,-192.003941,0.002140
410.000000,3.37782240,3.18537754,-192.444856,0.002192
