t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,3.55682206,3.55729828,0.476216,0.000052
10.000000,3.55127358,3.55114952,-0.124064,0.000104
20.000000,3.54812288,3.54803058,-0.092306,0.000156
30.000000,3.54549909,3.54565376,0.154672,0.000208
40.000000,3.54312682,3.54364144,0.514623,0.000260
50.000000,3.54093528,3.54182916,0.893882,0.000311
60.000000,3.53884816,3.54022199,1.373831,0.000363
70.000000,3.53687572,3.53870774,1.832015,0.000415
80.000000,3.53496218,3.53727035,2.308175,0.000467
90.000000,3.53310776,3.53593317,2.825417,0.000519
100.000000,3.53133178,3.53465611,3.324334,0.000571
110.000000,3.52957892,3.53341997,3.841046,0.000623
120.000000,3.52787042,3.53221863,4.348214,0.000675
130.000000,3.52622056,3.53108758,4.867023,0.000727
140.000000,3.52460718,3.52998417,5.376984,0.000779
150.000000,3.52303815,3.52890287,5.864726,0.000831
160.000000,3.52147269,3.52784115,6.368460,0.000883
170.000000,3.51995850,3.52682245,6.863951,0.000934
180.000000,3.51846957,3.52583153,7.361960,0.000986
190.000000,3.51702142,3.52485413,7.832714,0.001038
200.000000,3.51558733,3.52388893,8.301601,0.001090
210.000000,3.51418996,3.52293942,8.749464,0.001142
220.000000,3.51279664,3.52203000,9.233360,0.001194
230.000000,3.51145196,3.52112941,9.677452,0.001246
240.000000,3.51012349,3.52023689,10.113394,0.001298
250.000000,3.50879765,3.51935173,10.554088,0.001350
260.000000,3.50751853,3.51848477,10.966237,0.001402
270.000000,3.50624919,3.51764568,11.396487,0.001454
280.000000,3.50500941,3.51681099,11.801580,0.001506
290.000000,3.50376129,3.51598139,12.220094,0.001557
300.000000,3.50255990,3.51515645,12.596555,0.001609
310.000000,3.50136709,3.51434854,12.981447,0.001661
320.000000,3.50020647,3.51356191,13.355439,0.001713
330.000000,3.49903774,3.51277883,13.741091,0.001765
340.000000,3.49789333,3.51199904,14.105705,0.001817
350.000000,3.49676871,3.51122228,14.453564,0.001869
360.000000,3.49565816,3.51045836,14.800196,0.001921
370.000000,3.49457121,3.50971563,15.144420,0.001973
380.000000,3.49347973,3.50897492,15.495187,0.002025
390.000000,3.49241471,3.50823635,15.821642,0.002077
400.000000,3.49135828,3.50749979,16.141508,0.002129
410.000000,3.49032450,3.50677024,16.445742,0.002180
420.000000,3.48928905,3.50606439,16.775340,0.002232
430.000000,3.48827410,3.50535983,17.085729,0.002284
440.000000,3.48726130,3.50465669,17.395395,0.002336
450.000000,3.48629355,3.50395487,17.661318,0.002388
460.000000,3.48530436,3.50325428,17.949920,0.002440
470.000000,3.48434305,3.50257983,18.236776,0.002492
480.000000,3.48339152,3.50190707,18.515543,0.002544
490.000000,3.48244882,3.50123525,18.786432,0.002596
500.000000,3.48151708,3.50056430,19.047228,0.002648
510.000000,3.48059750,3.49989417,19.296675,0.002700
520.000000,3.47967625,3.49924199,19.565746,0.002752
530.000000,3.47875953,3.49859787,19.838347,0.002803
540.000000,3.47785830,3.49795438,20.096077,0.002855
550.000000,3.47694349,3.49731147,20.367977,0.002907
560.000000,3.47612166,3.49666910,20.547432,0.002959
570.000000,3.47525954,3.49603665,20.777107,0.003011
580.000000,3.47439337,3.49541880,21.025430,0.003063
590.000000,3.47355771,3.49480136,21.243654,0.003115
600.000000,3.47271442,3.49418432,21.469893,0.003167
610.000000,3.47187972,3.49356763,21.687906,0.003219
620.000000,3.47105622,3.49295306,21.896836,0.003271
630.000000,3.47025657,3.49235963,22.103065,0.003323
640.000000,3.46944237,3.49176649,22.324120,0.003374
650.000000,3.46865416,3.49117360,22.519443,0.003426
660.000000,3.46788502,3.49058095,22.695931,0.003478
670.000000,3.46709132,3.48998852,22.897197,0.003530
680.000000,3.46632028,3.48941248,23.092203,0.003582
690.000000,3.46556139,3.48884219,23.280799,0.003634
700.000000,3.46479869,3.48827207,23.473382,0.003686
710.000000,3.46403384,3.48770211,23.668270,0.003738
720.000000,3.46331429,3.48713230,23.818004,0.003790
730.000000,3.46257973,3.48657096,23.991234,0.003842
740.000000,3.46184111,3.48602233,24.181222,0.003894
750.000000,3.46111870,3.48547381,24.355114,0.003946
760.000000,3.46041608,3.48492540,24.509323,0.003997
770.000000,3.45971823,3.48437709,24.658861,0.004049
780.000000,3.45902157,3.48382981,24.808246,0.004101
790.000000,3.45832491,3.48330180,24.976894,0.004153
800.000000,3.45763707,3.48277387,25.136802,0.004205
810.000000,3.45696735,3.48224601,25.278660,0.004257
820.000000,3.45630932,3.48171822,25.408902,0.004309
830.000000,3.45564103,3.48119049,25.549456,0.004361
840.000000,3.45499063,3.48067620,25.685574,0.004413
850.000000,3.45434260,3.48016795,25.825348,0.004465
860.000000,3.45369220,3.47965975,25.967554,0.004517
870.000000,3.45305967,3.47915160,26.091923,0.004569
880.000000,3.45243335,3.47864348,26.210133,0.004620
890.000000,3.45180893,3.47814159,26.332666,0.004672
900.000000,3.45120263,3.47765221,26.449576,0.004724
910.000000,3.45058250,3.47716285,26.580349,0.004776
920.000000,3.44998240,3.47667353,26.691124,0.004828
930.000000,3.44937444,3.47618423,26.809794,0.004880
940.000000,3.44879270,3.47569496,26.902264,0.004932
950.000000,3.44820404,3.47522316,27.019116,0.004984
960.000000,3.44760966,3.47475189,27.142231,0.005036
970.000000,3.44704175,3.47428065,27.238903,0.005088
980.000000,3.44647503,3.47380943,27.334401,0.005140
990.000000,3.44593167,3.47333822,27.406550,0.005192
1000.000000,3.44537807,3.47287759,27.499523,0.005243
1010.000000,3.44481921,3.47242369,27.604476,0.005295
1020.000000,3.44427276,3.47196983,27.697070,0.005347
1030.000000,3.44373393,3.47151598,27.782048,0.005399
1040.000000,3.44321156,3.47106214,27.850586,0.005451
1050.000000,3.44269323,3.47061217,27.918932,0.005503
1060.000000,3.44216442,3.47017525,28.010829,0.005555
1070.000000,3.44164968,3.46973811,28.088431,0.005607
1080.000000,3.44113994,3.46930097,28.161034,0.005659
1090.000000,3.44063807,3.46886384,28.225778,0.005711
1100.000000,3.44014025,3.46842672,28.286475,0.005763
1110.000000,3.43965244,3.46800376,28.351313,0.005815
1120.000000,3.43917322,3.46758270,28.409475,0.005866
1130.000000,3.43868375,3.46716164,28.477896,0.005918
1140.000000,3.43821383,3.46674060,28.526771,0.005970
1150.000000,3.43774915,3.46631955,28.570407,0.006022
1160.000000,3.43727350,3.46590651,28.633010,0.006074
1170.000000,3.43681622,3.46550094,28.684720,0.006126
1180.000000,3.43636680,3.46509536,28.728567,0.006178
1190.000000,3.43591785,3.46468980,28.771941,0.006230
1200.000000,3.43547463,3.46428423,28.809597,0.006282
1210.000000,3.43503666,3.46388090,28.844246,0.006334
1220.000000,3.43460178,3.46349027,28.888491,0.006386
1230.000000,3.43417859,3.46309961,28.921016,0.006438
1240.000000,3.43375063,3.46270894,28.958313,0.006489
1250.000000,3.43333411,3.46231828,28.984168,0.006541
1260.000000,3.43292713,3.46192762,29.000488,0.006593
1270.000000,3.43251371,3.46154827,29.034551,0.006645
1280.000000,3.43210578,3.46117195,29.066169,0.006697
1290.000000,3.43172216,3.46079563,29.073471,0.006749
1300.000000,3.43132067,3.46041932,29.098655,0.006801
1310.000000,3.43092465,3.46004301,29.118358,0.006853
1320.000000,3.43054509,3.45967255,29.127462,0.006905
1330.000000,3.43017054,3.45931006,29.139521,0.006957
1340.000000,3.42980528,3.45894756,29.142284,0.007009
1350.000000,3.42943621,3.45858507,29.148864,0.007061
