t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,2.80947638,2.80887427,-0.602101,0.000052
10.000000,2.81445074,2.81373905,-0.711695,0.000103
20.000000,2.81516767,2.81624901,1.081348,0.000155
30.000000,2.81550550,2.81819825,2.692742,0.000207
40.000000,2.81608605,2.81986482,3.778764,0.000259
50.000000,2.81687665,2.82136463,4.487980,0.000310
60.000000,2.81780434,2.82274939,4.945056,0.000362
70.000000,2.81885386,2.82403538,5.181527,0.000414
80.000000,2.82020044,2.82526180,5.061358,0.000466
90.000000,2.82213569,2.82643563,4.299948,0.000518
100.000000,2.82519507,2.82756148,2.366404,0.000569
110.000000,2.83016777,2.82864779,-1.519982,0.000621
120.000000,2.83746552,2.82970355,-7.761978,0.000673
130.000000,2.84620333,2.83073298,-15.470347,0.000725
140.000000,2.85525966,2.83173482,-23.524837,0.000776
150.000000,2.86423564,2.83271108,-31.524562,0.000828
160.000000,2.87297297,2.83367271,-39.300251,0.000880
170.000000,2.88140416,2.83461856,-46.785603,0.000932
180.000000,2.88951635,2.83554841,-53.967949,0.000983
190.000000,2.89732122,2.83645888,-60.862340,0.001035
200.000000,2.90475798,2.83735980,-67.398174,0.001087
210.000000,2.91190410,2.83825039,-73.653709,0.001139
220.000000,2.91876030,2.83913158,-79.628720,0.001190
230.000000,2.92534280,2.83999982,-85.342978,0.001242
240.000000,2.93168235,2.84085819,-90.824161,0.001294
250.000000,2.93779588,2.84170945,-96.086425,0.001346
260.000000,2.94372487,2.84255420,-101.170667,0.001397
270.000000,2.94944310,2.84339297,-106.050128,0.001449
280.000000,2.95501351,2.84422066,-110.792853,0.001501
290.000000,2.96044135,2.84504271,-115.398637,0.001553
300.000000,2.96574354,2.84586013,-119.883412,0.001604
310.000000,2.97090960,2.84667327,-124.236329,0.001656
320.000000,2.97599745,2.84748245,-128.514995,0.001708
330.000000,2.98096704,2.84828268,-132.684364,0.001760
340.000000,2.98586798,2.84907887,-136.789106,0.001811
350.000000,2.99068522,2.84987196,-140.813264,0.001863
360.000000,2.99539590,2.85066218,-144.733717,0.001915
370.000000,3.00014520,2.85144975,-148.695451,0.001967
380.000000,3.00479984,2.85223043,-152.569412,0.002018
390.000000,3.00938678,2.85300715,-156.379628,0.002070
400.000000,3.01395130,2.85378206,-160.169244,0.002122
410.000000,3.01847386,2.85455502,-163.918842,0.002174
420.000000,3.02296042,2.85532618,-167.634243,0.002225
430.000000,3.02742672,2.85609238,-171.334337,0.002277
440.000000,3.03184509,2.85685442,-174.990676,0.002329
450.000000,3.03624916,2.85761521,-178.633949,0.002381
460.000000,3.04063654,2.85837468,-182.261859,0.002432
470.000000,3.04500389,2.85913292,-185.870970,0.002484
480.000000,3.04934025,2.85988815,-189.452094,0.002536
490.000000,3.05365705,2.86063843,-193.018629,0.002588
500.000000,3.05798173,2.86138786,-196.593867,0.002639
510.000000,3.06226659,2.86213639,-200.130196,0.002691
520.000000,3.06655931,2.86288408,-203.675232,0.002743
530.000000,3.07083416,2.86363070,-207.203455,0.002795
540.000000,3.07510185,2.86437124,-210.730611,0.002846
550.000000,3.07936001,2.86511120,-214.248806,0.002898
