Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
0,0,0,4.1914,3.7314e-06
0.05992,0.6878,6.0268e-09,4.1672,0.013357
0.13992,0.68783,2.1312e-08,4.1671,0.0083528
0.32392,0.68783,5.6467e-08,4.1671,0.0034218
3.6819,0.68783,6.9806e-07,4.1663,0.00079498
63.682,0.68784,1.2162e-05,4.1593,0.0016029
123.68,0.68784,2.3626e-05,4.1551,0.004898
183.68,0.68784,3.509e-05,4.1518,0.0077829
243.68,0.68783,4.6554e-05,4.1496,0.009709
303.68,0.68784,5.8018e-05,4.1484,0.010679
363.68,0.68784,6.9482e-05,4.1477,0.011254
423.68,0.68784,8.0946e-05,4.1472,0.011585
483.68,0.68784,9.241e-05,4.1467,0.011919
543.68,0.68784,0.00010387,4.1463,0.012083
603.68,0.68784,0.00011534,4.146,0.012364
663.68,0.68784,0.0001268,4.1456,0.012536
723.68,0.68784,0.00013827,4.1453,0.012664
783.68,0.68784,0.00014973,4.1451,0.012756
843.68,0.68784,0.00016119,4.1449,0.012746
903.68,0.68784,0.00017266,4.1447,0.012679
963.68,0.68784,0.00018412,4.1445,0.012681
1023.7,0.68784,0.00019559,4.1443,0.012633
1083.7,0.68784,0.00020705,4.1441,0.012535
1143.7,0.68784,0.00021851,4.1439,0.012586
1203.7,0.68784,0.00022998,4.1438,0.01256
1263.7,0.68783,0.00024144,4.1436,0.012456
1323.7,0.68784,0.0002529,4.1434,0.012514
1383.7,0.68784,0.00026437,4.1432,0.012534
1443.7,0.68784,0.00027583,4.1431,0.012552
1503.7,0.68784,0.0002873,4.1429,0.012687
1563.7,0.68784,0.00029876,4.1427,0.012862
1623.7,0.68784,0.00031022,4.1425,0.012721
1683.7,0.68784,0.00032169,4.1424,0.012778
1743.7,0.68784,0.00033315,4.1422,0.012795
1803.7,0.68784,0.00034462,4.142,0.012814
1863.7,0.68784,0.00035608,4.1418,0.012795
1923.7,0.68784,0.00036754,4.1416,0.012779
1983.7,0.68784,0.00037901,4.1415,0.012845
2043.7,0.68784,0.00039047,4.1413,0.012757
2103.7,0.68784,0.00040194,4.1411,0.012749
2163.7,0.68784,0.0004134,4.1409,0.012585
2223.7,0.68784,0.00042486,4.1407,0.012657
2283.7,0.68784,0.00043633,4.1405,0.012611
2343.7,0.68784,0.00044779,4.1403,0.01249
2403.7,0.68784,0.00045926,4.1401,0.012488
2463.7,0.68784,0.00047072,4.1399,0.012367
2523.7,0.68784,0.00048218,4.1397,0.012292
2583.7,0.68784,0.00049365,4.1395,0.011987
2643.7,0.68784,0.00050511,4.1393,0.011844
2703.7,0.68784,0.00051658,4.1391,0.011511
2763.7,0.68784,0.00052804,4.1389,0.011461
2823.7,0.68784,0.0005395,4.1386,0.011103
2883.7,0.68784,0.00055097,4.1384,0.010792
2943.7,0.68783,0.00056243,4.1381,0.010607
3003.7,0.68783,0.0005739,4.1379,0.010274
3063.7,0.68783,0.00058536,4.1376,0.0099891
3123.7,0.68784,0.00059682,4.1373,0.0096753
3183.7,0.68784,0.00060829,4.1371,0.0092952
3243.7,0.68784,0.00061975,4.1368,0.0090492
3303.7,0.68783,0.00063122,4.1364,0.0088965
3363.7,0.68784,0.00064268,4.1361,0.0084472
3423.7,0.68784,0.00065414,4.1357,0.0080922
3483.7,0.68784,0.00066561,4.1354,0.0078349
3543.7,0.68784,0.00067707,4.135,0.0075179
3603.7,0.68784,0.00068853,4.1346,0.0069483
3663.7,0.68784,0.0007,4.1341,0.0064828
3723.7,0.68784,0.00071146,4.1337,0.0060826
3783.7,0.68783,0.00072293,4.1332,0.0055929
3843.7,0.68783,0.00073439,4.1326,0.0049766
3903.7,0.68783,0.00074585,4.1321,0.0044349
3963.7,0.68783,0.00075732,4.1315,0.0039354
4023.7,0.68784,0.00076878,4.1308,0.0034029
4083.7,0.68783,0.00078025,4.1301,0.0028424
4143.7,0.68783,0.00079171,4.1294,0.0021402
4203.7,0.68783,0.00080317,4.1286,0.0016558
4263.7,0.68784,0.00081464,4.1277,0.00083908
4323.7,0.68784,0.0008261,4.1267,0.00028105
4383.7,0.68784,0.00083757,4.1257,0.00021679
4443.7,0.68783,0.00084903,4.1247,0.00081527
4503.7,0.68783,0.00086049,4.1236,0.001433
4563.7,0.68783,0.00087196,4.1224,0.0019565
4623.7,0.68783,0.00088342,4.1212,0.0023808
4683.7,0.68783,0.00089489,4.1199,0.0029452
4743.7,0.68783,0.00090635,4.1185,0.003406
4803.7,0.68783,0.00091781,4.1171,0.0037688
4863.7,0.68783,0.00092928,4.1157,0.0041913
4923.7,0.68783,0.00094074,4.1141,0.0046036
4983.7,0.68783,0.0009522,4.1126,0.0048534
5043.7,0.68783,0.00096367,4.111,0.0051389
5103.7,0.68783,0.00097513,4.1093,0.005536
5163.7,0.68783,0.0009866,4.1076,0.0058431
5223.7,0.68783,0.00099806,4.1059,0.0061321
5283.7,0.68783,0.0010095,4.1041,0.0063772
5343.7,0.68783,0.001021,4.1022,0.0066367
5403.7,0.68783,0.0010325,4.1004,0.0068806
5463.7,0.68783,0.0010439,4.0985,0.0071438
5523.7,0.68783,0.0010554,4.0966,0.007387
5583.7,0.68783,0.0010668,4.0947,0.0076452
5643.7,0.68783,0.0010783,4.0928,0.0079948
5703.7,0.68783,0.0010898,4.0909,0.0081685
5763.7,0.68783,0.0011012,4.0889,0.0085207
5823.7,0.68783,0.0011127,4.0869,0.0087228
5883.7,0.68783,0.0011242,4.0848,0.0088845
5943.7,0.68783,0.0011356,4.0827,0.0091519
6003.7,0.68783,0.0011471,4.0806,0.0090169
6063.7,0.68784,0.0011586,4.0784,0.0090867
6123.7,0.68783,0.00117,4.0762,0.0090617
6183.7,0.68783,0.0011815,4.074,0.0091465
6243.7,0.68783,0.0011929,4.0718,0.0090221
6303.7,0.68783,0.0012044,4.0696,0.0088435
6363.7,0.68783,0.0012159,4.0674,0.0087026
6423.7,0.68783,0.0012273,4.0651,0.0084442
6483.7,0.68783,0.0012388,4.0629,0.0081457
6543.7,0.68783,0.0012503,4.0607,0.0080119
6603.7,0.68783,0.0012617,4.0585,0.0078027
6663.7,0.68783,0.0012732,4.0563,0.0074327
6723.7,0.68784,0.0012847,4.054,0.0071863
6783.7,0.68784,0.0012961,4.0518,0.0068339
6843.7,0.68783,0.0013076,4.0496,0.0066075
6903.7,0.68783,0.001319,4.0475,0.0062039
6963.7,0.68783,0.0013305,4.0453,0.0058649
7023.7,0.68783,0.001342,4.0432,0.0054904
7083.7,0.68783,0.0013534,4.0411,0.0052348
7143.7,0.68783,0.0013649,4.0391,0.005082
7203.7,0.68783,0.0013764,4.0371,0.0048279
7263.7,0.68783,0.0013878,4.0351,0.0044595
7323.7,0.68784,0.0013993,4.033,0.0042882
7383.7,0.68784,0.0014108,4.031,0.0038485
7443.7,0.68784,0.0014222,4.029,0.0034715
7503.7,0.68783,0.0014337,4.0271,0.0032474
7563.7,0.68783,0.0014452,4.0252,0.0029407
7623.7,0.68783,0.0014566,4.0233,0.0025227
7683.7,0.68783,0.0014681,4.0214,0.0021849
7743.7,0.68784,0.0014795,4.0197,0.0018482
7803.7,0.68783,0.001491,4.0179,0.0014656
7863.7,0.68784,0.0015025,4.0161,0.0012569
7923.7,0.68784,0.0015139,4.0144,0.0008991
7983.7,0.68784,0.0015254,4.0127,0.00050622
8043.7,0.68784,0.0015369,4.011,0.00013363
8103.7,0.68784,0.0015483,4.0093,0.00016349
8163.7,0.68783,0.0015598,4.0077,0.00045795
8223.7,0.68783,0.0015713,4.0061,0.00067136
8283.7,0.68783,0.0015827,4.0045,0.0010906
8343.7,0.68783,0.0015942,4.003,0.0013268
8403.7,0.68784,0.0016056,4.0015,0.0014611
8463.7,0.68784,0.0016171,4,0.0018182
8523.7,0.68784,0.0016286,3.9985,0.0020768
8583.7,0.68784,0.00164,3.997,0.0023137
8643.7,0.68783,0.0016515,3.9956,0.0025262
8703.7,0.68784,0.001663,3.9942,0.0027018
8763.7,0.68784,0.0016744,3.9928,0.0029193
8823.7,0.68784,0.0016859,3.9915,0.0030702
8883.7,0.68784,0.0016974,3.9902,0.0031244
8943.7,0.68783,0.0017088,3.9889,0.0033643
9003.7,0.68783,0.0017203,3.9876,0.0034274
9063.7,0.68783,0.0017317,3.9863,0.0034703
9123.7,0.68784,0.0017432,3.9851,0.0036078
9183.7,0.68783,0.0017547,3.9839,0.0036388
9243.7,0.68783,0.0017661,3.9827,0.0036865
9303.7,0.68784,0.0017776,3.9815,0.0037176
9363.7,0.68784,0.0017891,3.9804,0.0037753
9423.7,0.68784,0.0018005,3.9792,0.0038626
9483.7,0.68784,0.001812,3.9781,0.004014
9543.7,0.68784,0.0018235,3.977,0.0041151
9603.7,0.68784,0.0018349,3.9758,0.0041661
9663.7,0.68784,0.0018464,3.9747,0.0041334
9723.7,0.68784,0.0018579,3.9736,0.0042871
9783.7,0.68783,0.0018693,3.9725,0.0042759
9843.7,0.68784,0.0018808,3.9715,0.0043752
9903.7,0.68784,0.0018922,3.9704,0.0043502
9963.7,0.68784,0.0019037,3.9693,0.0043921
10024,0.68784,0.0019152,3.9683,0.0043848
10084,0.68784,0.0019266,3.9672,0.0042888
10144,0.68784,0.0019381,3.9662,0.0042636
10204,0.68784,0.0019496,3.9651,0.0042703
10264,0.68784,0.001961,3.9641,0.0042337
10324,0.68784,0.0019725,3.9631,0.0041586
10384,0.68783,0.001984,3.9621,0.004007
10444,0.68784,0.0019954,3.961,0.0038565
10504,0.68784,0.0020069,3.96,0.0037054
10564,0.68784,0.0020183,3.959,0.0035912
10624,0.68784,0.0020298,3.9579,0.0035521
10684,0.68784,0.0020413,3.9569,0.003311
10744,0.68784,0.0020527,3.9559,0.0031905
10804,0.68783,0.0020642,3.9549,0.0030349
10864,0.68784,0.0020757,3.9538,0.0029685
10924,0.68784,0.0020871,3.9528,0.0028334
10984,0.68784,0.0020986,3.9517,0.0028225
11044,0.68784,0.0021101,3.9507,0.0026552
11104,0.68784,0.0021215,3.9496,0.0026022
11164,0.68784,0.002133,3.9486,0.0024766
11224,0.68784,0.0021445,3.9475,0.0023195
11284,0.68784,0.0021559,3.9465,0.0021721
11344,0.68783,0.0021674,3.9454,0.0020322
11404,0.68783,0.0021788,3.9443,0.0018614
11464,0.68783,0.0021903,3.9432,0.0017745
11524,0.68784,0.0022018,3.9421,0.0016129
11584,0.68783,0.0022132,3.941,0.0012529
11644,0.68783,0.0022247,3.9399,0.0012512
11704,0.68783,0.0022362,3.9388,0.001057
11764,0.68783,0.0022476,3.9377,0.00095094
11824,0.68783,0.0022591,3.9365,0.00066731
11884,0.68783,0.0022706,3.9354,0.00060056
11944,0.68783,0.002282,3.9342,0.00031197
12004,0.68783,0.0022935,3.933,6.9332e-05
12064,0.68783,0.0023049,3.9319,0.00010023
12124,0.68783,0.0023164,3.9307,0.00017652
12184,0.68783,0.0023279,3.9295,0.00044585
12244,0.68783,0.0023393,3.9283,0.00061337
12304,0.68783,0.0023508,3.9271,0.00083238
12364,0.68783,0.0023623,3.9258,0.0010642
12424,0.68783,0.0023737,3.9245,0.0012764
12484,0.68783,0.0023852,3.9232,0.0013938
12544,0.68783,0.0023967,3.9219,0.0016552
12604,0.68783,0.0024081,3.9206,0.0017505
12664,0.68783,0.0024196,3.9192,0.0018393
12724,0.68783,0.002431,3.9179,0.0021161
12784,0.68783,0.0024425,3.9166,0.0024997
12844,0.68783,0.002454,3.9152,0.0025588
12904,0.68783,0.0024654,3.9138,0.0026857
12964,0.68783,0.0024769,3.9125,0.002845
13024,0.68783,0.0024884,3.9111,0.0030367
13084,0.68783,0.0024998,3.9097,0.0031863
13144,0.68783,0.0025113,3.9083,0.0032926
13204,0.68783,0.0025228,3.9069,0.0035212
13264,0.68783,0.0025342,3.9055,0.0036255
13324,0.68783,0.0025457,3.9041,0.0037196
13384,0.68783,0.0025571,3.9027,0.0041547
13444,0.68783,0.0025686,3.9013,0.0041431
13504,0.68783,0.0025801,3.8998,0.0043476
13564,0.68783,0.0025915,3.8984,0.0043782
13624,0.68783,0.002603,3.8969,0.004551
13684,0.68783,0.0026145,3.8954,0.0045963
13744,0.68783,0.0026259,3.8939,0.0046682
13804,0.68783,0.0026374,3.8924,0.0048507
13864,0.68783,0.0026489,3.8909,0.0049082
13924,0.68783,0.0026603,3.8893,0.0050803
13984,0.68783,0.0026718,3.8878,0.0052095
14044,0.68783,0.0026833,3.8863,0.0052555
14104,0.68783,0.0026947,3.8847,0.0054543
14164,0.68783,0.0027062,3.8832,0.005574
14224,0.68783,0.0027176,3.8817,0.0056108
14284,0.68783,0.0027291,3.8801,0.00572
14344,0.68783,0.0027406,3.8786,0.0058621
14404,0.68783,0.002752,3.877,0.0059627
14464,0.68783,0.0027635,3.8755,0.0059852
14524,0.68783,0.002775,3.8739,0.0061269
14584,0.68783,0.0027864,3.8724,0.0062571
14644,0.68783,0.0027979,3.8708,0.006095
14704,0.68783,0.0028094,3.8692,0.006352
14764,0.68783,0.0028208,3.8676,0.0064461
14824,0.68783,0.0028323,3.866,0.006339
14884,0.68783,0.0028437,3.8644,0.0065104
14944,0.68783,0.0028552,3.8628,0.0064816
15004,0.68783,0.0028667,3.8612,0.0065346
15064,0.68783,0.0028781,3.8596,0.0064696
15124,0.68783,0.0028896,3.858,0.0065206
15184,0.68783,0.0029011,3.8564,0.0066458
15244,0.68783,0.0029125,3.8548,0.0065311
15304,0.68783,0.002924,3.8531,0.0066131
15364,0.68783,0.0029355,3.8515,0.0066245
15424,0.68783,0.0029469,3.8499,0.0065604
15484,0.68783,0.0029584,3.8483,0.0066137
15544,0.68783,0.0029698,3.8467,0.0065436
15604,0.68783,0.0029813,3.8451,0.0066219
15664,0.68783,0.0029928,3.8435,0.0066578
15724,0.68783,0.0030042,3.8419,0.0065798
15784,0.68783,0.0030157,3.8403,0.0065002
15844,0.68783,0.0030272,3.8387,0.0063481
15904,0.68783,0.0030386,3.8371,0.0063603
15964,0.68783,0.0030501,3.8355,0.0062622
16024,0.68783,0.0030616,3.8339,0.0061757
16084,0.68783,0.003073,3.8323,0.0061386
16144,0.68783,0.0030845,3.8308,0.0059933
16204,0.68783,0.003096,3.8292,0.0060109
16264,0.68783,0.0031074,3.8276,0.0059142
16324,0.68783,0.0031189,3.8261,0.0058605
16384,0.68783,0.0031303,3.8245,0.0056887
16444,0.68783,0.0031418,3.823,0.0055969
16504,0.68783,0.0031533,3.8214,0.0055437
16564,0.68783,0.0031647,3.8199,0.0053707
16624,0.68783,0.0031762,3.8183,0.0051507
16684,0.68782,0.0031877,3.8168,0.0049271
16744,0.68783,0.0031991,3.8152,0.0048627
16804,0.68783,0.0032106,3.8137,0.0047233
16864,0.68782,0.0032221,3.8121,0.0043897
16924,0.68783,0.0032335,3.8106,0.0042214
16984,0.68783,0.003245,3.809,0.004025
17044,0.68783,0.0032564,3.8075,0.0037661
17104,0.68783,0.0032679,3.806,0.0035225
17164,0.68783,0.0032794,3.8045,0.0033379
17224,0.68783,0.0032908,3.8031,0.003215
17284,0.68783,0.0033023,3.8016,0.002957
17344,0.68783,0.0033138,3.8002,0.0028029
17404,0.68783,0.0033252,3.7988,0.002638
17464,0.68783,0.0033367,3.7975,0.0026153
17524,0.68783,0.0033482,3.7961,0.0023331
17584,0.68783,0.0033596,3.7948,0.0021757
17644,0.68783,0.0033711,3.7934,0.0021407
17704,0.68783,0.0033825,3.7921,0.0019115
17764,0.68783,0.003394,3.7908,0.0018026
17824,0.68783,0.0034055,3.7894,0.0016162
17884,0.68783,0.0034169,3.7881,0.00143
17944,0.68783,0.0034284,3.7868,0.0012524
18004,0.68783,0.0034399,3.7855,0.0011263
18064,0.68783,0.0034513,3.7842,0.00093505
