Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
0,0,0,4.19,3.1513e-05
0.0376,13.755,7.183e-08,3.7322,0.13728
0.0396,13.755,7.9472e-08,3.7319,0.13155
0.0416,13.756,8.7114e-08,3.7318,0.12642
0.0456,13.756,1.024e-07,3.7318,0.11777
0.0496,13.756,1.1768e-07,3.7317,0.11014
0.0536,13.757,1.3297e-07,3.7317,0.10327
0.0576,13.757,1.4825e-07,3.7316,0.097057
0.0616,13.756,1.6354e-07,3.7316,0.091109
0.0656,13.756,1.7882e-07,3.7316,0.085551
0.0696,13.757,1.9411e-07,3.7315,0.080424
0.0756,13.757,2.1704e-07,3.7314,0.073082
0.0816,13.757,2.3997e-07,3.7314,0.066438
0.0876,13.757,2.629e-07,3.7313,0.060324
0.0936,13.757,2.8582e-07,3.7313,0.054511
0.0996,13.757,3.0875e-07,3.7312,0.049243
0.1056,13.758,3.3168e-07,3.7312,0.044312
0.1136,13.757,3.6225e-07,3.7311,0.03846
0.1216,13.758,3.9283e-07,3.731,0.033064
0.1296,13.757,4.234e-07,3.731,0.028122
0.1396,13.757,4.6161e-07,3.7309,0.022923
0.1516,13.758,5.0747e-07,3.7308,0.01736
0.1656,13.758,5.6097e-07,3.7307,0.011994
0.1816,13.758,6.2212e-07,3.7305,0.0070816
0.2016,13.758,6.9855e-07,3.7304,0.0019446
0.2296,13.758,8.0555e-07,3.7302,0.0030855
0.2696,13.758,9.5842e-07,3.7299,0.008138
0.3336,13.758,1.203e-06,3.7295,0.012718
0.4636,13.758,1.6998e-06,3.7287,0.017014
0.8956,13.758,3.3508e-06,3.7264,0.019724
6.1696,13.758,2.3506e-05,3.7075,0.0058986
11.44,13.758,4.3646e-05,3.6999,0.0032167
15.05,13.758,5.7443e-05,3.6925,0.00083103
18.136,13.758,6.9236e-05,3.6837,0.0029092
21.01,13.758,8.022e-05,3.6738,0.0077708
23.71,13.758,9.0538e-05,3.6631,0.013533
26.316,13.758,0.0001005,3.6511,0.020528
28.804,13.758,0.00011001,3.6382,0.028414
31.194,13.758,0.00011914,3.625,0.036639
33.548,13.758,0.00012814,3.6116,0.045019
35.804,13.758,0.00013676,3.5989,0.052678
38.058,13.758,0.00014537,3.5867,0.059906
40.254,13.758,0.00015376,3.5755,0.06604
42.376,13.758,0.00016187,3.5656,0.070959
44.454,13.758,0.00016981,3.5567,0.074842
46.51,13.758,0.00017767,3.5486,0.07794
48.506,13.758,0.0001853,3.5414,0.080172
50.506,13.758,0.00019294,3.5346,0.081961
52.456,13.758,0.0002004,3.5283,0.083174
54.356,13.758,0.00020766,3.5225,0.084019
56.234,13.758,0.00021483,3.5169,0.084607
58.084,13.758,0.0002219,3.5115,0.084933
59.964,13.758,0.00022909,3.5062,0.085191
61.8,13.758,0.00023611,3.5011,0.085278
63.65,13.758,0.00024318,3.496,0.085372
65.494,13.758,0.00025022,3.491,0.085394
67.324,13.758,0.00025722,3.486,0.085324
69.194,13.758,0.00026436,3.4811,0.085282
71.052,13.758,0.00027146,3.4763,0.085073
72.98,13.758,0.00027883,3.4715,0.084819
74.934,13.758,0.0002863,3.4669,0.084423
76.974,13.758,0.0002941,3.4624,0.083882
79.012,13.758,0.00030188,3.4585,0.082831
81.156,13.758,0.00031008,3.455,0.0813
83.392,13.758,0.00031862,3.4525,0.078834
85.744,13.758,0.00032761,3.4514,0.074924
88.252,13.758,0.0003372,3.4518,0.069402
90.876,13.758,0.00034722,3.4538,0.062426
93.722,13.758,0.0003581,3.4571,0.054183
96.74,13.758,0.00036963,3.4613,0.04498
99.916,13.758,0.00038177,3.4661,0.035178
103.33,13.758,0.00039482,3.4712,0.02506
107.01,13.758,0.00040887,3.4757,0.015578
110.89,13.758,0.0004237,3.4786,0.0075881
114.92,13.758,0.00043911,3.4798,0.0014423
119.19,13.758,0.00045542,3.4792,0.0029375
123.58,13.758,0.00047219,3.4771,0.0058599
128.01,13.758,0.00048912,3.4737,0.0075413
132.53,13.758,0.00050641,3.4694,0.0082503
137.07,13.758,0.00052377,3.4643,0.008181
141.55,13.758,0.00054088,3.4587,0.0075484
146,13.758,0.0005579,3.4526,0.0064756
150.4,13.758,0.0005747,3.4462,0.0050623
154.74,13.758,0.00059128,3.4396,0.0034486
159.07,13.758,0.00060784,3.4329,0.0017892
163.32,13.758,0.00062407,3.4265,0.00045091
167.5,13.758,0.00064005,3.4205,0.00051698
171.66,13.758,0.00065597,3.415,0.0010371
175.76,13.758,0.00067161,3.4099,0.001102
179.83,13.758,0.00068716,3.4054,0.00062745
183.89,13.758,0.00070271,3.4015,0.00050941
187.95,13.758,0.00071822,3.3981,0.0021242
191.96,13.758,0.00073353,3.395,0.0040804
195.91,13.758,0.00074863,3.3921,0.0061797
199.84,13.758,0.00076364,3.3892,0.0082718
203.79,13.758,0.00077875,3.3862,0.010264
207.67,13.758,0.00079359,3.3832,0.012251
211.61,13.758,0.00080864,3.38,0.014063
215.39,13.758,0.00082307,3.3768,0.015926
219.21,13.758,0.00083768,3.3736,0.017669
222.98,13.758,0.00085209,3.3703,0.019409
226.75,13.758,0.00086649,3.3669,0.021037
230.56,13.758,0.00088105,3.3634,0.022589
234.36,13.758,0.00089558,3.3599,0.024047
238.08,13.758,0.00090978,3.3564,0.025575
241.74,13.758,0.00092377,3.353,0.02719
245.46,13.758,0.000938,3.3496,0.028845
249.09,13.758,0.00095186,3.3464,0.030621
252.75,13.758,0.00096584,3.3432,0.032482
256.3,13.758,0.00097943,3.3402,0.034455
259.89,13.758,0.00099312,3.3372,0.036471
263.47,13.758,0.0010068,3.3343,0.038546
267,13.758,0.0010203,3.3315,0.040798
270.55,13.758,0.0010339,3.3288,0.043117
274.07,13.758,0.0010473,3.3262,0.045507
277.58,13.758,0.0010608,3.3236,0.047971
281.1,13.758,0.0010742,3.3212,0.050522
284.56,13.758,0.0010874,3.3188,0.053173
288.01,13.758,0.0011006,3.3165,0.055874
291.52,13.758,0.001114,3.3142,0.058556
294.96,13.758,0.0011272,3.312,0.061287
