Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
2826.1,6.8771,0.0053986,3.329,0.14696
2829.5,6.877,0.0054051,3.3268,0.14973
2832.8,6.877,0.0054114,3.3245,0.15244
2836,6.877,0.0054175,3.3222,0.15514
2839,6.877,0.0054233,3.3199,0.15786
2842.1,6.877,0.005429,3.3176,0.16048
2844.9,6.877,0.0054345,3.3152,0.1631
2847.8,6.8771,0.0054399,3.3127,0.16565
2850.5,6.877,0.0054452,3.3102,0.16813
2853.2,6.877,0.0054503,3.3076,0.17056
2855.8,6.8771,0.0054553,3.305,0.17292
2858.4,6.877,0.0054602,3.3024,0.1753
2860.8,6.8771,0.0054649,3.2997,0.17761
2863.3,6.877,0.0054696,3.2969,0.17987
2865.7,6.877,0.0054742,3.2941,0.18206
2868,6.877,0.0054786,3.2912,0.18421
2870.3,6.877,0.005483,3.2882,0.18617
2872.5,6.877,0.0054872,3.2852,0.18811
2874.7,6.877,0.0054915,3.2821,0.19002
2876.8,6.877,0.0054955,3.2791,0.19204
2878.9,6.877,0.0054994,3.2761,0.1941
2880.9,6.877,0.0055033,3.2732,0.19613
2882.8,6.877,0.005507,3.2703,0.19833
2884.8,6.877,0.0055108,3.2674,0.20044
2886.7,6.8771,0.0055143,3.2645,0.2026
2888.5,6.877,0.0055178,3.2617,0.20477
2890.3,6.8771,0.0055211,3.2589,0.20698
2892,6.8771,0.0055245,3.256,0.20911
2893.8,6.877,0.0055279,3.2531,0.21121
2895.5,6.877,0.0055311,3.2502,0.21333
2897.1,6.877,0.0055343,3.2473,0.21541
2898.8,6.877,0.0055374,3.2443,0.21743
2900.4,6.877,0.0055404,3.2413,0.21943
2902,6.877,0.0055435,3.2381,0.22122
2903.5,6.877,0.0055464,3.2349,0.22307
2905,6.877,0.0055493,3.2316,0.22472
2906.5,6.877,0.0055521,3.2281,0.22623
2907.9,6.877,0.0055549,3.2245,0.22763
2909.4,6.877,0.0055576,3.2208,0.22899
2910.8,6.877,0.0055603,3.2171,0.23033
2912.2,6.877,0.005563,3.2134,0.23161
2913.5,6.877,0.0055655,3.2097,0.23299
2914.8,6.877,0.005568,3.2062,0.23447
2916.1,6.877,0.0055705,3.2028,0.236
2917.4,6.877,0.0055729,3.1995,0.2377
2918.6,6.877,0.0055753,3.1962,0.23947
2919.8,6.877,0.0055776,3.193,0.24128
2921,6.877,0.0055799,3.1898,0.24309
2922.2,6.877,0.0055821,3.1868,0.24506
2923.4,6.8771,0.0055844,3.1837,0.24706
2924.5,6.877,0.0055865,3.1807,0.24904
2925.6,6.877,0.0055887,3.1778,0.25115
2926.7,6.877,0.0055908,3.1748,0.25318
2927.8,6.877,0.0055929,3.1719,0.25533
2928.9,6.877,0.0055949,3.169,0.25748
2929.9,6.877,0.0055969,3.1661,0.25959
2930.9,6.877,0.0055988,3.1633,0.26175
2932,6.877,0.0056008,3.1604,0.26394
2933,6.877,0.0056027,3.1576,0.26613
2934,6.877,0.0056046,3.1547,0.26824
2934.9,6.877,0.0056065,3.1518,0.27034
2935.9,6.877,0.0056083,3.149,0.2725
2936.8,6.8771,0.00561,3.1461,0.27463
2937.7,6.877,0.0056118,3.1432,0.27674
2938.6,6.877,0.0056135,3.1403,0.27894
2939.5,6.8771,0.0056152,3.1373,0.28103
2940.4,6.877,0.0056169,3.1343,0.28303
2941.2,6.877,0.0056185,3.1313,0.28501
2942.1,6.877,0.0056201,3.1283,0.28699
2942.9,6.877,0.0056218,3.1251,0.28883
2943.8,6.877,0.0056233,3.122,0.29065
2944.6,6.877,0.0056249,3.1187,0.29243
2945.4,6.877,0.0056265,3.1153,0.29403
2946.2,6.877,0.005628,3.1121,0.29575
2947,6.877,0.0056295,3.1086,0.29732
2947.7,6.877,0.0056309,3.1052,0.29886
2948.5,6.877,0.0056324,3.1016,0.30029
2949.2,6.877,0.0056338,3.098,0.30167
2950,6.8769,0.0056352,3.0941,0.30286
2950.7,6.877,0.0056366,3.0903,0.30403
2951.4,6.877,0.005638,3.0864,0.30509
2952.1,6.877,0.0056393,3.0822,0.30594
2952.8,6.877,0.0056407,3.078,0.30673
2953.5,6.877,0.0056419,3.0738,0.3076
2954.2,6.877,0.0056432,3.0692,0.30802
2954.8,6.877,0.0056445,3.0647,0.30844
2955.5,6.877,0.0056457,3.0598,0.30858
2956.1,6.877,0.0056469,3.055,0.30876
2956.7,6.877,0.0056481,3.0499,0.30869
2957.4,6.877,0.0056494,3.0445,0.30829
2958,6.877,0.0056506,3.039,0.30778
2958.6,6.877,0.0056518,3.0333,0.3071
2959.3,6.877,0.0056529,3.0272,0.30608
2959.9,6.877,0.0056541,3.0209,0.30478
2960.5,6.877,0.0056553,3.0145,0.30337
2961.1,6.8771,0.0056565,3.0077,0.30154
2961.7,6.877,0.0056576,3.0009,0.29984
2962.3,6.877,0.0056587,2.9937,0.29765
2962.9,6.877,0.0056598,2.9861,0.29504
2963.4,6.8771,0.0056609,2.9783,0.29227
2964,6.877,0.005662,2.9703,0.28921
2964.6,6.877,0.0056631,2.9618,0.28576
2965.1,6.8771,0.0056641,2.9533,0.2823
2965.7,6.877,0.0056652,2.944,0.27793
2966.3,6.877,0.0056663,2.9343,0.27333
2966.8,6.877,0.0056674,2.9243,0.26832
2967.4,6.877,0.0056685,2.9138,0.26284
2967.9,6.877,0.0056695,2.903,0.25706
2968.5,6.877,0.0056706,2.8918,0.25084
2969,6.877,0.0056716,2.8803,0.24439
2969.5,6.877,0.0056726,2.8683,0.23741
2970.1,6.877,0.0056736,2.8561,0.23019
2970.6,6.877,0.0056746,2.843,0.2221
2971.1,6.877,0.0056756,2.8293,0.21339
2971.7,6.877,0.0056766,2.8147,0.20384
2972.2,6.877,0.0056776,2.7999,0.19411
2972.7,6.877,0.0056786,2.7845,0.18371
2973.2,6.877,0.0056796,2.7684,0.17258
2973.7,6.877,0.0056806,2.7514,0.16062
2974.3,6.877,0.0056816,2.7334,0.14762
2974.8,6.877,0.0056826,2.7146,0.13378
2975.3,6.877,0.0056836,2.6952,0.11946
2975.8,6.877,0.0056846,2.675,0.10419
2976.3,6.877,0.0056856,2.6545,0.088695
2976.9,6.877,0.0056866,2.6325,0.07175
2977.4,6.877,0.0056875,2.6103,0.054555
2977.9,6.877,0.0056885,2.5867,0.035994
2978.4,6.877,0.0056895,2.5624,0.016616
2978.9,6.877,0.0056904,2.5374,0.0033411
2979.4,6.877,0.0056914,2.5112,0.024483
2980,6.877,0.0056925,2.4822,0.048483
2980.5,6.877,0.0056935,2.4543,0.071403
2981,6.8771,0.0056945,2.4247,0.095985
2981.5,6.877,0.0056954,2.3959,0.11974
2982,6.8771,0.0056964,2.3655,0.14512
2982.6,6.877,0.0056974,2.3345,0.17113
2983.1,6.877,0.0056984,2.3037,0.1969
2983.2,6.8771,0.0056986,2.2987,0.20114
2983.2,6.8773,0.0056986,2.2985,0.20138
2983.2,6.1132,0.0056986,2.3246,0.57137
2983.2,0,0.0056986,2.5433,0.35947
2983.2,0,0.0056986,2.5648,0.34395
2983.2,0,0.0056986,2.5666,0.35176
2983.2,0,0.0056986,2.5673,0.35894
2983.2,0,0.0056986,2.568,0.36496
2983.2,0,0.0056986,2.5687,0.37029
2983.2,0,0.0056986,2.5694,0.3749
2983.2,0,0.0056986,2.5704,0.38095
2983.2,0,0.0056986,2.5715,0.38645
2983.2,0,0.0056986,2.5725,0.39128
2983.2,0,0.0056986,2.5735,0.39573
2983.2,0,0.0056986,2.5746,0.39997
2983.2,0,0.0056986,2.5759,0.40506
2983.2,0,0.0056986,2.5773,0.40969
2983.2,0,0.0056986,2.5787,0.41415
2983.3,0,0.0056986,2.58,0.41822
2983.3,0,0.0056986,2.5814,0.42214
2983.3,0,0.0056986,2.5831,0.42662
2983.3,0,0.0056986,2.5848,0.43086
2983.3,0,0.0056986,2.5865,0.43507
2983.3,0,0.0056986,2.5882,0.4389
2983.3,0,0.0056986,2.5899,0.44241
2983.3,0,0.0056986,2.5915,0.44608
2983.3,0,0.0056986,2.5936,0.45001
2983.3,0,0.0056986,2.5956,0.45377
2983.4,0,0.0056986,2.5976,0.45742
2983.4,0,0.0056986,2.5996,0.46084
2983.4,0,0.0056986,2.6016,0.46407
2983.4,0,0.0056986,2.6036,0.46734
2983.4,0,0.0056986,2.606,0.47071
2983.4,0,0.0056986,2.6083,0.47412
2983.4,0,0.0056986,2.6106,0.47721
2983.5,0,0.0056986,2.613,0.48027
2983.5,0,0.0056986,2.6153,0.48314
2983.5,0,0.0056986,2.6176,0.48594
2983.5,0,0.0056986,2.62,0.48862
2983.5,0,0.0056986,2.6226,0.49156
2983.5,0,0.0056986,2.6252,0.49424
2983.5,0,0.0056986,2.6279,0.49692
2983.6,0,0.0056986,2.6308,0.49966
2983.6,0,0.0056986,2.6335,0.50204
2983.6,0,0.0056986,2.6364,0.50464
2983.6,0,0.0056986,2.6394,0.50701
2983.6,0,0.0056986,2.6423,0.50931
2983.6,0,0.0056986,2.6452,0.51149
2983.7,0,0.0056986,2.6485,0.51395
2983.7,0,0.0056986,2.6517,0.51586
2983.7,0,0.0056986,2.655,0.51803
2983.7,0,0.0056986,2.6582,0.52
2983.7,0,0.0056986,2.6614,0.52179
2983.8,0,0.0056986,2.6649,0.52366
2983.8,0,0.0056986,2.6684,0.52541
2983.8,0,0.0056986,2.672,0.52705
2983.8,0,0.0056986,2.6755,0.52858
2983.9,0,0.0056986,2.679,0.53009
2983.9,0,0.0056986,2.6828,0.53153
2983.9,0,0.0056986,2.6865,0.53294
2983.9,0,0.0056986,2.6903,0.53418
2984,0,0.0056986,2.6944,0.53535
2984,0,0.0056986,2.6984,0.53662
2984,0,0.0056986,2.7025,0.53758
2984,0,0.0056986,2.7065,0.53863
2984.1,0,0.0056986,2.7108,0.5395
2984.1,0,0.0056986,2.7151,0.54031
2984.1,0,0.0056986,2.7197,0.541
2984.2,0,0.0056986,2.7243,0.54156
2984.2,0,0.0056986,2.7288,0.54222
2984.2,0,0.0056986,2.7333,0.54271
2984.2,0,0.0056986,2.7381,0.54303
2984.3,0,0.0056986,2.7429,0.54333
2984.3,0,0.0056986,2.7479,0.54349
2984.3,0,0.0056986,2.7529,0.54352
2984.4,0,0.0056986,2.7582,0.54344
2984.4,0,0.0056986,2.7634,0.5434
2984.5,0,0.0056986,2.7687,0.5432
2984.5,0,0.0056986,2.7741,0.54281
2984.5,0,0.0056986,2.7795,0.54239
2984.6,0,0.0056986,2.7852,0.54183
2984.6,0,0.0056986,2.7909,0.5412
2984.6,0,0.0056986,2.7967,0.54038
2984.7,0,0.0056986,2.8028,0.53948
2984.7,0,0.0056986,2.8091,0.53821
2984.8,0,0.0056986,2.8154,0.53715
2984.8,0,0.0056986,2.8218,0.53577
2984.9,0,0.0056986,2.8282,0.53437
2984.9,0,0.0056986,2.8348,0.53285
2985,0,0.0056986,2.8419,0.53091
2985,0,0.0056986,2.8491,0.52887
2985.1,0,0.0056986,2.8563,0.52677
2985.2,0,0.0056986,2.8636,0.52453
2985.2,0,0.0056986,2.8713,0.52185
2985.3,0,0.0056986,2.8789,0.51923
2985.3,0,0.0056986,2.8869,0.51636
2985.4,0,0.0056986,2.895,0.51325
2985.5,0,0.0056986,2.9035,0.50983
2985.6,0,0.0056986,2.9123,0.50618
2985.6,0,0.0056986,2.9211,0.50232
2985.7,0,0.0056986,2.9305,0.498
2985.8,0,0.0056986,2.9403,0.49333
2985.9,0,0.0056986,2.9504,0.48831
2986,0,0.0056986,2.9608,0.48302
2986.1,0,0.0056986,2.9716,0.47722
2986.2,0,0.0056986,2.9827,0.47108
2986.3,0,0.0056986,2.9945,0.46438
2986.5,0,0.0056986,3.0065,0.45738
2986.6,0,0.0056986,3.0194,0.44949
2986.8,0,0.0056986,3.0331,0.44099
2986.9,0,0.0056986,3.0479,0.43123
2987.1,0,0.0056986,3.063,0.42115
2987.3,0,0.0056986,3.0789,0.41024
2987.6,0,0.0056986,3.0961,0.39808
2987.8,0,0.0056986,3.1143,0.38491
2988.2,0,0.0056986,3.1337,0.37049
2988.5,0,0.0056986,3.1544,0.35485
2988.9,0,0.0056986,3.1761,0.33809
2989.4,0,0.0056986,3.1994,0.31978
2990,0,0.0056986,3.2244,0.29985
2990.6,0,0.0056986,3.2491,0.28013
2991.4,0,0.0056986,3.2751,0.25919
2992.3,0,0.0056986,3.3006,0.23866
2993.4,0,0.0056986,3.3247,0.21954
2994.7,0,0.0056986,3.3478,0.20151
2996.3,0,0.0056986,3.3694,0.18496
2998.1,0,0.0056986,3.3889,0.17045
3000.2,0,0.0056986,3.4066,0.15776
3002.7,0,0.0056986,3.4239,0.14541
3005.7,0,0.0056986,3.4413,0.13298
3009.3,0,0.0056986,3.4593,0.12005
3013.6,0,0.0056986,3.4799,0.10439
3018.9,0,0.0056986,3.5045,0.084866
3025.6,0,0.0056986,3.5254,0.06894
3034.2,0,0.0056986,3.5396,0.059807
3045.7,0,0.0056986,3.5537,0.050671
3062.4,0,0.0056986,3.5689,0.040503
3088.8,0,0.0056986,3.5844,0.030031
3144.4,0,0.0056986,3.6064,0.013011
3264.4,0,0.0056986,3.6244,0.0015516
3384.4,0,0.0056986,3.6308,0.0067115
3504.4,0,0.0056986,3.6341,0.0090798
3624.4,0,0.0056986,3.6359,0.010211
3744.4,0,0.0056986,3.6369,0.010829
3864.4,0,0.0056986,3.6376,0.011116
3984.4,0,0.0056986,3.638,0.011048
4104.4,0,0.0056986,3.6382,0.011071
4224.4,0,0.0056986,3.6384,0.010923
4344.4,0,0.0056986,3.6385,0.010796
4464.4,0,0.0056986,3.6386,0.01075
4584.4,0,0.0056986,3.6386,0.010484
4704.4,0,0.0056986,3.6386,0.010358
