Stoichiometry,Voltage [V]
0.389854,4.11505
0.390407,4.11406
0.39096,4.11308
0.391514,4.11208
0.392067,4.11108
0.39262,4.11007
0.393174,4.10905
0.393727,4.10802
0.39428,4.10698
0.394834,4.10593
0.395387,4.10488
0.39594,4.10382
0.396494,4.10276
0.397047,4.1017
0.3976,4.10064
0.398154,4.09958
0.398707,4.09852
0.399261,4.09746
0.399814,4.09639
0.400367,4.09532
0.400921,4.09426
0.401474,4.09319
0.402027,4.09212
0.402581,4.09106
0.403134,4.09
0.403687,4.08893
0.404241,4.08787
0.404794,4.08681
0.405347,4.08575
0.405901,4.08469
0.406454,4.08364
0.407007,4.08258
0.407561,4.08152
0.408114,4.08046
0.408667,4.07941
0.409221,4.07836
0.409774,4.07731
0.410327,4.07627
0.410881,4.07522
0.411434,4.07418
0.411987,4.07315
0.412541,4.07212
0.413094,4.0711
0.413647,4.07009
0.414201,4.06908
0.414754,4.06809
0.415308,4.06711
0.415861,4.06613
0.416414,4.06516
0.416968,4.06419
0.417521,4.06323
0.418074,4.06227
0.418628,4.06131
0.419181,4.06035
0.419734,4.05939
0.420288,4.05843
0.420841,4.05747
0.421394,4.05651
0.421948,4.05556
0.422501,4.05461
0.423054,4.05368
0.423608,4.05275
0.424161,4.05182
0.424714,4.05091
0.425268,4.05001
0.425821,4.04912
0.426374,4.04824
0.426928,4.04737
0.427481,4.04651
0.428034,4.04566
0.428588,4.04482
0.429141,4.04399
0.429694,4.04317
0.430248,4.04235
0.430801,4.04153
0.431354,4.04072
0.431908,4.03991
0.432461,4.0391
0.433014,4.03829
0.433568,4.03748
0.434121,4.03668
0.434675,4.03589
0.435228,4.0351
0.435781,4.03433
0.436335,4.03356
0.436888,4.03281
0.437441,4.03206
0.437995,4.03131
0.438548,4.03058
0.439101,4.02985
0.439655,4.02912
0.440208,4.0284
0.440761,4.02769
0.441315,4.02698
0.441868,4.02627
0.442421,4.02556
0.442975,4.02486
0.443528,4.02416
0.444081,4.02347
0.444635,4.02278
0.445188,4.02209
0.445741,4.02141
0.446295,4.02074
0.446848,4.02007
0.447401,4.01941
0.447955,4.01876
0.448508,4.01811
0.449061,4.01747
0.449615,4.01684
0.450168,4.01621
0.450722,4.01557
0.451275,4.01494
0.451828,4.01431
0.452382,4.01369
0.452935,4.01306
0.453488,4.01244
0.454042,4.01183
0.454595,4.01122
0.455148,4.01061
0.455702,4.01001
0.456255,4.00942
0.456808,4.00883
0.457362,4.00825
0.457915,4.00767
0.458468,4.0071
0.459022,4.00653
0.459575,4.00596
0.460128,4.00539
0.460682,4.00482
0.461235,4.00426
0.461788,4.0037
0.462342,4.00314
0.462895,4.00259
0.463448,4.00204
0.464002,4.00149
0.464555,4.00094
0.465108,4.00039
0.465662,3.99984
0.466215,3.9993
0.466768,3.99876
0.467322,3.99822
0.467875,3.99768
0.468428,3.99715
0.468982,3.99661
0.469535,3.99607
0.470088,3.99553
0.470642,3.995
0.471195,3.99446
0.471748,3.99393
0.472302,3.9934
0.472855,3.99287
0.473408,3.99234
0.473962,3.99181
0.474515,3.99129
0.475068,3.99076
0.475622,3.99024
0.476175,3.98972
0.476728,3.9892
0.477282,3.98867
0.477835,3.98815
0.478389,3.98762
0.478942,3.98709
0.479495,3.98657
0.480049,3.98604
0.480602,3.98551
0.481155,3.98498
0.481709,3.98446
0.482262,3.98393
0.482815,3.98341
0.483369,3.98289
0.483922,3.98237
0.484475,3.98185
0.485029,3.98133
0.485582,3.98081
0.486135,3.9803
0.486689,3.97977
0.487242,3.97925
0.487795,3.97872
0.488349,3.97818
0.488902,3.97765
0.489455,3.97711
0.490009,3.97657
0.490562,3.97604
0.491115,3.97551
0.491669,3.97497
0.492222,3.97444
0.492775,3.9739
0.493329,3.97336
0.493882,3.97282
0.494435,3.97227
0.494989,3.97172
0.495542,3.97117
0.496095,3.97062
0.496649,3.97006
0.497202,3.9695
0.497756,3.96894
0.498309,3.96838
0.498862,3.96781
0.499416,3.96725
0.499969,3.96669
0.500522,3.96612
0.501076,3.96556
0.501629,3.96499
0.502182,3.96443
0.502736,3.96387
0.503289,3.9633
0.503842,3.96273
0.504396,3.96216
0.504949,3.96158
0.505502,3.96099
0.506056,3.9604
0.506609,3.9598
0.507162,3.9592
0.507716,3.9586
0.508269,3.95801
0.508822,3.95741
0.509376,3.95681
0.509929,3.95621
0.510482,3.95562
0.511036,3.95502
0.511589,3.95441
0.512142,3.95381
0.512696,3.95319
0.513249,3.95257
0.513802,3.95194
0.514356,3.95131
0.514909,3.95067
0.515462,3.95003
0.516016,3.94939
0.516569,3.94874
0.517122,3.9481
0.517676,3.94744
0.518229,3.94679
0.518782,3.94614
0.519336,3.94549
0.519889,3.94483
0.520442,3.94418
0.520996,3.94352
0.521549,3.94287
0.522102,3.9422
0.522656,3.94154
0.523209,3.94088
0.523762,3.94021
0.524316,3.93954
0.524869,3.93886
0.525422,3.93819
0.525976,3.93751
0.526529,3.93683
0.527082,3.93615
0.527636,3.93547
0.528189,3.93478
0.528742,3.93409
0.529296,3.93341
0.529849,3.93273
0.530402,3.93204
0.530956,3.93136
0.531509,3.93067
0.532062,3.92998
0.532616,3.92929
0.533169,3.92859
0.533722,3.92789
0.534276,3.92719
0.534829,3.92648
0.535382,3.92577
0.535936,3.92506
0.536489,3.92434
0.537043,3.92362
0.537596,3.92289
0.538149,3.92217
0.538703,3.92144
0.539256,3.92071
0.539809,3.91998
0.540363,3.91924
0.540916,3.91851
0.541469,3.91777
0.542023,3.91703
0.542576,3.91629
0.543129,3.91555
0.543683,3.91481
0.544236,3.91407
0.544789,3.91333
0.545343,3.91258
0.545896,3.91184
0.546449,3.91109
0.547003,3.91033
0.547556,3.90958
0.548109,3.90882
0.548663,3.90806
0.549216,3.9073
0.549769,3.90654
0.550323,3.90577
0.550876,3.905
0.551429,3.90423
0.551983,3.90345
0.552536,3.90268
0.553089,3.9019
0.553643,3.90112
0.554196,3.90035
0.55475,3.89957
0.555303,3.89879
0.555856,3.89801
0.55641,3.89723
0.556963,3.89644
0.557516,3.89565
0.55807,3.89486
0.558623,3.89407
0.559176,3.89329
0.55973,3.8925
0.560283,3.89171
0.560836,3.89093
0.56139,3.89015
0.561943,3.88937
0.562496,3.88859
0.56305,3.88781
0.563603,3.88704
0.564156,3.88626
0.56471,3.88549
0.565263,3.88472
0.565816,3.88395
0.56637,3.88318
0.566923,3.88241
0.567476,3.88163
0.56803,3.88086
0.568583,3.88008
0.569137,3.8793
0.56969,3.87851
0.570243,3.87773
0.570797,3.87696
0.57135,3.87618
0.571903,3.8754
0.572457,3.87462
0.57301,3.87384
0.573563,3.87306
0.574117,3.87228
0.57467,3.87149
0.575223,3.8707
0.575777,3.8699
0.57633,3.86911
0.576883,3.86832
0.577437,3.86753
0.57799,3.86673
0.578543,3.86594
0.579097,3.86515
0.57965,3.86436
0.580203,3.86357
0.580757,3.86279
0.58131,3.862
0.581863,3.86122
0.582417,3.86045
0.58297,3.85967
0.583523,3.8589
0.584077,3.85813
0.58463,3.85736
0.585184,3.8566
0.585737,3.85584
0.58629,3.85508
0.586844,3.85432
0.587397,3.85356
0.58795,3.85281
0.588504,3.85205
0.589057,3.8513
0.58961,3.85055
0.590164,3.8498
0.590717,3.84906
0.59127,3.84832
0.591824,3.84758
0.592377,3.84685
0.59293,3.84612
0.593484,3.84539
0.594037,3.84466
0.59459,3.84393
0.595144,3.8432
0.595697,3.84247
0.59625,3.84174
0.596804,3.84102
0.597357,3.8403
0.59791,3.83958
0.598464,3.83887
0.599017,3.83815
0.59957,3.83744
0.600124,3.83673
0.600677,3.83602
0.60123,3.83531
0.601784,3.8346
0.602337,3.83389
0.60289,3.83319
0.603444,3.83248
0.603997,3.83178
0.60455,3.83108
0.605104,3.83038
0.605657,3.82969
0.60621,3.829
0.606764,3.82832
0.607317,3.82764
0.60787,3.82696
0.608424,3.82629
0.608977,3.82562
0.60953,3.82496
0.610084,3.82431
0.610637,3.82366
0.61119,3.82302
0.611744,3.82238
0.612297,3.82175
0.61285,3.82112
0.613404,3.82049
0.613957,3.81986
0.61451,3.81924
0.615064,3.81861
0.615617,3.81799
0.61617,3.81737
0.616724,3.81675
0.617277,3.81612
0.617831,3.81551
0.618384,3.81489
0.618937,3.81427
0.619491,3.81365
0.620044,3.81303
0.620597,3.81242
0.621151,3.81181
0.621704,3.8112
0.622257,3.8106
0.622811,3.80999
0.623364,3.80939
0.623917,3.80879
0.624471,3.8082
0.625024,3.8076
0.625577,3.80702
0.626131,3.80644
0.626684,3.80586
0.627237,3.8053
0.627791,3.80473
0.628344,3.80417
0.628897,3.80361
0.629451,3.80306
0.630004,3.80251
0.630557,3.80196
0.631111,3.80141
0.631664,3.80086
0.632217,3.80031
0.632771,3.79976
0.633324,3.79922
0.633877,3.79869
0.634431,3.79816
0.634984,3.79763
0.635537,3.79711
0.636091,3.79659
0.636644,3.79607
0.637197,3.79556
0.637751,3.79505
0.638304,3.79454
0.638857,3.79403
0.639411,3.79352
0.639964,3.79302
0.640517,3.79253
0.641071,3.79204
0.641624,3.79154
0.642177,3.79106
0.642731,3.79057
0.643284,3.79007
0.643837,3.78958
0.644391,3.78908
0.644944,3.78858
0.645497,3.78808
0.646051,3.78758
0.646604,3.78709
0.647157,3.78659
0.647711,3.7861
0.648264,3.7856
0.648817,3.78511
0.649371,3.78463
0.649924,3.78414
0.650477,3.78366
0.651031,3.78319
0.651584,3.78272
0.652137,3.78225
0.652691,3.78178
0.653244,3.78131
0.653797,3.78085
0.65435,3.78038
0.654904,3.77991
0.655457,3.77944
0.65601,3.77897
0.656564,3.7785
0.657117,3.77802
0.657671,3.77755
0.658224,3.77708
0.658777,3.77661
0.659331,3.77615
0.659884,3.77569
0.660437,3.77523
0.660991,3.77477
0.661544,3.77432
0.662097,3.77387
0.662651,3.77341
0.663204,3.77296
0.663757,3.77252
0.664311,3.77208
0.664864,3.77165
0.665417,3.77122
0.665971,3.77079
0.666524,3.77036
0.667077,3.76993
0.667631,3.7695
0.668184,3.76907
0.668737,3.76864
0.669291,3.7682
0.669844,3.76777
0.670397,3.76734
0.670951,3.7669
0.671504,3.76647
0.672057,3.76603
0.672611,3.7656
0.673164,3.76516
0.673717,3.76472
0.674271,3.76428
0.674824,3.76384
0.675377,3.7634
0.675931,3.76296
0.676484,3.76252
0.677037,3.76209
0.677591,3.76166
0.678144,3.76123
0.678697,3.76081
0.679251,3.76039
0.679804,3.75997
0.680357,3.75956
0.680911,3.75914
0.681464,3.75873
0.682017,3.75831
0.682571,3.7579
0.683124,3.75748
0.683677,3.75706
0.684231,3.75665
0.684784,3.75623
0.685337,3.75581
0.685891,3.75539
0.686444,3.75497
0.686997,3.75456
0.687551,3.75414
0.688104,3.75372
0.688657,3.75331
0.689211,3.7529
0.689764,3.75249
0.690317,3.75209
0.690871,3.75168
0.691424,3.75126
0.691977,3.75085
0.692531,3.75042
0.693084,3.75
0.693637,3.74958
0.694191,3.74915
0.694744,3.74873
0.695297,3.74831
0.695851,3.74789
0.696404,3.74747
0.696957,3.74705
0.697511,3.74663
0.698064,3.74621
0.698617,3.74579
0.699171,3.74538
0.699724,3.74496
0.700277,3.74456
0.700831,3.74415
0.701384,3.74375
0.701937,3.74336
0.702491,3.74296
0.703044,3.74256
0.703597,3.74215
0.704151,3.74174
0.704704,3.74132
0.705257,3.7409
0.705811,3.74047
0.706364,3.74004
0.706918,3.73961
0.707471,3.73918
0.708024,3.73875
0.708578,3.73832
0.709131,3.73789
0.709684,3.73747
0.710238,3.73704
0.710791,3.73662
0.711344,3.7362
0.711898,3.73578
0.712451,3.73536
0.713004,3.73494
0.713558,3.73453
0.714111,3.73411
0.714664,3.7337
0.715218,3.73329
0.715771,3.73288
0.716324,3.73247
0.716878,3.73206
0.717431,3.73165
0.717984,3.73123
0.718538,3.73082
0.719091,3.7304
0.719644,3.72998
0.720198,3.72955
0.720751,3.72913
0.721304,3.7287
0.721858,3.72828
0.722411,3.72786
0.722964,3.72744
0.723518,3.72702
0.724071,3.72661
0.724624,3.72619
0.725178,3.72578
0.725731,3.72536
0.726284,3.72495
0.726838,3.72453
0.727391,3.72411
0.727944,3.72369
0.728498,3.72327
0.729051,3.72285
0.729604,3.72243
0.730158,3.72201
0.730711,3.72159
0.731264,3.72117
0.731818,3.72075
0.732371,3.72032
0.732924,3.7199
0.733478,3.71947
0.734031,3.71904
0.734584,3.71861
0.735138,3.71818
0.735691,3.71774
0.736244,3.71731
0.736798,3.71688
0.737351,3.71645
0.737905,3.71602
0.738458,3.71559
0.739011,3.71516
0.739565,3.71473
0.740118,3.7143
0.740671,3.71387
0.741225,3.71344
0.741778,3.713
0.742331,3.71257
0.742885,3.71214
0.743438,3.71171
0.743991,3.71128
0.744545,3.71085
0.745098,3.71042
0.745651,3.70999
0.746205,3.70956
0.746758,3.70913
0.747311,3.7087
0.747865,3.70827
0.748418,3.70785
0.748971,3.70742
0.749525,3.707
0.750078,3.70658
0.750631,3.70615
0.751185,3.70572
0.751738,3.70529
0.752291,3.70485
0.752845,3.70441
0.753398,3.70397
0.753951,3.70352
0.754505,3.70308
0.755058,3.70263
0.755611,3.70219
0.756165,3.70174
0.756718,3.7013
0.757271,3.70086
0.757825,3.70043
0.758378,3.69999
0.758932,3.69956
0.759485,3.69912
0.760038,3.69869
0.760592,3.69826
0.761145,3.69782
0.761698,3.69739
0.762252,3.69696
0.762805,3.69653
0.763358,3.69609
0.763912,3.69565
0.764465,3.69521
0.765018,3.69477
0.765572,3.69433
0.766125,3.69389
0.766678,3.69345
0.767232,3.69301
0.767785,3.69257
0.768338,3.69213
0.768892,3.69169
0.769445,3.69125
0.769998,3.69082
0.770552,3.69039
0.771105,3.68995
0.771658,3.68952
0.772212,3.68909
0.772765,3.68866
0.773318,3.68824
0.773872,3.68781
0.774425,3.68739
0.774978,3.68696
0.775532,3.68654
0.776085,3.68611
0.776638,3.68569
0.777192,3.68527
0.777745,3.68485
0.778298,3.68442
0.778852,3.684
0.779405,3.68357
0.779958,3.68315
0.780512,3.68272
0.781065,3.68229
0.781618,3.68185
0.782172,3.6814
0.782725,3.68095
0.783278,3.6805
0.783832,3.68004
0.784385,3.67958
0.784938,3.67912
0.785492,3.67866
0.786045,3.6782
0.786598,3.67775
0.787152,3.6773
0.787705,3.67685
0.788258,3.67641
0.788812,3.67597
0.789365,3.67552
0.789918,3.67508
0.790472,3.67464
0.791025,3.67419
0.791578,3.67375
0.792132,3.6733
0.792685,3.67286
0.793238,3.67243
0.793792,3.672
0.794345,3.67157
0.794898,3.67115
0.795452,3.67073
0.796005,3.67031
0.796558,3.66988
0.797112,3.66946
0.797665,3.66903
0.798218,3.6686
0.798772,3.66817
0.799325,3.66774
0.799878,3.6673
0.800432,3.66685
0.800985,3.66641
0.801538,3.66596
0.802092,3.66551
0.802645,3.66506
0.803198,3.66461
0.803752,3.66416
0.804305,3.66371
0.804858,3.66327
0.805412,3.66283
0.805965,3.66239
0.806518,3.66195
0.807072,3.6615
0.807625,3.66106
0.808178,3.66062
0.808732,3.66018
0.809285,3.65974
0.809838,3.65931
0.810392,3.65886
0.810945,3.65842
0.811498,3.65798
0.812052,3.65753
0.812605,3.65708
0.813158,3.65662
0.813712,3.65616
0.814265,3.6557
0.814818,3.65524
0.815372,3.65477
0.815925,3.65431
0.816478,3.65385
0.817032,3.65338
0.817585,3.65292
0.818138,3.65246
0.818692,3.65199
0.819245,3.65153
0.819798,3.65107
0.820352,3.6506
0.820905,3.65014
0.821458,3.64968
0.822012,3.64921
0.822565,3.64875
0.823118,3.64829
0.823672,3.64782
0.824225,3.64735
0.824778,3.64688
0.825332,3.6464
0.825885,3.64592
0.826438,3.64545
0.826992,3.64497
0.827545,3.64449
0.828098,3.64401
0.828652,3.64352
0.829205,3.64304
0.829758,3.64255
0.830312,3.64207
0.830865,3.64158
0.831418,3.6411
0.831972,3.64061
0.832525,3.64013
0.833078,3.63965
0.833632,3.63916
0.834185,3.63868
0.834738,3.6382
0.835292,3.63772
0.835845,3.63724
0.836398,3.63675
0.836952,3.63627
0.837505,3.63578
0.838058,3.63528
0.838612,3.63477
0.839165,3.63425
0.839718,3.63373
0.840272,3.6332
0.840825,3.63266
0.841378,3.63212
0.841932,3.63158
0.842485,3.63105
0.843038,3.63052
0.843592,3.62999
0.844145,3.62946
0.844698,3.62893
0.845252,3.62839
0.845805,3.62785
0.846358,3.62731
0.846912,3.62677
0.847465,3.62623
0.848018,3.6257
0.848572,3.62516
0.849125,3.62462
0.849678,3.62408
0.850232,3.62354
0.850785,3.62299
0.851338,3.62244
0.851892,3.62189
0.852445,3.62134
0.852998,3.62078
0.853552,3.62022
0.854105,3.61967
0.854658,3.61911
0.855212,3.61855
0.855765,3.61799
0.856318,3.61743
0.856872,3.61686
0.857425,3.61629
0.857978,3.61571
0.858532,3.61512
0.859085,3.61453
0.859638,3.61394
0.860192,3.61334
0.860745,3.61274
0.861298,3.61214
0.861852,3.61154
0.862405,3.61094
0.862958,3.61034
0.863512,3.60973
0.864065,3.60912
0.864618,3.6085
0.865172,3.60788
0.865725,3.60725
0.866278,3.60662
0.866832,3.60598
0.867385,3.60534
0.867938,3.6047
0.868491,3.60406
0.869045,3.60341
0.869598,3.60276
0.870151,3.60211
0.870705,3.60145
0.871258,3.60079
0.871811,3.60013
0.872365,3.59945
0.872918,3.59876
0.873471,3.59806
0.874025,3.59735
0.874578,3.59663
0.875131,3.5959
0.875685,3.59515
0.876238,3.5944
0.876791,3.59364
0.877345,3.59288
0.877898,3.59211
0.878451,3.59135
0.879005,3.59059
0.879558,3.58983
0.880111,3.58908
0.880665,3.58833
0.881218,3.58757
0.881771,3.58682
0.882325,3.58607
0.882878,3.58531
0.883431,3.58454
0.883985,3.58377
0.884538,3.583
0.885091,3.58221
0.885645,3.58142
0.886198,3.58062
0.886751,3.57982
0.887305,3.579
0.887858,3.57818
0.888411,3.57734
0.888965,3.57649
0.889518,3.57562
0.890071,3.57474
0.890625,3.57384
0.891178,3.57292
0.891731,3.57198
0.892285,3.57103
0.892838,3.57006
0.893391,3.56906
0.893945,3.56805
0.894498,3.56702
0.895051,3.56597
0.895605,3.5649
0.896158,3.56382
0.896711,3.56272
0.897265,3.5616
0.897818,3.56047
0.898371,3.55932
0.898925,3.55815
0.899478,3.55697
0.900031,3.55578
0.900585,3.55458
0.901138,3.55336
0.901691,3.55213
0.902245,3.55089
0.902798,3.54964
0.903351,3.54837
0.903905,3.54709
0.904458,3.54579
0.905011,3.54447
0.905565,3.54313
0.906118,3.54177
0.906671,3.5404
0.907224,3.53901
0.907778,3.53759
0.908331,3.53616
0.908884,3.53471
0.909438,3.53323
0.909991,3.53171
0.910544,3.53014
0.911098,3.52848
0.911651,3.52672
0.912204,3.52482
0.912758,3.52274
0.913311,3.52045
0.913864,3.51793
0.914418,3.51516
0.914971,3.51215
0.915524,3.5089
0.916078,3.50546
0.916631,3.50189
0.917184,3.49822
0.917738,3.49453
0.918291,3.49085
0.918844,3.48721
0.919398,3.48363
0.919951,3.48009
0.920504,3.4766
0.921058,3.47313
0.921611,3.46969
0.922164,3.46626
0.922718,3.46286
0.923271,3.45946
0.923824,3.45608
0.924378,3.4527
0.924931,3.44931
0.925484,3.4459
0.926038,3.44245
0.926591,3.43894
0.927144,3.43537
0.927698,3.43171
0.928251,3.42796
0.928804,3.42409
0.929358,3.42011
0.929911,3.416
0.930436,3.41197
0.930989,3.40759
0.931543,3.40303
0.932096,3.39827
0.932649,3.39326
0.933151,3.38844
0.933646,3.3834
0.934126,3.37819
0.934574,3.37302
0.93498,3.36805
0.935343,3.36334
0.935687,3.35867
0.936039,3.35365
0.936369,3.34869
0.93669,3.34363
0.937006,3.33843
0.937306,3.33325
0.937588,3.32816
0.937859,3.32306
0.938115,3.31802
0.938357,3.31309
0.938595,3.30802
0.938829,3.30287
0.939043,3.29799
0.939257,3.29292
0.939466,3.2878
0.939664,3.28276
0.939858,3.2777
0.940045,3.27264
0.940227,3.26758
0.940402,3.26257
0.940573,3.25751
0.940737,3.25253
0.940895,3.2476
0.94105,3.24265
0.9412,3.23772
0.94135,3.23269
0.941492,3.22778
0.941635,3.22273
0.941774,3.21773
0.941911,3.21267
0.942046,3.20758
0.942177,3.20252
0.942307,3.19737
0.942432,3.19235
0.942553,3.18735
0.942674,3.18229
0.942792,3.17726
0.942906,3.17228
0.943018,3.16729
0.943129,3.16223
0.943237,3.15728
0.943345,3.15219
0.943451,3.14708
0.943558,3.14187
0.943662,3.13672
0.943763,3.1316
0.943862,3.12654
0.94396,3.12139
0.944054,3.11641
0.944147,3.11135
0.94424,3.10625
0.944329,3.10128
0.944418,3.09625
0.944505,3.09129
0.94459,3.0863
0.944674,3.08132
0.944758,3.07626
0.944843,3.07112
0.944923,3.06615
0.945005,3.06105
0.945085,3.05595
0.945163,3.05092
0.945242,3.0458
0.945319,3.04072
0.945395,3.03564
0.945468,3.03067
0.945541,3.02564
0.945614,3.02062
0.945686,3.01554
0.945757,3.01048
0.945828,3.00539
0.945898,3.00034
0.945966,2.99532
0.946035,2.99016
0.946102,2.98516
0.946169,2.98008
0.946235,2.97496
0.946299,2.97004
0.946364,2.96493
0.946428,2.95986
0.94649,2.95487
0.946552,2.94991
0.946614,2.94482
0.946675,2.93984
0.946734,2.93488
0.946794,2.92989
0.946855,2.92474
0.946915,2.9196
0.946974,2.9145
0.947032,2.90948
0.947089,2.90449
0.947147,2.89938
0.947204,2.8943
0.947262,2.88913
0.947318,2.88402
0.947374,2.87893
0.947429,2.87387
0.947484,2.86876
0.947539,2.8636
0.947594,2.85848
0.947647,2.85341
0.9477,2.84836
0.947753,2.8433
0.947805,2.8383
0.947857,2.83321
0.947907,2.82831
0.947959,2.82318
0.94801,2.81814
0.948061,2.81309
0.948111,2.80799
0.94816,2.80306
0.948211,2.7979
0.948259,2.79295
0.948308,2.78792
0.948356,2.78294
0.948405,2.77787
0.948453,2.77288
0.9485,2.76792
0.948549,2.7628
0.948596,2.75781
0.948643,2.75276
0.948691,2.74772
0.948737,2.74272
0.948784,2.73767
0.94883,2.73267
0.948876,2.72764
0.948922,2.7226
0.948967,2.71771
0.949013,2.71269
0.949058,2.7077
0.949103,2.70274
0.949147,2.69773
0.949192,2.69272
0.949236,2.68781
0.949281,2.68278
0.949325,2.67786
0.949369,2.67288
0.949412,2.66801
0.949456,2.66301
0.949499,2.6581
0.949542,2.65321
0.949585,2.64827
0.949628,2.64336
0.949672,2.63829
0.949715,2.63334
0.949758,2.62838
0.9498,2.6235
0.949844,2.6185
0.949887,2.61348
0.949929,2.60862
0.949972,2.60369
0.950013,2.59882
0.950055,2.59393
0.950097,2.58905
0.950139,2.58418
0.950181,2.57931
0.950221,2.57458
0.950262,2.56978
0.950303,2.56507
0.950344,2.5602
0.950386,2.55537
0.950427,2.55051
0.950468,2.54573
0.95051,2.54083
0.950551,2.53596
0.950593,2.53111
0.950633,2.52633
0.950675,2.52149
0.950716,2.51669
0.950757,2.51184
0.950798,2.50705
0.950819,2.50461
