Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
6129.6,3.4384,0.0058544,3.2122,0.25463
6130.8,3.4384,0.0058556,3.208,0.25545
6132,3.4384,0.0058567,3.2036,0.25607
6133.1,3.4384,0.0058578,3.1992,0.25669
6134.3,3.4384,0.0058589,3.1947,0.25718
6135.4,3.4384,0.0058599,3.19,0.25752
6136.5,3.4384,0.005861,3.1853,0.25782
6137.6,3.4384,0.005862,3.1804,0.25793
6138.7,3.4384,0.0058631,3.1754,0.25798
6139.7,3.4384,0.0058641,3.1704,0.25791
6140.8,3.4384,0.0058651,3.1651,0.25768
6141.9,3.4384,0.0058661,3.1598,0.25747
6142.9,3.4384,0.0058671,3.1544,0.25698
6143.9,3.4384,0.0058681,3.1488,0.25648
6144.9,3.4384,0.0058691,3.1431,0.25578
6146,3.4384,0.00587,3.1372,0.25488
6146.9,3.4384,0.005871,3.1315,0.25412
6147.9,3.4384,0.0058719,3.1253,0.25299
6148.9,3.4384,0.0058728,3.119,0.2517
6149.9,3.4384,0.0058738,3.1127,0.25042
6150.8,3.4384,0.0058747,3.1063,0.24897
6151.8,3.4384,0.0058756,3.0997,0.24744
6152.7,3.4384,0.0058765,3.0929,0.24563
6153.6,3.4384,0.0058774,3.086,0.24379
6154.6,3.4384,0.0058782,3.079,0.24175
6155.5,3.4384,0.0058791,3.0718,0.23954
6156.3,3.4384,0.00588,3.0647,0.23744
6157.2,3.4384,0.0058808,3.0573,0.235
6158.1,3.4384,0.0058817,3.0496,0.23241
6159,3.4384,0.0058825,3.042,0.22979
6159.9,3.4384,0.0058833,3.0341,0.22693
6160.7,3.4384,0.0058841,3.0262,0.224
6161.6,3.4384,0.0058849,3.0182,0.22102
6162.4,3.4384,0.0058857,3.0101,0.21792
6163.2,3.4384,0.0058865,3.002,0.21485
6164,3.4384,0.0058873,2.9935,0.21132
6164.9,3.4383,0.0058881,2.9848,0.20765
6165.7,3.4384,0.0058889,2.9758,0.2037
6166.5,3.4384,0.0058896,2.9669,0.19975
6167.3,3.4384,0.0058904,2.9578,0.19564
6168.1,3.4384,0.0058912,2.9485,0.19145
6168.9,3.4383,0.0058919,2.939,0.18691
6169.7,3.4384,0.0058927,2.9295,0.18237
6170.4,3.4384,0.0058934,2.9195,0.17747
6171.2,3.4384,0.0058942,2.9096,0.17255
6172,3.4384,0.0058949,2.8995,0.16745
6172.7,3.4384,0.0058956,2.8894,0.16238
6173.5,3.4384,0.0058963,2.879,0.1569
6174.2,3.4384,0.005897,2.8683,0.15125
6175,3.4384,0.0058977,2.8578,0.14574
6175.7,3.4384,0.0058985,2.8467,0.13978
6176.5,3.4384,0.0058992,2.8357,0.1337
6177.2,3.4384,0.0058998,2.8245,0.12753
6177.9,3.4384,0.0059005,2.8131,0.12116
6178.6,3.4384,0.0059012,2.8017,0.11476
6179.3,3.4384,0.0059019,2.7899,0.10805
6180,3.4384,0.0059026,2.7783,0.10145
6180.7,3.4384,0.0059033,2.7663,0.094451
6181.4,3.4384,0.0059039,2.7545,0.087696
6182.1,3.4384,0.0059046,2.7424,0.080529
6182.8,3.4384,0.0059052,2.7301,0.073252
6183.5,3.4384,0.0059059,2.7177,0.065805
6184.2,3.4384,0.0059065,2.7052,0.058308
6184.9,3.4384,0.0059072,2.6925,0.050668
6185.5,3.4384,0.0059078,2.6794,0.042621
6186.2,3.4384,0.0059085,2.6661,0.034456
6186.9,3.4384,0.0059091,2.6531,0.026475
6187.6,3.4384,0.0059098,2.64,0.018371
6188.2,3.4384,0.0059104,2.6269,0.010327
6188.9,3.4384,0.005911,2.614,0.0024288
6189.5,3.4384,0.0059116,2.6006,0.0059412
6190.1,3.4384,0.0059122,2.5878,0.013746
6190.8,3.4384,0.0059128,2.5743,0.022213
6191.4,3.4384,0.0059134,2.5609,0.030594
6192.1,3.4384,0.0059141,2.5473,0.0391
6192.7,3.4384,0.0059146,2.5342,0.047224
6193.3,3.4384,0.0059152,2.5207,0.055634
6193.9,3.4384,0.0059158,2.5074,0.063971
6194.5,3.4384,0.0059164,2.4939,0.072446
6195.1,3.4384,0.005917,2.4808,0.08058
6195.8,3.4384,0.0059176,2.4673,0.088995
6196.4,3.4384,0.0059182,2.4537,0.09755
6197,3.4384,0.0059188,2.4402,0.10592
6197.6,3.4384,0.0059194,2.427,0.11416
6198.2,3.4384,0.0059199,2.4138,0.12235
6198.8,3.4385,0.0059205,2.4007,0.13047
6199.4,3.4384,0.0059211,2.3876,0.13851
6200,3.4384,0.0059216,2.3745,0.14654
6200.6,3.4385,0.0059222,2.3616,0.15449
6201.2,3.4384,0.0059228,2.349,0.16197
6201.8,3.4384,0.0059233,2.3364,0.16957
6202.3,3.4384,0.0059239,2.3244,0.17659
6202.5,3.4384,0.005924,2.3213,0.17859
6202.5,3.4386,0.005924,2.3213,0.17851
6202.5,3.0566,0.005924,2.3358,0.38005
6202.5,0,0.005924,2.4556,0.2672
6202.5,0,0.005924,2.4632,0.2649
6202.5,0,0.005924,2.4638,0.2704
6202.5,0,0.005924,2.4645,0.27602
6202.5,0,0.005924,2.4653,0.28054
6202.5,0,0.005924,2.4663,0.28525
6202.5,0,0.005924,2.4672,0.28931
6202.5,0,0.005924,2.4683,0.29369
6202.6,0,0.005924,2.4694,0.29773
6202.6,0,0.005924,2.4708,0.30185
6202.6,0,0.005924,2.4721,0.3057
6202.6,0,0.005924,2.4736,0.30987
6202.6,0,0.005924,2.4751,0.31369
6202.6,0,0.005924,2.4765,0.31728
6202.6,0,0.005924,2.478,0.32083
6202.7,0,0.005924,2.4797,0.32452
6202.7,0,0.005924,2.4814,0.32804
6202.7,0,0.005924,2.483,0.33141
6202.7,0,0.005924,2.4849,0.33487
6202.7,0,0.005924,2.4868,0.33826
6202.8,0,0.005924,2.4886,0.34156
6202.8,0,0.005924,2.4906,0.34496
6202.8,0,0.005924,2.4927,0.34833
6202.8,0,0.005924,2.4947,0.35149
6202.9,0,0.005924,2.4969,0.35475
6202.9,0,0.005924,2.4991,0.35781
6202.9,0,0.005924,2.5013,0.36095
6202.9,0,0.005924,2.5036,0.36381
6202.9,0,0.005924,2.5058,0.36667
6203,0,0.005924,2.5082,0.36938
6203,0,0.005924,2.5106,0.37228
6203,0,0.005924,2.513,0.375
6203.1,0,0.005924,2.5156,0.37774
6203.1,0,0.005924,2.5182,0.38048
6203.1,0,0.005924,2.5207,0.38305
6203.1,0,0.005924,2.5235,0.38559
6203.2,0,0.005924,2.5263,0.38819
6203.2,0,0.005924,2.529,0.39048
6203.2,0,0.005924,2.5318,0.39282
6203.3,0,0.005924,2.5346,0.3951
6203.3,0,0.005924,2.5375,0.39732
6203.3,0,0.005924,2.5404,0.39946
6203.4,0,0.005924,2.5434,0.40173
6203.4,0,0.005924,2.5465,0.40376
6203.4,0,0.005924,2.5496,0.40605
6203.5,0,0.005924,2.5529,0.40797
6203.5,0,0.005924,2.556,0.40986
6203.5,0,0.005924,2.5593,0.41171
6203.6,0,0.005924,2.5625,0.41345
6203.6,0,0.005924,2.5658,0.41518
6203.6,0,0.005924,2.5692,0.41707
6203.7,0,0.005924,2.5727,0.41873
6203.7,0,0.005924,2.5763,0.42022
6203.8,0,0.005924,2.5798,0.42183
6203.8,0,0.005924,2.5834,0.42323
6203.8,0,0.005924,2.587,0.42467
6203.9,0,0.005924,2.5906,0.42607
6203.9,0,0.005924,2.5944,0.42735
6204,0,0.005924,2.5983,0.42856
6204,0,0.005924,2.6021,0.4298
6204,0,0.005924,2.606,0.43087
6204.1,0,0.005924,2.61,0.43198
6204.1,0,0.005924,2.6141,0.43317
6204.2,0,0.005924,2.6181,0.43417
6204.2,0,0.005924,2.6224,0.43496
6204.3,0,0.005924,2.6266,0.43586
6204.3,0,0.005924,2.6309,0.43662
6204.4,0,0.005924,2.6351,0.43738
6204.4,0,0.005924,2.6395,0.43814
6204.5,0,0.005924,2.6441,0.4387
6204.5,0,0.005924,2.6486,0.43923
6204.6,0,0.005924,2.6532,0.4397
6204.6,0,0.005924,2.6579,0.4402
6204.7,0,0.005924,2.6625,0.44052
6204.7,0,0.005924,2.6672,0.4409
6204.8,0,0.005924,2.672,0.44113
6204.9,0,0.005924,2.6768,0.44134
6204.9,0,0.005924,2.6817,0.44146
6205,0,0.005924,2.6866,0.44163
6205,0,0.005924,2.6917,0.44163
6205.1,0,0.005924,2.6968,0.44153
6205.2,0,0.005924,2.7019,0.44147
6205.2,0,0.005924,2.707,0.44133
6205.3,0,0.005924,2.7123,0.44104
6205.3,0,0.005924,2.7174,0.44095
6205.4,0,0.005924,2.7229,0.44053
6205.5,0,0.005924,2.7283,0.44027
6205.5,0,0.005924,2.734,0.43976
6205.6,0,0.005924,2.7396,0.43926
6205.7,0,0.005924,2.7454,0.43864
6205.8,0,0.005924,2.751,0.43806
6205.8,0,0.005924,2.7567,0.43734
6205.9,0,0.005924,2.7624,0.43669
6206,0,0.005924,2.7681,0.4359
6206,0,0.005924,2.774,0.43509
6206.1,0,0.005924,2.78,0.43408
6206.2,0,0.005924,2.786,0.43319
6206.3,0,0.005924,2.7921,0.43217
6206.4,0,0.005924,2.7981,0.43115
6206.4,0,0.005924,2.8044,0.43003
6206.5,0,0.005924,2.8107,0.42879
6206.6,0,0.005924,2.8168,0.42765
6206.7,0,0.005924,2.8233,0.42624
6206.8,0,0.005924,2.8298,0.42491
6206.9,0,0.005924,2.8362,0.42353
6207,0,0.005924,2.8428,0.42212
6207.1,0,0.005924,2.8495,0.42043
6207.2,0,0.005924,2.856,0.41901
6207.3,0,0.005924,2.8629,0.41731
6207.4,0,0.005924,2.8695,0.41567
6207.5,0,0.005924,2.8762,0.414
6207.6,0,0.005924,2.8829,0.41235
6207.7,0,0.005924,2.8899,0.41036
6207.8,0,0.005924,2.8967,0.40855
6207.9,0,0.005924,2.9038,0.40658
6208,0,0.005924,2.9107,0.40482
6208.1,0,0.005924,2.9179,0.40264
6208.2,0,0.005924,2.9252,0.40053
6208.4,0,0.005924,2.9325,0.39838
6208.5,0,0.005924,2.9398,0.39614
6208.6,0,0.005924,2.9471,0.39386
6208.7,0,0.005924,2.9544,0.39162
6208.9,0,0.005924,2.962,0.38915
6209,0,0.005924,2.9695,0.38665
6209.1,0,0.005924,2.977,0.38418
6209.3,0,0.005924,2.9847,0.38159
6209.4,0,0.005924,2.9922,0.37909
6209.6,0,0.005924,2.9998,0.37648
6209.7,0,0.005924,3.0077,0.37369
6209.9,0,0.005924,3.0157,0.37073
6210.1,0,0.005924,3.0233,0.36815
6210.2,0,0.005924,3.0313,0.36509
6210.4,0,0.005924,3.0394,0.36212
6210.6,0,0.005924,3.0475,0.35905
6210.8,0,0.005924,3.0558,0.35576
6211,0,0.005924,3.0639,0.3526
6211.2,0,0.005924,3.0725,0.3491
6211.4,0,0.005924,3.0811,0.34557
6211.6,0,0.005924,3.0897,0.34195
6211.8,0,0.005924,3.0985,0.33825
6212.1,0,0.005924,3.1075,0.33422
6212.3,0,0.005924,3.1164,0.33031
6212.6,0,0.005924,3.1257,0.32601
6212.9,0,0.005924,3.1351,0.32164
6213.2,0,0.005924,3.1447,0.31707
6213.5,0,0.005924,3.1546,0.3122
6213.8,0,0.005924,3.1646,0.30719
6214.2,0,0.005924,3.175,0.30179
6214.6,0,0.005924,3.1859,0.29595
6215,0,0.005924,3.1971,0.28983
6215.5,0,0.005924,3.2087,0.28328
6216,0,0.005924,3.221,0.27607
6216.6,0,0.005924,3.234,0.26812
6217.2,0,0.005924,3.2471,0.26003
6218,0,0.005924,3.2612,0.25095
6218.9,0,0.005924,3.2757,0.24143
6219.9,0,0.005924,3.2908,0.23135
6221,0,0.005924,3.3067,0.22045
6222.5,0,0.005924,3.3237,0.20846
6224.2,0,0.005924,3.3404,0.1967
6226.3,0,0.005924,3.3577,0.18441
6228.8,0,0.005924,3.3748,0.17235
6231.9,0,0.005924,3.3913,0.16085
6235.8,0,0.005924,3.4075,0.14962
6240.6,0,0.005924,3.424,0.13813
6246.6,0,0.005924,3.441,0.12613
6254.4,0,0.005924,3.4596,0.11263
6264.8,0,0.005924,3.4822,0.095031
6279,0,0.005924,3.51,0.072209
6299.1,0,0.005924,3.5309,0.056247
6331.1,0,0.005924,3.5474,0.044819
6387.5,0,0.005924,3.5653,0.031925
6507.5,0,0.005924,3.5838,0.01796
6627.5,0,0.005924,3.5942,0.0098246
6747.5,0,0.005924,3.6016,0.0039756
6867.5,0,0.005924,3.6063,8.9343e-05
6987.5,0,0.005924,3.6094,0.0023046
7107.5,0,0.005924,3.6114,0.0037827
7227.5,0,0.005924,3.6129,0.0048436
7347.5,0,0.005924,3.614,0.00548
7467.5,0,0.005924,3.6149,0.0060374
7587.5,0,0.005924,3.6155,0.0063985
7707.5,0,0.005924,3.616,0.0066586
7827.5,0,0.005924,3.6164,0.0067279
7947.5,0,0.005924,3.6167,0.0069548
