Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
0,0,0,4.191,3.8761e-06
0.0831,3.4374,3.9978e-08,4.0707,0.051049
0.0931,3.4382,4.9528e-08,4.0705,0.045336
0.1071,3.4384,6.2899e-08,4.0705,0.039594
0.1231,3.4381,7.818e-08,4.0704,0.034465
0.1431,3.4386,9.7282e-08,4.0704,0.029174
0.1651,3.4382,1.1829e-07,4.0703,0.02405
0.1911,3.4383,1.4313e-07,4.0703,0.019029
0.2231,3.4382,1.7369e-07,4.0702,0.014008
0.2671,3.4383,2.1571e-07,4.0701,0.0090151
0.3271,3.4384,2.7302e-07,4.07,0.0040802
0.4231,3.4383,3.6471e-07,4.0699,0.00076676
0.6571,3.4384,5.882e-07,4.0695,0.0055019
2.4711,3.4384,2.3208e-06,4.0674,0.0083791
10.337,3.4384,9.8336e-06,4.0607,0.0066528
26.439,3.4384,2.5213e-05,4.0514,0.0024059
75.577,3.4384,7.2145e-05,4.0453,0.001281
135.58,3.4384,0.00012945,4.0428,0.00083362
195.58,3.4384,0.00018676,4.0416,0.0019909
255.58,3.4384,0.00024406,4.0404,0.0030961
315.58,3.4384,0.00030137,4.039,0.0040331
375.58,3.4384,0.00035868,4.0376,0.004686
435.58,3.4383,0.00041598,4.0359,0.005149
495.58,3.4384,0.00047329,4.034,0.005581
555.58,3.4384,0.0005306,4.0317,0.0059773
615.58,3.4384,0.0005879,4.0291,0.0061858
675.58,3.4384,0.00064521,4.0261,0.0063306
735.58,3.4384,0.00070251,4.0225,0.0060978
795.58,3.4384,0.00075982,4.0182,0.0059733
850.07,3.4384,0.00081187,4.0138,0.0054206
898.83,3.4384,0.00085843,4.0092,0.0049552
942.93,3.4384,0.00090056,4.0046,0.0045491
983.26,3.4384,0.00093908,4,0.0040971
1021.1,3.4384,0.00097522,3.9953,0.0038446
1057.1,3.4384,0.0010096,3.9904,0.0037071
1091.4,3.4384,0.0010424,3.9854,0.0036637
1124.5,3.4384,0.001074,3.9804,0.0037484
1157.3,3.4384,0.0011053,3.975,0.0041103
1189.6,3.4384,0.0011362,3.9694,0.004711
1221.7,3.4384,0.0011668,3.9636,0.0054596
1254.1,3.4384,0.0011977,3.9577,0.0063935
1287.1,3.4384,0.0012293,3.9516,0.0074655
1320.9,3.4384,0.0012615,3.9454,0.0086316
1355.6,3.4384,0.0012947,3.9391,0.0099296
1391.4,3.4384,0.0013289,3.9328,0.011223
1428.2,3.4384,0.0013641,3.9265,0.012481
1467.4,3.4384,0.0014014,3.9201,0.013905
1507.4,3.4384,0.0014397,3.9139,0.015115
1549.5,3.4385,0.0014799,3.9076,0.016259
1594.3,3.4385,0.0015227,3.9014,0.017506
1640.4,3.4384,0.0015667,3.8954,0.018433
1688.2,3.4384,0.0016124,3.8897,0.019193
1737.6,3.4384,0.0016595,3.8842,0.019693
1788.9,3.4384,0.0017085,3.8788,0.020014
1841.7,3.4384,0.001759,3.8737,0.020136
1895.1,3.4384,0.00181,3.8687,0.020114
1948.1,3.4384,0.0018606,3.8639,0.019874
2002.1,3.4384,0.0019122,3.8592,0.019584
2054.2,3.4384,0.001962,3.8547,0.019112
2105.9,3.4384,0.0020113,3.8502,0.018603
2155.6,3.4384,0.0020588,3.8458,0.017978
2204.5,3.4384,0.0021055,3.8415,0.017364
2251.6,3.4384,0.0021504,3.8372,0.016665
2297.4,3.4384,0.0021943,3.8328,0.015977
2342.1,3.4384,0.0022369,3.8285,0.015354
2385.3,3.4384,0.0022782,3.8241,0.014745
2427.6,3.4384,0.0023186,3.8196,0.014231
2468.9,3.4384,0.002358,3.8151,0.01376
2508.9,3.4384,0.0023963,3.8105,0.013272
2548.2,3.4384,0.0024338,3.806,0.012824
2586.9,3.4384,0.0024707,3.8014,0.012406
2624.5,3.4384,0.0025066,3.7968,0.011975
2662.1,3.4384,0.0025426,3.7921,0.011679
2698.9,3.4384,0.0025777,3.7874,0.011374
2735.1,3.4384,0.0026123,3.7828,0.011051
2771.1,3.4384,0.0026466,3.7781,0.010714
2807.6,3.4384,0.0026815,3.7732,0.010522
2843.4,3.4384,0.0027157,3.7685,0.010273
2878.9,3.4384,0.0027497,3.7637,0.010048
2914.5,3.4384,0.0027836,3.7589,0.0098687
2950.1,3.4384,0.0028177,3.754,0.0097313
2986,3.4384,0.0028519,3.7491,0.0096096
3022.2,3.4384,0.0028865,3.7442,0.0095744
3058.7,3.4384,0.0029214,3.7392,0.0095678
3095.5,3.4384,0.0029565,3.7342,0.0095656
3133.1,3.4384,0.0029924,3.7291,0.0096121
3171.4,3.4384,0.003029,3.724,0.0097362
3210.5,3.4384,0.0030663,3.7188,0.0099763
3250.4,3.4384,0.0031045,3.7134,0.01034
3291,3.4384,0.0031432,3.708,0.010763
3333,3.4384,0.0031833,3.7025,0.01123
3375.8,3.4384,0.0032242,3.6971,0.011609
3420.4,3.4384,0.0032668,3.6917,0.011991
3466,3.4384,0.0033104,3.6864,0.012313
3513.8,3.4384,0.0033561,3.6809,0.012737
3563.1,3.4384,0.0034031,3.6756,0.013072
3613.4,3.4384,0.0034512,3.6704,0.013251
3665.3,3.4384,0.0035007,3.6653,0.013356
3718.2,3.4384,0.0035512,3.6603,0.013349
3772.7,3.4383,0.0036033,3.6553,0.013309
3828,3.4384,0.0036561,3.6506,0.01306
3883.7,3.4384,0.0037093,3.6459,0.012706
3941.6,3.4384,0.0037646,3.6413,0.012381
3999.4,3.4384,0.0038198,3.6367,0.011935
4057.3,3.4384,0.0038752,3.6322,0.011439
4114.9,3.4384,0.0039302,3.6279,0.010792
4173.2,3.4384,0.0039859,3.6235,0.010141
4231.2,3.4384,0.0040412,3.6192,0.009486
4288.4,3.4384,0.0040959,3.6148,0.0088019
4345.4,3.4384,0.0041503,3.6106,0.0080671
4402.3,3.4383,0.0042046,3.6063,0.0073609
4457.8,3.4383,0.0042577,3.6022,0.0064929
4513.1,3.4384,0.0043104,3.598,0.0056157
4566.8,3.4384,0.0043618,3.594,0.0046902
4620.2,3.4384,0.0044127,3.5898,0.0038091
4672.6,3.4384,0.0044628,3.5857,0.0029568
4724.7,3.4384,0.0045125,3.5815,0.0021357
4775.2,3.4384,0.0045608,3.5774,0.0012265
4825.5,3.4384,0.0046088,3.5733,0.00031664
4874.9,3.4384,0.004656,3.5692,0.00060783
4923.3,3.4384,0.0047023,3.5652,0.0015789
4969.7,3.4384,0.0047466,3.5613,0.0026619
5016.4,3.4384,0.0047912,3.5573,0.0037174
5062.4,3.4384,0.0048351,3.5534,0.0048887
5107,3.4384,0.0048777,3.5497,0.0062225
5151,3.4384,0.0049198,3.5461,0.0075562
5192.5,3.4384,0.0049594,3.5426,0.0091153
5233.5,3.4384,0.0049985,3.5393,0.010766
5273.1,3.4384,0.0050363,3.5361,0.012543
5311.2,3.4384,0.0050728,3.5329,0.014393
5347.8,3.4384,0.0051077,3.5298,0.016295
5382.4,3.4384,0.0051408,3.5268,0.018328
5416.2,3.4384,0.005173,3.5239,0.020393
5448.4,3.4384,0.0052038,3.521,0.022519
5479.7,3.4384,0.0052337,3.5182,0.02467
5508.9,3.4384,0.0052615,3.5155,0.026953
5536.6,3.4384,0.005288,3.5128,0.029301
5563.1,3.4384,0.0053133,3.5102,0.031665
5588,3.4384,0.0053371,3.5076,0.034085
5611.5,3.4384,0.0053596,3.5051,0.036557
5633.8,3.4384,0.0053809,3.5026,0.039067
5654.6,3.4384,0.0054008,3.5001,0.041624
5674.6,3.4384,0.0054199,3.4977,0.044189
5693.2,3.4384,0.0054376,3.4952,0.046748
5710.7,3.4384,0.0054543,3.4928,0.04933
5727.7,3.4384,0.0054706,3.4904,0.051877
5743.6,3.4384,0.0054857,3.4879,0.054465
5758.8,3.4384,0.0055003,3.4855,0.057
5773.1,3.4384,0.005514,3.483,0.059551
5786.7,3.4384,0.0055269,3.4806,0.062086
5799.4,3.4384,0.005539,3.4781,0.064637
5811.3,3.4384,0.0055504,3.4756,0.067165
5822.9,3.4384,0.0055615,3.4731,0.069583
5833.7,3.4384,0.0055718,3.4705,0.071993
5844.3,3.4384,0.0055819,3.4677,0.074269
5854.2,3.4384,0.0055913,3.465,0.076494
5863.5,3.4384,0.0056003,3.4622,0.078696
5872.5,3.4384,0.0056088,3.4593,0.080827
5881.1,3.4384,0.0056171,3.4564,0.082882
5889.2,3.4384,0.0056248,3.4534,0.085004
5897.2,3.4384,0.0056324,3.4504,0.086929
5904.6,3.4384,0.0056395,3.4473,0.08891
5911.8,3.4384,0.0056464,3.4443,0.090864
5918.7,3.4384,0.0056529,3.4413,0.092859
5925.3,3.4384,0.0056593,3.4383,0.09483
5931.7,3.4384,0.0056654,3.4353,0.096904
5937.7,3.4384,0.0056712,3.4326,0.099175
5943.6,3.4384,0.0056767,3.43,0.10157
5949.3,3.4384,0.0056822,3.4275,0.10402
5954.8,3.4384,0.0056874,3.425,0.1066
5960.1,3.4384,0.0056925,3.4226,0.10921
5965.1,3.4384,0.0056973,3.4203,0.11191
5969.9,3.4384,0.0057019,3.4181,0.1147
5974.6,3.4384,0.0057064,3.4159,0.1175
5979.2,3.4384,0.0057107,3.4137,0.12036
5983.7,3.4384,0.005715,3.4116,0.1232
5987.9,3.4384,0.0057191,3.4095,0.12614
5992,3.4384,0.005723,3.4075,0.12912
5996.1,3.4384,0.0057269,3.4054,0.13203
6000,3.4384,0.0057306,3.4034,0.13501
6003.9,3.4384,0.0057344,3.4013,0.13791
6007.5,3.4385,0.0057378,3.3993,0.14089
6011.2,3.4385,0.0057413,3.3972,0.14378
6014.6,3.4384,0.0057446,3.3951,0.14668
6018.1,3.4384,0.0057479,3.3929,0.14952
6021.3,3.4384,0.005751,3.3907,0.15235
6024.5,3.4384,0.0057541,3.3885,0.15517
6027.7,3.4384,0.0057571,3.3861,0.15781
6030.8,3.4384,0.00576,3.3837,0.16042
6033.7,3.4384,0.0057628,3.3812,0.16292
6036.7,3.4384,0.0057657,3.3785,0.16523
6039.5,3.4384,0.0057684,3.3757,0.16744
6042.2,3.4384,0.005771,3.3728,0.1695
6045,3.4384,0.0057736,3.3696,0.17129
6047.6,3.4384,0.0057761,3.3663,0.17298
6050.2,3.4384,0.0057786,3.3628,0.17449
6052.7,3.4384,0.005781,3.3592,0.17593
6055.1,3.4384,0.0057833,3.3557,0.17735
6057.6,3.4384,0.0057856,3.352,0.17872
6059.9,3.4384,0.0057879,3.3484,0.18018
6062.3,3.4384,0.0057901,3.3449,0.18173
6064.5,3.4384,0.0057923,3.3415,0.18327
6066.8,3.4384,0.0057944,3.3381,0.18493
6069,3.4384,0.0057965,3.3347,0.18658
6071.1,3.4384,0.0057985,3.3315,0.18839
6073.2,3.4384,0.0058005,3.3284,0.19022
6075.2,3.4384,0.0058025,3.3253,0.19211
6077.3,3.4384,0.0058044,3.3222,0.19404
6079.2,3.4384,0.0058063,3.3191,0.19601
6081.2,3.4384,0.0058082,3.3162,0.19801
6083.1,3.4385,0.00581,3.3132,0.20008
6085,3.4384,0.0058118,3.3103,0.20221
6086.8,3.4384,0.0058136,3.3074,0.20435
6088.7,3.4384,0.0058153,3.3044,0.2064
6090.5,3.4384,0.005817,3.3015,0.20856
6092.3,3.4384,0.0058187,3.2986,0.21065
6094,3.4384,0.0058204,3.2958,0.21281
6095.6,3.4384,0.005822,3.293,0.21505
6097.4,3.4384,0.0058236,3.29,0.21706
6099,3.4384,0.0058252,3.2871,0.21919
6100.7,3.4384,0.0058268,3.2841,0.2212
6102.2,3.4384,0.0058283,3.2812,0.2233
6103.8,3.4384,0.0058297,3.2783,0.22536
6105.4,3.4384,0.0058313,3.2752,0.2273
6106.9,3.4384,0.0058327,3.2721,0.22924
6108.4,3.4384,0.0058341,3.2691,0.23119
6109.9,3.4384,0.0058356,3.266,0.23309
6111.3,3.4384,0.0058369,3.2629,0.23503
6112.7,3.4384,0.0058383,3.2597,0.23682
6114.1,3.4384,0.0058396,3.2565,0.23863
6115.5,3.4384,0.005841,3.2532,0.24039
6116.9,3.4384,0.0058423,3.2499,0.24207
6118.3,3.4384,0.0058436,3.2465,0.24364
6119.6,3.4384,0.0058448,3.243,0.24517
6120.9,3.4384,0.0058461,3.2395,0.24664
6122.2,3.4384,0.0058473,3.2359,0.24802
6123.5,3.4384,0.0058485,3.2322,0.24939
6124.7,3.4384,0.0058497,3.2284,0.25069
6126,3.4384,0.0058509,3.2245,0.25178
6127.2,3.4384,0.0058521,3.2205,0.25288
6128.4,3.4384,0.0058533,3.2164,0.25376
