time_s,voltage_exp_V,voltage_sim_V,residual_V
0.0,0.0824038908,0.10984888941714695,0.027444998617146943
59.99900000001071,0.0966956839,0.11640219207160181,0.019706508171601814
129.9990000000107,0.1093002856,0.1167188429917829,0.00741855739178289
209.9990000000107,0.1107856184,0.1169979836343258,0.006212365234325806
279.9990000000107,0.1114801168,0.11712779848336284,0.00564768168336284
359.9990000000107,0.1120612025,0.11721633521533281,0.005155132715332814
429.9990000000107,0.1124718189,0.11730617889010832,0.004834359990108311
509.9990000000107,0.1129113585,0.11728028046895042,0.004368921968950418
579.9990000000107,0.1132307947,0.11722753724980409,0.003996742549804089
649.9990000000107,0.1134968847,0.11718317348679606,0.0036862887867960686
729.9990000000107,0.1137874275,0.1171403313648152,0.00335290386481521
799.9990000000107,0.1140431464,0.11710821598825467,0.003065069588254671
879.9990000000107,0.1142677218,0.11707631928746312,0.0028085974874631214
949.9990000000107,0.1144448668,0.11700138385778693,0.0025565170577869223
1029.9990000000107,0.1146568358,0.11690116089175837,0.00224432509175837
1099.9990000000107,0.1147717237,0.11681720947398332,0.0020454857739833215
1169.9990000000107,0.1149229258,0.11673638110075785,0.0018134553007578408
1249.9990000000107,0.115021497,0.11664719848980663,0.001625701489806633
1319.9990000000107,0.1151504666,0.11657139688006453,0.001420930280064528
1399.9990000000107,0.1152082831,0.11647362452650362,0.0012653414265036134
1469.9990000000107,0.1152987182,0.11639028934383835,0.0010915711438383574
1549.9990000000107,0.1153202057,0.11629714449883705,0.0009769387988370487
1619.9990000000107,0.1153557897,0.11621742552222164,0.0008616358222216375
1689.9990000000107,0.1154150814,0.11613918037463965,0.0007240989746396531
1769.9990000000107,0.1153780222,0.11605129537439646,0.0006732731743964576
1839.9990000000107,0.1153928488,0.11597574670866767,0.0005828979086676678
1919.9990000000107,0.1154143363,0.11589076778356913,0.00047643148356912857
1989.9990000000107,0.1153913587,0.1158174593112144,0.00042610061121439724
2069.9990000000107,0.1153305918,0.11573999850143137,0.0004094067014313585
2139.9990000000107,0.1152809262,0.11567779601581873,0.00039686981581874003
2209.9990000000107,0.1152720302,0.11561634192266684,0.00034431172266684296
2289.9990000000107,0.115261659,0.11554699082167243,0.0002853318216724243
2359.9990000000107,0.115189746,0.11548691206123202,0.00029716606123202094
2439.9990000000107,0.1151297092,0.11541900208841345,0.00028929288841345047
2509.9990000000107,0.1151059866,0.11536021345105944,0.00025422685105944143
2589.9990000000107,0.1150163114,0.11529358115472264,0.00027726975472264215
2659.9990000000107,0.1149673909,0.11523582881008765,0.0002684379100876544
2729.9990000000107,0.1149132848,0.11517852033116252,0.0002652355311625193
2809.9990000000107,0.1148406565,0.11511533381108816,0.0002746773110881562
2879.9990000000107,0.1148213744,0.1150649568763406,0.00024358247634059804
2959.9990000000107,0.1147628278,0.11500778134045754,0.0002449535404575459
3029.9990000000107,0.1146894544,0.11495809105412504,0.00026863665412503457
3109.9990000000107,0.1146620214,0.11490175093902463,0.00023972953902463845
3179.9990000000107,0.114623487,0.11485273095938513,0.00022924395938513087
3249.9990000000107,0.1145397276,0.1148039723133565,0.0002642447133564957
3329.9990000000107,0.114473775,0.1147486089723676,0.0002748339723676052
3399.9990000000107,0.114447087,0.11470045665559722,0.0002533696555972187
3479.9990000000107,0.1143655628,0.11464564492961526,0.0002800821296152639
3549.9990000000107,0.1143084913,0.11459796787708758,0.0002894765770875829
3629.9990000000107,0.1142365932,0.11460110858875051,0.0003645153887505137
3699.9990000000107,0.1142180562,0.11456310120792901,0.00034504500792900683
3769.9990000000107,0.1141602546,0.114525238868013,0.00036498426801299944
3849.9990000000107,0.1141128093,0.11448220222747373,0.000369392927473719
3919.9990000000107,0.1140720546,0.11444471565364968,0.0003726610536496783
3999.9990000000107,0.1140201688,0.11440206624522489,0.0003818974452248908
4069.9990000000107,0.1139653176,0.11436490550634533,0.00039958790634532504
4149.999000000011,0.1139408648,0.1143226626908705,0.00038179789087050553
4219.999000000011,0.1138956398,0.11428581386148184,0.00039017406148184053
4289.999000000011,0.1138481945,0.11424910332198218,0.00040090882198218214
4369.999000000011,0.1138304174,0.11420732853059058,0.00037691113059058756
4439.999000000011,0.1137837172,0.11417610654940448,0.00039238934940448444
4519.999000000011,0.1137036681,0.11414076009993027,0.00043709199993026415
4589.999000000011,0.1136777252,0.11410998912841026,0.0004322639284102675
4669.999000000011,0.1136399359,0.11407496488348365,0.0004350289834836457
4739.999000000011,0.1135991663,0.11404440377273031,0.00044523747273031433
4809.999000000011,0.1135917455,0.11401398313648287,0.00042223763648287227
4889.999000000011,0.1135361642,0.11397927771145401,0.000443113511454013
4959.999000000011,0.11349985,0.11394904320371535,0.00044919320371535065
5039.999000000011,0.1134605706,0.11391457301163208,0.00045400241163207067
5109.999000000011,0.1134338826,0.1138845323783193,0.0004506497783193092
5189.999000000011,0.1134071946,0.11385140083616864,0.00044420623616864274
5259.999000000011,0.1133560538,0.11382521009521712,0.0004691562952171269
5339.999000000011,0.1133345664,0.11379539669022107,0.0004608302902210648
5409.999000000011,0.1133100986,0.11376940113057996,0.00045930253057994974
5479.999000000011,0.113252297,0.11374341920936454,0.0004911222093645362
5559.999000000011,0.1132396907,0.11371389934782168,0.00047420864782167504
5629.999000000011,0.1132218987,0.113688124133909,0.00046622543390899274
5709.999000000011,0.1131351888,0.11365869738415234,0.0005235085841523435
5779.999000000011,0.1131737232,0.11363307165803754,0.00045934845803753677
5859.999000000011,0.1131248176,0.11360386457608486,0.0004790469760848626
5929.999000000011,0.1130936742,0.11357834048981612,0.00048466628981612414
5999.999000000011,0.1130469888,0.113559033178731,0.000512044378731008
6079.999000000011,0.1130462438,0.11354528827351627,0.0004990444735162719
6149.999000000011,0.1129906625,0.1135333033471827,0.000542640847182696
6229.999000000011,0.1129587889,0.11351966515530024,0.0005608762553002411
6299.999000000011,0.1129402518,0.11350777175335287,0.0005675199533528713
6379.999000000011,0.1129321009,0.113494284969546,0.0005621840695460012
6449.999000000011,0.1128928214,0.11348248547843083,0.0005896640784308349
6519.999000000011,0.1128579825,0.11347076575378515,0.0006127832537851513
6599.999000000011,0.1128402054,0.11345743833439269,0.0006172329343926836
6669.999000000011,0.1127994359,0.1134458046018532,0.0006463687018532088
6750.0,0.1127860993,0.11343259416891599,0.0006464948689159922
6820.0,0.1127645969,0.11341550603773928,0.0006509091377392834
6900.0,0.1127445847,0.11339529836090396,0.0006507136609039677
6970.0,0.112756446,0.11337770274716216,0.0006212567471621661
7040.0,0.1127134562,0.11336011118426538,0.000646654984265374
7120.0,0.1127171665,0.11334009449327216,0.0006229279932721682
7190.0,0.112694934,0.11332259435789997,0.0006276603578999757
7270.0,0.1126845479,0.1133026553249619,0.0006181074249619056
7340.0,0.1126712114,0.11328524779126055,0.0006140363912605501
7420.0,0.112604484,0.11326536592880684,0.000660881928806839
7490.0,0.1126393378,0.11324807201353804,0.0006087342135380341
7560.0,0.1126185805,0.11323074031121094,0.0006121598112109466
7640.0,0.1125896722,0.11321033225076088,0.0006206600507608767
7710.0,0.1125540882,0.11319250563333856,0.0006384174333385617
7790.0,0.1125466824,0.11317220419031147,0.0006255217903114729
7860.0,0.1125496477,0.11315449561550228,0.0006048479155022768
7940.0,0.1125370413,0.11313427123878406,0.0005972299387840552
8010.0,0.1124962717,0.11311657605991368,0.0006203043599136843
8080.0,0.1124992371,0.11309895885188148,0.0005997217518814851
8160.0,0.1124836802,0.1130787997904379,0.0005951195904378981
8230.0,0.1124940515,0.11306124802519003,0.0005671965251900363
8310.0,0.1124681085,0.11304120228158891,0.0005730937815889153
8380.0,0.1124414355,0.11302566382022394,0.0005842283202239368
8460.0,0.1124480963,0.11301244120503225,0.0005643449050322519
8530.0,0.1124110371,0.11300087347085133,0.0005898363708513321
8600.0,0.1124214232,0.11298936717152314,0.000567943971523141
8680.0,0.1124021411,0.11297622700035347,0.0005740859003534604
