capacity_Ah,voltage_exp_V,voltage_sim_V,residual_V
0.0,3.9437,4.0527866549911105,0.10908665499111025
0.00052084,3.9316,4.05157778935781,0.11997778935781023
0.0021875,3.9208,4.047709484319034,0.12690948431903415
0.00531246,3.91,4.040456476198616,0.13045647619861622
0.009916580000000001,3.8994,4.029770349097029,0.13037034909702871
0.015812279999999998,3.8891,4.016086474751263,0.1269864747512628
0.02335388,3.8787,4.001797827064395,0.12309782706439476
0.03247878,3.8683,3.9922592284496115,0.12395922844961138
0.04366618,3.8579,3.9816457724406797,0.12374577244067986
0.05706178,3.8479,3.974885946345914,0.12698594634591398
0.07376998,3.8376,3.969347927975783,0.13174792797578272
0.09466548,3.8276,3.965577024918984,0.137977024918984
0.12081108,3.8173,3.9632230781359694,0.1459230781359695
0.15697708000000002,3.8073,3.9609094596205723,0.15360945962057215
0.20578908,3.7971,3.9560442026502427,0.15894420265024278
0.26828808,3.7877,3.9452117877738946,0.15751178777389452
0.33078708,3.7795,3.9306461717551926,0.15114617175519252
0.39328708,3.7722,3.914424595104553,0.14222459510455288
0.45578608,3.7649,3.8980594171970933,0.13315941719709334
0.51828508,3.7575,3.8823922158310538,0.12489221583105392
0.58078408,3.7499,3.867790566211599,0.11789056621159899
0.64328308,3.7418,3.854336646125993,0.11253664612599312
0.70578308,3.7327,3.841959327397296,0.10925932739729616
0.76828208,3.7226,3.830515712618058,0.1079157126180581
0.82553108,3.7124,3.820709490483162,0.10830949048316185
0.87919708,3.7021,3.81196574583986,0.10986574583985975
0.9290090799999999,3.6921,3.804145462087124,0.11204546208712385
0.97573708,3.6818,3.796977593029001,0.1151775930290011
1.02152608,3.6718,3.790040510432731,0.11824051043273087
1.06654608,3.6617,3.783230659639546,0.12153065963954601
1.11085608,3.6515,3.7764660063403817,0.12496600634038169
1.15696608,3.6413,3.7692806411151403,0.12798064111514007
1.20308608,3.631,3.7618550419069536,0.13085504190695385
1.25037608,3.6208,3.753884067156478,0.13308406715647791
1.29796608,3.6107,3.7453344318769006,0.1346344318769006
1.34694608,3.6007,3.7358324628588853,0.13513246285888547
1.39698608,3.5904,3.725179932432452,0.13477993243245212
1.44800608,3.5804,3.7130501504269837,0.1326501504269837
1.4986460799999999,3.5703,3.699698195105652,0.12939819510565176
1.54883608,3.5601,3.6852345466538665,0.1251345466538667
1.59974608,3.55,3.669883459879063,0.11988345987906301
1.65095608,3.5398,3.6545492586739656,0.11474925867396557
1.70122608,3.5297,3.640348474563184,0.11064847456318372
1.75078608,3.5195,3.6275546679863506,0.10805466798635077
1.79970608,3.5094,3.6162367509514968,0.10683675095149692
1.84730608,3.4994,3.60629324841502,0.10689324841502001
1.89539608,3.489,3.5971571498431825,0.10815714984318259
1.94401608,3.4788,3.588723830700738,0.10992383070073775
1.99103608,3.4685,3.581164628285215,0.11266462828521506
2.03813608,3.4583,3.5740819625664217,0.11578196256642181
2.0844560800000003,3.4482,3.567521465464434,0.1193214654644339
2.13078608,3.4382,3.561302111967927,0.12310211196792675
2.17730608,3.4281,3.5553353936362764,0.12723539363627623
2.22428608,3.4179,3.549545611232211,0.13164561123221086
2.27240608,3.4076,3.5438200980065613,0.13622009800656132
2.3214460800000003,3.3976,3.538162710965479,0.140562710965479
2.37090608,3.3875,3.532593997615999,0.14509399761599884
2.42309608,3.3774,3.5268369037497673,0.14943690374976715
2.4759460800000004,3.3672,3.5210955508654145,0.1538955508654145
2.53215608,3.3571,3.515053721038878,0.15795372103887795
2.59027608,3.3469,3.508838906389295,0.16193890638929487
2.65277608,3.3368,3.502151128231687,0.16535112823168685
2.71527608,3.3269,3.495412390631891,0.1685123906318906
2.77777608,3.3178,3.4885713844868325,0.17077138448683238
2.84027608,3.3088,3.481569283317323,0.17276928331732266
2.90277608,3.3001,3.4743363303168375,0.1742363303168375
2.96527608,3.2914,3.466788844827015,0.17538884482701533
3.02777608,3.2833,3.458827304251176,0.17552730425117602
3.09027608,3.2746,3.4503370890517777,0.17573708905177776
3.15277608,3.2667,3.4411938894998175,0.17449388949981737
3.21527608,3.2583,3.4312764018535544,0.17297640185355423
3.27776608,3.2499,3.420490107612897,0.17059010761289706
3.34026608,3.2413,3.4087906042745395,0.16749060427453966
3.40276608,3.2326,3.3962267182184935,0.1636267182184934
3.46526608,3.2239,3.382955988543436,0.15905598854343594
3.52776608,3.2146,3.369242768448063,0.1546427684480629
3.59026608,3.2055,3.355420216460307,0.1499202164603073
3.65276608,3.1955,3.341825158584324,0.14632515858432393
3.71390608,3.1855,3.3290056003943946,0.14350560039439442
