baseline,model,direction,bin_lo,bin_hi,n,mean_resid_mV,sd_resid_mV
D0B,DFN,charge,0.5,0.6,1932,1.7104578565248014,0.3295960584432385
D0B,DFN,charge,0.6,0.7,1932,1.2283800620598173,0.0520121851163858
D0B,DFN,charge,0.7,0.8,1932,1.112084762926353,0.08883340718349331
D0B,DFN,charge,0.8,0.9,1932,0.5690749271871517,0.17182128357107448
D0B,DFN,charge,0.9,1.0,1933,-7.902453740527279,22.704813064059906
D0B,DFN,discharge,0.0,0.1,1921,0.43111779038228737,8.680571948383484
D0B,DFN,discharge,0.1,0.2,1922,-2.1301532947008837,0.27610768260072965
D0B,DFN,discharge,0.2,0.3,1922,-1.2925038532140318,0.21300021224491275
D0B,DFN,discharge,0.3,0.4,1922,-0.8473664590147767,0.06059885160163782
D0B,DFN,discharge,0.4,0.5,1921,-1.023667646777685,0.045521000878778466
D0B,DFN,discharge,0.5,0.6,1922,-1.1457221787983891,0.08767601771919795
D0B,DFN,discharge,0.6,0.7,1922,-1.0224916410129126,0.018693913336126546
D0B,DFN,discharge,0.7,0.8,1922,-1.0657068232659204,0.02519330704659317
D0B,DFN,discharge,0.8,0.9,1922,-1.3176404591419755,0.21419987055564427
D0B,DFN,discharge,0.9,1.0,1922,-45.646565992717356,71.20619372121179
D0B,DFN,discharge,0.0,0.1,1924,0.6046866124526603,11.584827395502609
D0B,DFN,discharge,0.1,0.2,1925,-2.6026983394398697,0.22878786343886157
D0B,DFN,discharge,0.2,0.3,1925,-1.87284135809141,0.2580821941143965
D0B,DFN,discharge,0.3,0.4,1925,-1.3443516819741665,0.06770187645195179
D0B,DFN,discharge,0.4,0.5,1925,-1.604730888757164,0.0938597553094776
D0B,DFN,discharge,0.5,0.6,1925,-1.6426098386088788,0.11281410030888525
D0B,DFN,discharge,0.6,0.7,1925,-1.4967389798323192,0.02147769051104466
D0B,DFN,discharge,0.7,0.8,1925,-1.4783217927695478,0.016271168276263886
D0B,DFN,discharge,0.8,0.9,1925,-1.8266176862049444,0.2892703900733862
D0B,DFN,discharge,0.9,1.0,1916,-60.49081309316092,93.59438045439859
D0B,DFN,discharge,0.0,0.1,1925,1.2205801543920187,12.426299683847802
D0B,DFN,discharge,0.1,0.2,1926,-2.6682620946106255,0.18658498929148984
D0B,DFN,discharge,0.2,0.3,1926,-2.021584601294694,0.1995242402347697
D0B,DFN,discharge,0.3,0.4,1926,-1.6409943863353715,0.07551613508990324
D0B,DFN,discharge,0.4,0.5,1926,-1.9197545497218795,0.05192127398881774
D0B,DFN,discharge,0.5,0.6,1926,-1.8507007458545874,0.13365143565320844
D0B,DFN,discharge,0.6,0.7,1926,-1.6374739657191981,0.01303852720232863
D0B,DFN,discharge,0.7,0.8,1926,-1.7252532695093292,0.05909116108333897
D0B,DFN,discharge,0.8,0.9,1926,-2.2549703923018134,0.3355624005526003
D0B,DFN,discharge,0.9,1.0,1911,-66.57879216161176,102.95332199998235
D0B,DFN,discharge,0.0,0.1,1926,1.4578657807402517,13.713856880335184
D0B,DFN,discharge,0.1,0.2,1926,-3.0366479165178695,0.18717390271716722
D0B,DFN,discharge,0.2,0.3,1926,-2.3466890357118833,0.19060982296571036
D0B,DFN,discharge,0.3,0.4,1926,-2.019882154397809,0.12231248307745145
D0B,DFN,discharge,0.4,0.5,1926,-2.2723024190546774,0.015922678575130828
D0B,DFN,discharge,0.5,0.6,1927,-2.1674943025563462,0.14310275722956728
D0B,DFN,discharge,0.6,0.7,1926,-1.802678933574546,0.025839195371984473
D0B,DFN,discharge,0.7,0.8,1926,-1.795493276012868,0.03722222694213658
D0B,DFN,discharge,0.8,0.9,1926,-2.294689042559064,0.32810964328138753
D0B,DFN,discharge,0.9,1.0,1915,-65.46516409399193,101.37883655323257
