cycle,pulse_id,branch,step,SOC_start,SOC_end,I_A,pulse_time_s,relax_time_s,delta_V_pulse_V,delta_V_relax_V,capacity_increment_mAh,t_pulse_start_s,V_pulse_start_V,V_pulse_end_V,n_pulse_samples,n_relax_samples,relax_step,relax_coverage_s,V_relax_end_V,sqrt_t_slope_V_per_sqrt_s,sqrt_t_slope_stderr,sqrt_t_intercept_V,sqrt_t_r2,ir_skip_s,n_fit_samples
1,31,lithiation,4,0.2888898082326243,0.29851947650367133,4.41546e-05,1799.9799999999814,9000.0,-0.03089441359999999,0.045153558299999993,0.02207705469666644,347400.02,0.1103886291,0.0794942155,1801,90811,3,8999.969999999972,0.1246477738,-0.0002538457554487952,3.2473210199794898e-06,0.08874484694279221,0.7784622364517378,60.0,1741
1,32,lithiation,4,0.29851947650367133,0.3081491011567566,4.41544e-05,1799.9799999999814,9000.0,-0.0303525776,0.044467180999999995,0.022076954697777547,358200.02,0.1102240756,0.079871498,1801,90811,3,8999.969999999972,0.124338679,-0.000237555119254506,3.1895465961306033e-06,0.08843948565939118,0.7613284071750993,60.0,1741
1,33,lithiation,4,0.3081491011567566,0.31777868219188016,4.41542e-05,1799.9799999999814,9000.0,-0.02871002260000001,0.043316796500000004,0.02207685469888866,369000.02,0.1096644476,0.080954425,1801,90811,3,8999.969999999972,0.1242712215,-0.0002288034760120412,3.071612281981432e-06,0.08915977179470065,0.7613792637095385,60.0,1741
1,34,lithiation,4,0.31777868219188016,0.3274082414180228,4.41541e-05,1799.9799999999814,9000.0,-0.02824155980000001,0.04223386940000001,0.022076804699444213,379800.02,0.1102552041,0.0820136443,1801,90811,3,8999.969999999972,0.1242475137,-0.0002308109914842443,2.8915005739118183e-06,0.09035811438301612,0.7855961727536561,60.0,1741
1,35,lithiation,4,0.3274082414180228,0.33703777883518454,4.4154e-05,1799.9799999999814,9000.0,-0.02837423230000001,0.04219531260000001,0.02207675469999977,390600.02,0.110396035,0.0820218027,1801,90811,3,8999.969999999972,0.1242171153,-0.00023849335898081173,2.829263312085898e-06,0.09069583174954246,0.803384705939113,60.0,1741
1,36,lithiation,4,0.33703777883518454,0.3466673598703081,4.41542e-05,1799.9799999999814,9000.0,-0.0287678465,0.042443640500000004,0.02207685469888866,401400.02,0.1105457768,0.0817779303,1801,90811,3,8999.969999999972,0.1242215708,-0.00024577640047896587,2.807176526016593e-06,0.09075067640009034,0.8150886685207595,60.0,1741
1,37,lithiation,4,0.3466673598703081,0.35629696271441247,4.41543e-05,1799.9799999999814,9000.0,-0.029371932199999992,0.042819425499999994,0.022076904698333105,412200.02,0.1107318178,0.0813598856,1801,90811,3,8999.969999999972,0.1241793111,-0.0002530474284858616,2.8009535792683343e-06,0.09063353184062502,0.8243596565913293,60.0,1741
1,38,lithiation,4,0.35629696271441247,0.36592665279444037,4.41547e-05,1799.9799999999814,9000.0,-0.02974996719999999,0.0442499891,0.02207710469611088,423000.02,0.1096422151,0.0798922479,1801,90811,3,8999.969999999972,0.124142237,-0.00027120583059561003,2.85053636243822e-06,0.0898848270936827,0.838847289610748,60.0,1741
1,39,lithiation,4,0.36592665279444037,0.37555634287446826,4.41547e-05,1799.9799999999814,9000.0,-0.031218327600000012,0.0454263166,0.02207710469611088,433800.02,0.109845303,0.0786269754,1801,90811,3,8999.969999999972,0.124053292,-0.00028388951676090957,2.9207222008423708e-06,0.08910738511981008,0.8445451588557602,60.0,1741
1,40,lithiation,4,0.37555634287446826,0.38518605476347706,4.41548e-05,1799.9799999999814,9000.0,-0.030957430600000002,0.0455345363,0.022077154695555327,444600.02,0.1092708632,0.0783134326,1801,90811,3,8999.969999999972,0.1238479689,-0.00028879848536059725,2.9097992984672e-06,0.08898222499449385,0.849951994599795,60.0,1741
1,41,lithiation,4,0.38518605476347706,0.39481574484350496,4.41547e-05,1799.9799999999814,9000.0,-0.029534995499999994,0.04409804939999999,0.02207710469611088,455400.02,0.1090255007,0.0794905052,1801,90811,3,8999.969999999972,0.1235885546,-0.00027645522332484873,2.8583329738377527e-06,0.08963073379137762,0.8432425671120665,60.0,1741
1,42,lithiation,4,0.39481574484350496,0.4044453694965902,4.41544e-05,1799.9799999999814,9000.0,-0.028753749999999995,0.04223311689999999,0.022076954697777547,466200.02,0.1098875627,0.0811338127,1801,90811,3,8999.969999999972,0.1233669296,-0.0002786916723171056,2.626792870648401e-06,0.09148895910482432,0.8661825667990759,60.0,1741
1,43,lithiation,4,0.4044453694965902,0.41407501595865637,4.41545e-05,1799.9799999999814,9000.0,-0.02889013289999999,0.0419432968,0.022077004697221993,477000.02,0.1101603284,0.0812701955,1801,90811,3,8999.969999999972,0.1232134923,-0.0002878911866971797,2.5474769597832913e-06,0.09202256701493326,0.8801543654608175,60.0,1741
1,44,lithiation,4,0.41407501595865637,0.4237046624207225,4.41545e-05,1799.9799999999814,9000.0,-0.0286106988,0.04223757230000001,0.022077004697221993,487800.02,0.1094339266,0.0808232278,1801,90811,3,8999.969999999972,0.1230608001,-0.00029952732826526464,2.5215235257904025e-06,0.09208398076707185,0.8902814521215098,60.0,1741
1,45,lithiation,4,0.4237046624207225,0.4333343306917696,4.41546e-05,1799.9799999999814,9000.0,-0.0292073786,0.0425592363,0.02207705469666644,498600.02,0.1095147207,0.0803073421,1801,90811,3,8999.969999999972,0.1228665784,-0.00031121295058660656,2.494702485611163e-06,0.09205839403794755,0.8994881585430031,60.0,1741
