cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s
2,SPME,DST,,DST @ 50% SOC,DST_50SOC,50SOC,Chen2020,forced_current_window,False,152.7932984959594,134.22836115717766,134.12891857151968,989.6565888630012,1.0,73.17940467173798,1.072447252272515,4.000153541564941,2.0018539428710938,DST,dynamic,11_05_2015_SP20-2_DST_50SOC.xls,1,7,50,0.5,calce_filename_SOC_label,"rule-based: mixed-sign current, peak |I| >= 1.0 A, >= 500 points, largest step",nominal_soc,0.5,CALCE protocol target (filename SOC label),False,False,,,,,,1.0066976117312492,1.0089165655451526,1.0098070728651285,1.0089165655451526,1.0098070728651285,0.30887737267319976,25.0,0.499945729970932,0.0999891459941864,6740.395424119313,6740.395424119313,2000,0.7927899860005709
2,SPME,DST,,DST @ 80% SOC,DST_80SOC,80SOC,Chen2020,forced_current_window,False,275.5686436396226,263.4082594649607,263.4082594649607,1231.8220672255582,1.0,80.95780507783844,1.0901745468347812,4.001417636871338,2.000770330429077,DST,dynamic,11_05_2015_SP20-2_DST_80SOC.xls,1,7,80,0.8,calce_filename_SOC_label,"rule-based: mixed-sign current, peak |I| >= 1.0 A, >= 500 points, largest step",nominal_soc,0.8,CALCE protocol target (filename SOC label),False,False,,,,,,1.599086570577269,1.6068084506623148,1.6079948171647582,1.6068084506623148,1.6079948171647582,0.5570834469751917,25.0,0.499945729970932,0.0999891459941864,10710.211569359202,10710.211569359202,2000,0.8605778390046908
