SOC,Ds_app_m2_s,WH_fit_R2,dE_pulse_mV,dE_relax_mV,OCP_slope_V_per_soc,validity_flag,Ds_app_cm2_s,is_valid,rejection_reasons,branch,cycle,pulse_id,SOC_start,SOC_end,I_A,pulse_time_s,relax_time_s,capacity_increment_mAh,sqrt_t_slope_V_per_sqrt_s,u_prime_halfwidth_soc,u_prime_window_curvature_mV,u_prime_knots,dE_s_mV,dE_tau_expected_mV,Ds_app_relax_m2_s,relax_over_pulse_sqrt_ratio,Ds_app_rel_uncertainty,tau_d_s_from_D,Fo_pulse,Q_th_Ah,R_m
0.2070379550634374,2.4863272101284234e-16,0.8951623086618479,-45.667924,56.48631600000001,-0.3084400893060274,rejected,2.486327210128424e-12,False,r2_below_threshold,lithiation,1,22,0.2022231209279139,0.211852789198961,4.41546e-05,1799.9800000000105,9000.0,0.0220770546966667,-0.0005503338554029,0.0144445024065707,7.6328814,6,-23.348558349022365,-3.031228529455946,8.63390818193093e-14,18.634792939923383,0.0164130024811435,754888.5731347703,0.0023844313771042604,0.002246431984947,1.37e-05
0.2072702192504876,1.1681028633984805e-15,0.9933631286306042,-17.953358600000012,14.813594599999991,-0.3084400893060274,valid,1.1681028633984802e-11,True,,lithiation,2,21,0.2022148229167418,0.2123256155842334,4.41548e-05,1799.9799999999814,9000.0,0.0220771546955553,-0.0002539023934607,0.0151661890012373,7.6328814,6,-10.772106405001718,-3.0312422595249235,2.7897205726684742e-14,4.886971522468045,0.0039201969548,160679.34244586504,0.011202311215621373,0.002246431984947,1.37e-05
0.2074870420901794,1.2865220420868344e-15,0.9982423242019812,-14.468103700000013,10.44848570000001,-0.3084400893060274,valid,1.2865220420868344e-11,True,,lithiation,5,21,0.2024263433913316,0.2125477407890273,4.41552e-05,1799.980000000447,9000.0,0.0220773546933388,-0.0002419372042024,0.0151820960965436,7.6328814,6,-10.264469237468983,-3.031269719663764,1.5285328416839368e-14,3.446900693864676,0.0020124801311602,145889.45533770477,0.012337971896830068,0.002246431984947,1.37e-05
0.2159988163499446,1.604678626188189e-15,0.9939984097595096,-13.872869300000009,10.822065200000008,-0.3006562840669689,valid,1.604678626188189e-11,True,,lithiation,4,22,0.2109755414988419,0.2210220912010472,4.41552e-05,1799.980000000447,9000.0,0.0220773546933388,-0.0002111624560788,0.0150698245533078,7.055483700000004,6,-8.958814505915214,-2.9547724874848824,2.152584789165157e-14,3.662571397912198,0.0037266665064001,116964.23005636058,0.015389149307725152,0.002246431984947,1.37e-05
0.2161396852330444,1.8301369213789083e-15,0.991667441605688,-13.66459569999999,10.927312000000008,-0.3006562840669689,valid,1.8301369213789084e-11,True,,lithiation,3,22,0.2111132222245981,0.2211661482414908,4.41546e-05,1799.9799999995157,9000.0,0.0220770546966607,-0.0001977256655226,0.015079389025339,7.055483700000004,6,-8.388742929822682,-2.9547323367538243,2.5030756710775235e-14,3.698240908008997,0.0043962902776352,102555.16830871091,0.01755133387896383,0.002246431984947,1.37e-05
0.2166676233344847,2.990763495152072e-16,0.8886830779258472,-43.79481069999999,54.2344153,-0.3006562840669689,rejected,2.990763495152072e-12,False,r2_below_threshold,lithiation,1,23,0.211852789198961,0.2214824574700082,4.41546e-05,1799.9800000000105,9000.0,0.0220770546966667,-0.0004891181759363,0.0144445024065707,7.055483700000004,6,-20.751411453791157,-2.9547323367546365,1.0076175092870333e-13,18.355102634971324,0.0169741229717717,627565.5039398442,0.002868194616657179,0.002246431984947,1.37e-05
0.2173809890194661,1.6955676971576705e-15,0.980384076317526,-15.935726400000002,13.933755399999985,-0.3006562840669689,valid,1.6955676971576702e-11,True,,lithiation,2,22,0.2123256155842334,0.2224363624546987,4.41546e-05,1799.9799999999814,9000.0,0.0220770546966664,-0.0002054221499647,0.015166120305698,7.055483700000004,6,-8.71527529615886,-2.954732336754589,3.770641201329276e-14,4.71574200704234,0.0067840097263149,110694.48911690767,0.01626079143017653,0.002246431984947,1.37e-05
0.2176084165655526,1.7353721441128273e-15,0.994882802823196,-13.097561900000011,10.179407900000006,-0.3006562840669689,valid,1.7353721441128273e-11,True,,lithiation,5,22,0.2125477407890273,0.2226690923420778,4.4155e-05,1799.980000000447,9000.0,0.0220772546944499,-0.0002030544261532,0.0151820273295757,7.055483700000004,6,-8.614821840456424,-2.9547591039083727,2.0596503397124025e-14,3.4450889368731668,0.0034396188357486,108155.47583654027,0.016642523053764097,0.002246431984947,1.37e-05
0.2260453546757437,5.200151630790544e-15,0.9203201150472688,-10.7908174,10.888777599999996,-0.2826069060627168,valid,5.200151630790544e-11,True,,lithiation,4,23,0.2210220912010472,0.2310686181504403,4.41551e-05,1799.980000000447,9000.0,0.0220773046938943,-0.0001102590475086,0.0150697904240896,6.655238499999994,6,-4.677869222453467,-2.7773815613172657,7.992877677460924e-14,3.920519150719656,0.0141118872099345,36093.17830054635,0.049870365668883206,0.002246431984947,1.37e-05
0.2261926112499371,6.874397917734981e-15,0.9041022782717104,-10.523967499999994,11.001430500000009,-0.2826069060627168,valid,6.874397917734979e-11,True,,lithiation,3,23,0.2211661482414908,0.2312190742583835,4.41546e-05,1799.9799999995157,9000.0,0.0220770546966607,-9.589588878451477e-05,0.015079389025339,6.655238499999994,6,-4.068495391905399,-2.777350111024001,1.078628089813557e-13,3.9611248349038033,0.0156198035570624,27302.75469154704,0.06592668103767534,0.002246431984947,1.37e-05
0.2262972807010413,2.9466589519453647e-16,0.9054036623972844,-41.17828609999999,51.22873189999999,-0.2826069060627168,valid,2.9466589519453645e-12,True,,lithiation,1,24,0.2214824574700082,0.2311121039320744,4.41545e-05,1799.9799999999814,9000.0,0.0220770046972219,-0.0004631817103286,0.0144444696930992,6.655238499999994,6,-19.651026524418292,-2.7773438209663546,1.0025309557419373e-13,18.44522507918208,0.0155023037623948,636958.6812077058,0.0028258975866175943,0.002246431984947,1.37e-05
