cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s,cell_configuration,working_electrode
4ccc47,SPM,pOCV,0.02,C/50 (p-OCV delithiation),pOCV,p-ocv,Ecker2015_graphite_halfcell,forced_current_window,False,151.36400989350565,100.0031718243,-100.0031718243,921.4881957208719,1.0,113.62406926404637,4.3264673827163315e-05,4.32771e-05,-0.0,,,sintef__sintef-graphite-R2032-intelligent-4ccc47__20250514__p-ocv__RT.bdf.parquet,,,,,,"rule-based: pre-branch rest (60 s tail) + the unique delithiation (positive-current) step of the configured p-OCV cycle; classification by measured current, never by step numbering",fixed_initial_concentration_from_inverse_ocp,0.9582079957067061,inverse-OCP(rest OCV 0.0824 V) on the vendored graphite OCP table (external/pybamm-input-data/graphite_ocp_Ecker2015.csv),False,False,initialise the delithiation replay at the measured pre-branch equilibrium state; not a fitted parameter and not a battery SOC,False,declared_room_temperature_not_measured,,,0.0017846492,0.0017850097180024862,0.0017853703378930756,0.0017850097180024862,0.0017853703378930756,0.040407823177553065,25.0,4.32755e-05,0.00027696320000000004,148521.31000000003,148521.31000000003,2000,0.1169846230004623,half_cell,positive
