cycle,pulse_id,branch,SOC_start,SOC_end,SOC_mid,I_A,pulse_time_s,relax_time_s,capacity_increment_mAh,delta_V_pulse_mV,delta_V_relax_mV,quad_sqrt_t_slope_V_per_sqrt_s,quad_sqrt_t_slope_stderr,quad_t_slope_V_per_s,quad_r2,linear_sqrt_t_slope_V_per_sqrt_s,linear_sqrt_t_r2,slope_ratio_linear_over_quad,Ds_ratio_vs_linear,dUdt_expected_V_per_s,t_slope_over_expected_drift,u_prime_V_per_soc,u_prime_knots,u_prime_halfwidth_soc,u_prime_window_curvature_mV,Q_th_Ah,R_m,tau_d_s,Ds_app_m2_s,Ds_app_cm2_s,Ds_app_rel_uncertainty,Ds_app_cm2_s_uncertainty,Ds_app_relax_m2_s,Ds_app_relax_cm2_s,relax_over_pulse_sqrt_ratio,accepted,flags
1,151,delithiation,0.5570348669701807,0.547405133272191,0.5522200001211859,-4.41549e-05,1799.9799999999814,9000.0,0.022077204694999773,11.394083499999985,-13.90713460000001,0.00030155060237126174,2.2143216077888145e-06,-4.12356095806824e-06,0.9706135832301919,7.904140235977197e-05,0.7951282070829974,0.2621165460729477,0.06870508372521172,1.8809450596030017e-07,-21.922814475711334,-0.03445029774216088,6,0.014444600546984543,0.8612573000000012,0.0022464319849470867,1.37e-05,18167725.967160214,1.0330957233682763e-17,1.0330957233682763e-13,0.01468623567902939,1.5172287272383858e-15,1.743124068880727e-14,1.743124068880727e-10,41.076541267948805,True,
1,152,delithiation,0.547405133272191,0.5377753995742014,0.5425902664231962,-4.41549e-05,1799.9799999999814,9000.0,0.022077204694999773,10.75288660000001,-13.557255300000016,0.0002669603005698621,1.9964015145984206e-06,-3.7560413685515818e-06,0.9656500243786063,6.428262255674481e-05,0.7562762699710419,0.24079468902127038,0.05798208226085031,1.788234318647881e-07,-21.004190163353975,-0.03275226163340054,6,0.014444600546984376,0.82345310000001,0.0022464319849470867,1.37e-05,15753494.490051156,1.1914181968866166e-17,1.1914181968866165e-13,0.014956542304880818,1.7819496664539505e-15,2.113603736222068e-14,2.113603736222068e-10,42.11915692002866,True,
1,153,delithiation,0.5377753995742014,0.5281456658762116,0.5329605327252065,-4.41549e-05,1799.9799999999814,9000.0,0.022077204694999773,10.237783199999988,-13.366758899999997,0.00025303332421847244,1.8272453995496785e-06,-3.587703769091097e-06,0.9667874779505935,5.9439218624555726e-05,0.7463060005693364,0.23490668198800208,0.05518114924261234,1.7742650186775996e-07,-20.220788502977392,-0.03249640804492448,6,0.01444460054698471,0.8182823000000006,0.0022464319849470867,1.37e-05,14376423.334745437,1.3055402976787995e-17,1.3055402976787994e-13,0.014442725322392791,1.8855559916689817e-15,2.287021100340869e-14,2.287021100340869e-10,41.85428670614134,True,
1,154,delithiation,0.5281456658762116,0.5185159103692412,0.5233307881227264,-4.4155e-05,1799.9799999999814,9000.0,0.022077254694444215,10.229617299999994,-13.372689399999999,0.0002480834129856077,1.726658764948474e-06,-3.5115102985367644e-06,0.9693082319264008,5.86007412595517e-05,0.7507195755045536,0.23621386272588632,0.055796988943883866,1.955927847925935e-07,-17.953168887392078,-0.03582355783079232,6,0.014444633260455642,0.8975713999999912,0.0022464319849470867,1.37e-05,11371616.021348534,1.6505129934711096e-17,1.6505129934711095e-13,0.013919985573954068,2.297511705874159e-15,2.38130730089479e-14,2.38130730089479e-10,37.98378577793493,True,
1,155,delithiation,0.5185159103692412,0.5088862202892133,0.5137010653292272,-4.41547e-05,1799.9799999999814,9000.0,0.02207710469611088,10.07619500000001,-13.420879800000007,0.00024785731725613427,1.6543700014044503e-06,-3.4950738240066036e-06,0.9721713350289983,5.9261565072829146e-05,0.7582911054704852,0.2390954833566144,0.05716665016153308,2.2479403370192615e-07,-15.547894071962,-0.041172156676408375,7,0.014444535120041846,1.0495185999999934,0.0022464319849470867,1.37e-05,8593425.563812822,2.1841115467429928e-17,2.1841115467429928e-13,0.013349373903654692,2.9156521684761794e-15,2.4028788149520532e-14,2.4028788149520534e-10,33.168705843312935,True,
1,156,delithiation,0.5088862202892133,0.4992565084002044,0.5040713643447088,-4.41548e-05,1799.9799999999814,9000.0,0.022077154695555327,10.378599099999997,-13.62764829999999,0.0002506502340105052,1.606358121235947e-06,-3.4709262197721794e-06,0.9762327005439354,6.335749738930177e-05,0.7851520501118188,0.2527725443362097,0.0638939591702011,2.6009667203390176e-07,-13.34475444314708,-0.0476379043648006,7,0.014444567833513278,1.2288839000000051,0.0022464319849470867,1.37e-05,6564460.340512851,2.859184003925852e-17,2.859184003925852e-13,0.012817527400900983,3.664766931453739e-15,2.4225848066923278e-14,2.422584806692328e-10,29.108407213514685,True,
1,157,delithiation,0.4992565084002044,0.4896267747022147,0.49444164155120957,-4.41549e-05,1799.9799999999814,9000.0,0.022077204694999773,10.541677499999984,-13.796657299999987,0.0002574278195828083,1.545700718064599e-06,-3.5935398077329885e-06,0.9783398960942057,6.351879872455053e-05,0.7767422328876089,0.24674411191257464,0.06088265676352516,3.0326049235200917e-07,-11.849680055131588,-0.05554343122156945,7,0.014444600546984543,1.431241599999994,0.0022464319849470867,1.37e-05,5093445.643635501,3.684931834592707e-17,3.6849318345927067e-13,0.012008808687185298,4.425164142694255e-15,2.354020180091035e-14,2.354020180091035e-10,25.27495328244632,True,
1,158,delithiation,0.4896267747022147,0.479997062813206,0.48481191875771035,-4.41548e-05,1799.9799999999814,9000.0,0.022077154695555327,10.360062099999984,-13.852983699999989,0.0002614016434447309,1.423094843030268e-06,-3.626177387384706e-06,0.9826041734298301,6.57314841401949e-05,0.7881101209669206,0.25145780751027585,0.06323102895787494,3.5676116664462163e-07,-10.164159461326205,-0.06534245211517335,6,0.014444567833513111,1.6283840000000105,0.0022464319849470867,1.37e-05,3794843.4743847423,4.945922045715736e-17,4.945922045715736e-13,0.010888185891081884,5.385211863655292e-15,2.3016718350463145e-14,2.3016718350463146e-10,21.572380315756718,True,
1,159,delithiation,0.479997062813206,0.4703673945421589,0.47518222867768245,-4.41546e-05,1799.9799999999814,9000.0,0.02207705469666644,10.257035500000011,-13.566881400000009,0.00025133880789125854,1.3258111112816853e-06,-3.3978646478968934e-06,0.9853272717366763,6.798850647980341e-05,0.8193721841462684,0.2705054068260663,0.07317317512213563,4.1206770430186094e-07,-8.245889237191424,-0.07547244126923824,6,0.01444450240657058,1.8470435999999868,0.0022464319849470867,1.37e-05,2629749.2279008757,7.137182435825576e-17,7.137182435825575e-13,0.010549991244132072,7.529721220573303e-15,2.387890124928517e-14,2.387890124928517e-10,18.29126622096063,True,
1,160,delithiation,0.4703673945421589,0.4607377480800928,0.4655525713111259,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,10.10954380000001,-13.397872499999991,0.000249643194827278,1.1813031072445377e-06,-3.245718353663962e-06,0.989844227298047,7.450277573805184e-05,0.8578232943357967,0.2984370384684369,0.08906466592981128,4.798987391547702e-07,-6.763340031650299,-0.08789626329871239,6,0.014444469693099149,2.1398216000000083,0.0022464319849470867,1.37e-05,1912813.5373971078,9.812247578266421e-17,9.81224757826642e-13,0.009463931977491735,9.286244362702142e-15,2.3605086797498646e-14,2.3605086797498646e-10,15.510241216606214,True,
1,161,delithiation,0.4607377480800928,0.45110812342700746,0.45592293575355014,-4.41544e-05,1799.9799999999814,9000.0,0.022076954697777547,10.34894580000001,-13.544648900000011,0.0002544086461522814,1.0801443989238846e-06,-3.1972909832144042e-06,0.9927598552466079,8.188138970721323e-05,0.8835205839975994,0.3218498700637772,0.10358733886007027,5.427288004471707e-07,-5.891139332535991,-0.09940418194597504,6,0.01444443697962805,2.462968199999999,0.0022464319849470867,1.37e-05,1553210.7495873566,1.208400083825481e-16,1.208400083825481e-12,0.008491412656449912,1.0261023765850824e-14,2.3229783080797217e-14,2.3229783080797218e-10,13.864914756905051,True,
1,162,delithiation,0.45110812342700746,0.44147847696494136,0.4462933001959744,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,10.66914200000002,-13.822585299999995,0.00025763685542132947,1.014355388018586e-06,-3.098857824734206e-06,0.9946182425065628,9.042109638621224e-05,0.9081258319514788,0.350963359797033,0.12317527992002165,6.031999042501851e-07,-5.13736458328235,-0.11047959346405666,6,0.014444469693099149,2.5133639000000096,0.0022464319849470867,1.37e-05,1289513.3494631986,1.455510329366749e-16,1.455510329366749e-12,0.007874303436592935,1.1461129988529105e-14,2.359043570556184e-14,2.359043570556184e-10,12.730936008105237,True,
1,163,delithiation,0.44147847696494136,0.4318488086938944,0.4366636428294179,-4.41546e-05,1799.9799999999814,9000.0,0.02207705469666644,11.027157300000006,-14.056056699999985,0.00026159435355343905,9.620103869331222e-07,-3.002590118045197e-06,0.9959230054353709,9.957324317748703e-05,0.9275312789694096,0.3806398793586575,0.14488671775817333,6.72204507289133e-07,-4.466780697668995,-0.12311791161418424,6,0.014444502406570414,2.7890801999999884,0.0022464319849470867,1.37e-05,1070499.0387661904,1.7532944281418797e-16,1.7532944281418798e-12,0.007354978223844581,1.2895442338971563e-14,2.3661575238458914e-14,2.3661575238458913e-10,11.61701100030898,True,
1,164,delithiation,0.4318488086938944,0.4222191186138665,0.42703396365388047,-4.41547e-05,1799.9799999999814,9000.0,0.02207710469611088,11.423707000000006,-14.650553499999997,0.00026686944056223154,9.28223809218104e-07,-2.851599955821333e-06,0.9969874182405434,0.00011299582710641,0.948027409356439,0.42341238797651093,0.1792780502919714,7.468858671235623e-07,-3.8179862296812934,-0.1367958990467768,6,0.014444535120041846,2.8113275999999967,0.0022464319849470867,1.37e-05,902446.7765087921,2.0797902423242952e-16,2.079790242324295e-12,0.006956388916337168,1.446782979001092e-14,2.4699249621268953e-14,2.469924962126895e-10,10.89763132987857,True,
1,165,delithiation,0.4222191186138665,0.4125894721518003,0.4174042953828334,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,11.793613399999986,-15.0397122,0.0002649468199716824,9.134816107932841e-07,-2.6445822920519966e-06,0.9974729944285221,0.00012224397256543464,0.9610016638665684,0.4613906012478282,0.2128812869198324,8.257792250587962e-07,-3.202529455574158,-0.1512462990009361,6,0.014444469693099315,3.416120999999994,0.0022464319849470867,1.37e-05,727648.9515384823,2.579403153171091e-16,2.5794031531710913e-12,0.006895584637633448,1.7786492757269853e-14,2.6407969709650054e-14,2.6407969709650055e-10,10.118307959167907,True,
1,166,delithiation,0.4125894721518003,0.40295980388075336,0.40777463801627684,-4.41546e-05,1799.9799999999814,9000.0,0.02207705469666644,12.067109399999998,-15.181273200000012,0.00025703022089630396,8.535914835514282e-07,-2.296917296198004e-06,0.9981121089630961,0.0001330875327035537,0.9745725485125133,0.5177894344075844,0.26810589838412613,9.158740669683817e-07,-2.5078964227046945,-0.16774731678232466,6,0.014444502406570414,3.7430078000000035,0.0022464319849470867,1.37e-05,556710.2859071478,3.3714124698479934e-16,3.3714124698479935e-12,0.0066419542462736346,2.2392767370046762e-14,2.8590476733410424e-14,2.8590476733410423e-10,9.20883632745346,True,
1,167,delithiation,0.40295980388075336,0.39333020103664895,0.39814500245870116,-4.41543e-05,1799.9799999999814,9000.0,0.022076904698333105,12.254625600000013,-15.286505200000022,0.00024523100990142554,8.070902613570211e-07,-1.8692598086722805e-06,0.9985500148257997,0.00014436491167433668,0.9851566549208901,0.588689463589317,0.34655528454107776,1.0220979386419327e-06,-1.8288460802063418,-0.18720406855072777,6,0.014444404266156619,4.563495499999987,0.0022464319849470867,1.37e-05,406909.790397962,4.612570265670856e-16,4.612570265670856e-12,0.006582285508520669,3.036125441675861e-14,3.184483682170519e-14,3.1844836821705194e-10,8.308985792853504,True,
1,168,delithiation,0.39333020103664895,0.3837006418105062,0.3885154214235776,-4.41541e-05,1799.9799999999814,9000.0,0.022076804699444213,12.521475599999999,-15.273928699999995,0.00022784989653311692,7.750733031785881e-07,-1.2580820959551002e-06,0.998901163997472,0.00015996317247490982,0.9939158009841269,0.7020550586541957,0.4928813053819462,1.154161694130935e-06,-1.0900397252418046,-0.21139338552449752,7,0.014444338839214088,5.386963500000008,0.0022464319849470867,1.37e-05,275484.2343312746,6.813094058017836e-16,6.813094058017835e-12,0.006803367611500626,4.635198344842591e-14,3.6827923370823923e-14,3.6827923370823924e-10,7.352184942675779,True,
1,169,delithiation,0.3837006418105062,0.37407106077538277,0.3788858512929445,-4.41542e-05,1799.9799999999814,9000.0,0.02207685469888866,13.074427899999991,-15.544474099999983,0.00021704334007738502,7.778680473884017e-07,-7.367922524405798e-07,0.9990955158256049,0.00017728569945254713,0.9976981501728734,0.8168216513316527,0.6671976100841681,1.260243200550877e-06,-0.5846429102878821,-0.23082248765251037,7,0.014444371552685187,5.964353699999981,0.0022464319849470867,1.37e-05,209660.48844062758,8.952092089261287e-16,8.952092089261287e-12,0.00716785916684713,6.41673353444712e-14,4.203707825646384e-14,4.203707825646384e-10,6.852578054203812,True,
1,170,delithiation,0.37407106077538277,0.3644414797402592,0.369256270257821,-4.41542e-05,1799.9799999999814,9000.0,0.02207685469888866,13.619214300000015,-15.77124000000002,0.00020553542382600643,8.681777939118003e-07,-2.1853796889963008e-07,0.9990554012902313,0.00019374301694096487,0.9989523354705667,0.9426259149613826,0.8885436155567837,1.344443852181842e-06,-0.1625489740943617,-0.24624443467267768,8,0.014444371552685353,6.395727399999995,0.0022464319849470867,1.37e-05,165203.94636258567,1.1361108746643524e-15,1.1361108746643524e-11,0.008447962669897193,9.597822258028698e-14,4.825382001385234e-14,4.825382001385234e-10,6.517116605647631,True,
1,171,delithiation,0.3644414797402592,0.35481185508717383,0.3596266674137165,-4.41544e-05,1799.9799999999814,9000.0,0.022076954697777547,14.104723900000005,-15.639305100000001,0.00020123820164259757,9.477779749131641e-07,9.716235572763539e-08,0.9990088226220192,0.00020648112596528186,0.998990884991069,1.0260533252627442,1.0527854262827347,1.4259988656701267e-06,0.06813634853908204,-0.26118063124904184,7,0.01444443697962805,6.472066100000006,0.0022464319849470867,1.37e-05,140771.54785758912,1.3332949936010912e-15,1.3332949936010911e-11,0.009419463771559972,1.2558923889027762e-13,4.949797517043098e-14,4.949797517043098e-10,6.092991784564557,True,
1,172,delithiation,0.35481185508717383,0.3451822522430694,0.3499970536651216,-4.41543e-05,1799.9799999999814,9000.0,0.022076904698333105,14.539092799999986,-15.6126023,0.0002231449458659318,1.1078036505185804e-06,-1.670448015246764e-07,0.9987412633844065,0.00021413113340330576,0.9986919793710516,0.9596055719404838,0.920842853699223,1.5133521080207562e-06,-0.11038065803677811,-0.2771805529201398,8,0.014444404266156619,7.086515400000021,0.0022464319849470867,1.37e-05,153683.24716901506,1.2212782034308891e-15,1.2212782034308892e-11,0.009929005079811776,1.2126077485728698e-13,4.011897872735339e-14,4.011897872735339e-10,5.731491219811138,True,
1,173,delithiation,0.3451822522430694,0.3355526057810033,0.34036742901203637,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,14.201849700000018,-15.425801300000014,0.0002849441197340649,1.2957775589538117e-06,-1.5281855605888537e-06,0.9980840294614445,0.0002024825410125661,0.9934951044917677,0.7106043851739798,0.5049585922284899,1.5837104690917037e-06,-0.9649399877146136,-0.2900658431097027,6,0.014444469693099149,5.982145599999988,0.0022464319849470867,1.37e-05,228823.28373714286,8.202399551944456e-16,8.202399551944456e-12,0.009094959111022512,7.460048853720421e-14,2.4018697472981797e-14,2.40186974729818e-10,5.411333069029975,True,
1,174,delithiation,0.3355526057810033,0.3259229593189372,0.33073778254997027,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,13.974279199999994,-14.949887999999994,0.0003468500999566868,1.0747388426631746e-06,-2.999299169057617e-06,0.998446414821232,0.00018500657066520133,0.977611121996595,0.5333905646511394,0.28450549445886136,1.8239678227809936e-06,-1.6443816231826953,-0.33407038385202603,7,0.014444469693099149,7.758021400000009,0.0022464319849470867,1.37e-05,255612.26798419046,7.342761811870803e-16,7.342761811870803e-12,0.00619713728090252,4.550410296913189e-14,1.522529143728537e-14,1.5225291437285368e-10,4.553581216665642,True,
1,175,delithiation,0.3259229593189372,0.31629333466585197,0.3211081469923946,-4.41544e-05,1799.9799999999814,9000.0,0.022076954697777547,13.640731599999983,-14.401346499999995,0.00035119718845771274,9.804368550548574e-07,-3.4292560167126906e-06,0.9984175707364186,0.00016615291331199112,0.9650813704865816,0.47310433788395034,0.22382771452461106,2.1190336318697776e-06,-1.6183112741286736,-0.3881142930289867,6,0.014444436979627884,8.48811869999999,0.0022464319849470867,1.37e-05,194159.54811051843,9.666792173061924e-16,9.666792173061923e-12,0.005583398086758378,5.397354892416481e-14,1.3780898147015252e-14,1.3780898147015252e-10,3.7757007880447326,True,
1,176,delithiation,0.31629333466585197,0.3066637100127666,0.3114785223393093,-4.41544e-05,1799.9799999999814,9000.0,0.022076954697777547,13.389438400000008,-13.76089459999999,0.000312460067696955,1.3806685393718683e-06,-2.820786597354303e-06,0.996601641404094,0.0001602491568937144,0.972175117701432,0.5128628374014657,0.2630282899874822,2.401869668291975e-06,-1.1744128478712292,-0.4399174860827286,8,0.01444443697962805,12.315616099999982,0.0022464319849470867,1.37e-05,119625.16789936411,1.5689842137391699e-15,1.56898421373917e-11,0.00883740792574451,1.386575352586656e-13,1.5895627472807162e-14,1.5895627472807163e-10,3.182948055053599,True,
1,177,delithiation,0.3066637100127666,0.2970340635507005,0.30184888678173355,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,13.716340100000002,-13.545185299999984,0.00028208417276926655,1.5694318641354496e-06,-2.0466893687287992e-06,0.996122963409607,0.0001716438958482052,0.9847689424762603,0.608484673787788,0.37025359823463083,2.742665831155487e-06,-0.7462408819475201,-0.5023353019435169,7,0.014444469693099149,12.698084199999988,0.0022464319849470867,1.37e-05,74772.86777544933,2.510135100925278e-15,2.510135100925278e-11,0.011127401078395004,2.7931280028953093e-13,1.889669471310354e-14,1.889669471310354e-10,2.743748973041357,True,
1,178,delithiation,0.2970340635507005,0.2874044170886344,0.29221924031966745,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,14.37157389999999,-13.322770599999977,0.00027021993130713117,1.645927680354679e-06,-1.5000941994470804e-06,0.9964695208679955,0.0001892741750408387,0.9914196523651683,0.7004449084316813,0.49062306974786635,2.8382404877385545e-06,-0.5285296316248104,-0.5198403597698932,7,0.014444469693099149,13.490408600000004,0.0022464319849470867,1.37e-05,64072.071792471106,2.9293574368552695e-15,2.92935743685527e-11,0.012182133807768033,3.568582426655129e-13,1.9921761011792906e-14,1.9921761011792906e-10,2.6078204064935324,True,
1,179,delithiation,0.2874044170886344,0.2777747706265683,0.28258959385760135,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,14.654010600000017,-13.070702600000011,0.00027350700904360233,1.6558356495281982e-06,-1.4747980095953504e-06,0.9965944671294857,0.00019392624653523076,0.9919423937102119,0.7090357472495893,0.5027316908777835,2.8201092025094124e-06,-0.5229577664166457,-0.5165195087435879,5,0.014444469693099149,10.258093499999982,0.0022464319849470867,1.37e-05,66487.11061882041,2.822953174729642e-15,2.822953174729642e-11,0.01210817708341965,3.41808169378282e-13,1.871691767536146e-14,1.871691767536146e-10,2.574929411325221,True,
1,180,delithiation,0.2777747706265683,0.2681451241645021,0.2729599473955352,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,14.218896600000003,-13.421982500000013,0.00026535418117742396,2.234053829674585e-06,-1.6640206780605765e-06,0.9924866845852649,0.00017556287855236124,0.9853088631936865,0.6616171555064908,0.43773726046050004,2.9389482296742643e-06,-0.5661959816981896,-0.5382855722265676,6,0.014444469693099315,11.034861199999996,0.0022464319849470867,1.37e-05,57623.60029582905,3.2571723918053326e-15,3.257172391805333e-11,0.01683827870932117,5.484517653752444e-13,2.0967895835083195e-14,2.0967895835083196e-10,2.5372137289861016,True,
1,181,delithiation,0.2681451241645021,0.258515477702436,0.26333030093346904,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,14.61917159999998,-14.060914499999994,0.00024248143053617763,2.6771882105622564e-06,-1.2187917086455252e-06,0.9893481248538398,0.00017671488292631554,0.9855465976996958,0.7287769728822601,0.5311158762034304,3.5131525757608364e-06,-0.34692250972947675,-0.6434544594792873,7,0.014444469693099149,14.987632600000023,0.0022464319849470867,1.37e-05,33674.04893939121,5.573728313391031e-15,5.5737283133910306e-11,0.022081593667955753,1.2307680383188108e-12,2.755773681584085e-14,2.7557736815840847e-10,2.2235601201316753,True,
1,182,delithiation,0.258515477702436,0.24888576581342725,0.2537006217579316,-4.41548e-05,1799.9799999999814,9000.0,0.022077154695555327,16.126096199999996,-14.542639199999986,0.00024517076481685634,2.6321168183153618e-06,-5.317589555305528e-07,0.9930896363488787,0.00021647681291523708,0.9926039554065451,0.8829634033933297,0.7796243717319319,3.7860614176660552e-06,-0.1404517510068179,-0.693434600003372,8,0.014444567833513111,16.437426199999994,0.0022464319849470867,1.37e-05,29641.108756406076,6.332084320544728e-15,6.332084320544728e-11,0.021471702144271278,1.3596062848314679e-12,2.883516757362243e-14,2.8835167573622425e-10,2.133967962769042,True,
1,183,delithiation,0.24888576581342725,0.23925607573339935,0.2440709207734133,-4.41547e-05,1799.9799999999814,9000.0,0.02207710469611088,17.673760700000013,-14.1778588,0.0002579921682262021,2.3936027829371073e-06,9.049091352261598e-08,0.9961109265324141,0.0002628750985332638,0.9961013549711071,1.018926660993757,1.0382115404838868,3.063488688374756e-06,0.02953851726824011,-0.561093344770073,10,0.014444535120041846,15.61248300000001,0.0022464319849470867,1.37e-05,50131.750957387645,3.743934660481694e-15,3.7439346604816944e-11,0.018555623602019167,6.947104235045174e-13,2.4750366431356586e-14,2.4750366431356584e-10,2.5711456910978128,True,
1,184,delithiation,0.23925607573339935,0.22962647288929494,0.23444127431134715,-4.41543e-05,1799.9799999999814,9000.0,0.022076904698333105,17.954707099999993,-13.343185100000015,0.00026820845201898727,1.8981194918210049e-06,2.566491400563902e-07,0.9978720799519397,0.00028205735480369885,0.9978050886080359,1.0516348484936304,1.105935854566221,1.9175622785840816e-06,0.1338413583343424,-0.3512143471567088,8,0.014444404266156619,6.937563399999985,0.0022464319849470867,1.37e-05,138286.04447473722,1.3572591559250805e-15,1.3572591559250805e-11,0.014154061719774822,1.9210729862693068e-13,2.0283714382425728e-14,2.0283714382425728e-10,3.8658264506747577,True,
1,185,delithiation,0.22962647288929494,0.21999684823620957,0.22481166056275226,-4.41544e-05,1799.9799999999814,9000.0,0.022076954697777547,16.817688900000014,-13.63959910000001,0.0002621629670141331,2.5001564842091637e-06,-4.677508165185005e-07,0.99478505685371,0.00023692292302136334,0.9944707345795576,0.9037238391057382,0.8167167773680142,1.162516411819769e-06,-0.402360613375167,-0.21292216816299744,8,0.01444443697962805,5.166858399999974,0.0022464319849470867,1.37e-05,359481.7873167232,5.221126817048864e-16,5.221126817048864e-12,0.019073300189453392,9.958411910877828e-14,2.218369616991044e-14,2.2183696169910442e-10,6.51830733269865,True,
1,186,delithiation,0.21999684823620957,0.21036724539210516,0.21518204681415737,-4.41543e-05,1799.9799999999814,9000.0,0.022076904698333105,17.359554799999984,-14.250308299999986,0.00020788993765565614,3.167588976730219e-06,7.950733566551898e-07,0.9925498571559432,0.00025079245282099165,0.991741595066062,1.206371292661592,1.4553316957580003,7.793839705336665e-07,1.0201304962825708,-0.14274938313737937,6,0.014444404266156619,3.0967296000000144,0.0022464319849470867,1.37e-05,502917.0852394985,3.732026719884024e-16,3.732026719884024e-12,0.030473711353715797,1.1372870502610053e-13,3.850835499961326e-14,3.850835499961326e-10,10.157927555101013,True,
1,187,delithiation,0.21036724539210516,0.2007376643569816,0.20555245487454338,-4.41542e-05,1799.9799999999814,9000.0,0.02207685469888866,20.245879800000004,-14.074534100000008,0.0002097777483929911,2.9443518626585666e-06,2.3829759635177506e-06,0.9964611262859425,0.00033836427174574913,0.9924694408565436,1.6129655043864235,2.6016577183405496,9.446441087688858e-07,2.522617715388477,-0.17301827380382695,9,0.014444371552685353,4.737004699999991,0.0022464319849470867,1.37e-05,348589.8915771409,5.384263988574817e-16,5.384263988574817e-12,0.02807115516506269,1.51142509872943e-13,3.689118453477194e-14,3.689118453477194e-10,8.277479761248058,True,
1,188,delithiation,0.2007376643569816,0.19110810513083898,0.19592288474391029,-4.41541e-05,1799.9799999999814,9000.0,0.022076804699444213,18.108189099999976,-13.4918094,0.00046836457919248334,8.123924212973805e-07,-3.6098128382174244e-06,0.9995906996463462,0.00027357745830569466,0.985674821448822,0.5841121862318773,0.34118704610458334,1.4153203471229037e-06,-2.5505270559810267,-0.2592265549111837,9,0.014444338839213922,7.1903616,0.0022464319849470867,1.37e-05,774089.1444835933,2.424656143772832e-16,2.4246561437728318e-12,0.003469060033096621,8.411277722364504e-15,6.8005758983023505e-15,6.800575898302351e-11,5.29599745075614,True,
1,189,delithiation,0.19110810513083898,0.1814784804777536,0.1862932928042963,-4.41544e-05,1799.9799999999814,9000.0,0.022076954697777547,12.167275000000005,-13.792753200000007,0.00021001299168546555,2.902729367217097e-06,-2.576228541467051e-06,0.9336017089617985,7.099854333902445e-05,0.8435393251259318,0.3380673870184102,0.11428955816545555,2.500480700833642e-06,-1.0302933114453374,-0.457978714844821,8,0.01444443697962805,11.137172599999994,0.0022464319849470867,1.37e-05,49862.919163358485,3.764119773756107e-15,3.764119773756107e-11,0.027643331433176165,1.0405281046011216e-12,3.5349476909985867e-14,3.534947690998587e-10,3.064501079936318,True,
1,190,delithiation,0.1814784804777536,0.1718488776336492,0.1766636790557014,-4.41543e-05,1799.9799999999814,9000.0,0.022076904698333105,11.736631399999975,-14.290124099999996,0.00017975804064112444,3.048262700266622e-06,-2.2866082795373042e-06,0.8916734842261327,5.637163161403513e-05,0.7867085134072653,0.3135972744973201,0.09834325057214754,5.931414629994573e-06,-0.3855080823340446,-1.0863782314947905,9,0.014444404266156619,26.736363800000024,0.0022464319849470867,1.37e-05,6492.208725153638,2.8910037853959834e-14,2.891003785395983e-10,0.03391517496958354,9.80488992194331e-12,5.179272170711414e-14,5.179272170711414e-10,1.3384743000108557,False,quadratic fit weak (R2=0.892)
1,191,delithiation,0.1718488776336492,0.1622192311715831,0.16703405440261615,-4.41545e-05,1799.9799999999814,9000.0,0.022077004697221993,12.485235900000003,-15.096575000000001,0.0002166711149477114,3.4411750704757727e-06,-2.6492832969870112e-06,0.9150026064717632,7.371459920535243e-05,0.8282505596996691,0.340214242323633,0.11574573067984369,1.050381337411316e-05,-0.25222109367596135,-1.9238349065006288,11,0.014444469693099149,50.9164483,0.0022464319849470867,1.37e-05,3007.7409821634474,6.240231493105362e-14,6.240231493105362e-10,0.03176404082571155,1.9821496790888965e-11,3.9785810151043056e-14,3.978581015104306e-10,0.7984794666622047,True,
1,192,delithiation,0.1622192311715831,0.15258967194544049,0.1574044515585118,-4.41541e-05,1799.9799999999814,9000.0,0.022076804699444213,14.087051199999978,-16.444861899999996,0.0002741257737420108,3.854459089086678e-06,-2.9278775734089643e-06,0.9529898267973436,0.00011613618580637335,0.9062807103988854,0.4236602207119463,0.17948798261369506,1.5097584120160814e-05,-0.19393020433641256,-2.7652359601180976,12,0.014444338839213922,77.20161979999999,0.0022464319849470867,1.37e-05,2330.3288705386753,8.054227983564132e-14,8.054227983564132e-10,0.028121829162362836,2.2649962338851263e-11,2.949402912491399e-14,2.949402912491399e-10,0.6051389300961082,True,
