t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,3.17174864,3.11779543,-53.953206,0.000052
10.000000,3.19390583,3.12169955,-72.206282,0.000104
20.000000,3.21165371,3.12365331,-88.000404,0.000157
30.000000,3.22789359,3.12516705,-102.726544,0.000209
40.000000,3.24283004,3.12646732,-116.362714,0.000261
50.000000,3.25651455,3.12763741,-128.877144,0.000313
60.000000,3.26898623,3.12871731,-140.268919,0.000365
70.000000,3.28027177,3.12973095,-150.540818,0.000418
80.000000,3.29046845,3.13069330,-159.775153,0.000470
90.000000,3.29951477,3.13161455,-167.900219,0.000522
100.000000,3.30759478,3.13250202,-175.092755,0.000574
110.000000,3.31475306,3.13336118,-181.391877,0.000626
120.000000,3.32107234,3.13419624,-186.876105,0.000678
130.000000,3.32663488,3.13501052,-191.624367,0.000731
140.000000,3.33155322,3.13580671,-195.746514,0.000783
150.000000,3.33589244,3.13658700,-199.305441,0.000835
160.000000,3.33975029,3.13735322,-202.397069,0.000887
170.000000,3.34317017,3.13810691,-205.063253,0.000939
180.000000,3.34624577,3.13884939,-207.396380,0.000992
190.000000,3.34900379,3.13958177,-209.422026,0.001044
200.000000,3.35148406,3.14030503,-211.179030,0.001096
210.000000,3.35375810,3.14102003,-212.738064,0.001148
220.000000,3.35583329,3.14172752,-214.105768,0.001200
230.000000,3.35774708,3.14242817,-215.318909,0.001253
240.000000,3.35950613,3.14312256,-216.383572,0.001305
250.000000,3.36113882,3.14381122,-217.327601,0.001357
260.000000,3.36264968,3.14449463,-218.155051,0.001409
270.000000,3.36408067,3.14517321,-218.907455,0.001461
280.000000,3.36540771,3.14584736,-219.560348,0.001514
290.000000,3.36665916,3.14651741,-220.141750,0.001566
300.000000,3.36784959,3.14718370,-220.665884,0.001618
310.000000,3.36897755,3.14784652,-221.131030,0.001670
320.000000,3.37005067,3.14850612,-221.544551,0.001722
330.000000,3.37106228,3.14916275,-221.899527,0.001775
340.000000,3.37205338,3.14981664,-222.236742,0.001827
350.000000,3.37296629,3.15046800,-222.498294,0.001879
360.000000,3.37385893,3.15111700,-222.741930,0.001931
370.000000,3.37471271,3.15176383,-222.948879,0.001983
380.000000,3.37553740,3.15240864,-223.128755,0.002035
390.000000,3.37632608,3.15305159,-223.274496,0.002088
400.000000,3.37708712,3.15369281,-223.394311,0.002140
410.000000,3.37782240,3.15433242,-223.489980,0.002192
420.000000,3.37852597,3.15497055,-223.555426,0.002244
430.000000,3.37921929,3.15560730,-223.611998,0.002296
440.000000,3.37987590,3.15624277,-223.633132,0.002349
450.000000,3.38055706,3.15687705,-223.680009,0.002401
460.000000,3.38120174,3.15751024,-223.691508,0.002453
470.000000,3.38178301,3.15814240,-223.640608,0.002505
480.000000,3.38236046,3.15877362,-223.586840,0.002557
490.000000,3.38294053,3.15940396,-223.536574,0.002610
500.000000,3.38350391,3.16003348,-223.470433,0.002662
510.000000,3.38404918,3.16066225,-223.386929,0.002714
520.000000,3.38457561,3.16129031,-223.285292,0.002766
530.000000,3.38509727,3.16191773,-223.179538,0.002818
540.000000,3.38560343,3.16254454,-223.058892,0.002871
550.000000,3.38610077,3.16317078,-222.929985,0.002923
560.000000,3.38659286,3.16379651,-222.796354,0.002975
570.000000,3.38706374,3.16442175,-222.641988,0.003027
580.000000,3.38752031,3.16504655,-222.473765,0.003079
590.000000,3.38797212,3.16567093,-222.301190,0.003132
600.000000,3.38842511,3.16629492,-222.130193,0.003184
610.000000,3.38886619,3.16691855,-221.947635,0.003236
620.000000,3.38930941,3.16754185,-221.767556,0.003288
630.000000,3.38970637,3.16816484,-221.541533,0.003340
640.000000,3.39012456,3.16878754,-221.337016,0.003392
650.000000,3.39052844,3.16940998,-221.118460,0.003445
660.000000,3.39093661,3.17003217,-220.904443,0.003497
670.000000,3.39132452,3.17065413,-220.670390,0.003549
680.000000,3.39172029,3.17127588,-220.444418,0.003601
690.000000,3.39209700,3.17189743,-220.199571,0.003653
700.000000,3.39246225,3.17251879,-219.943463,0.003706
710.000000,3.39283276,3.17313999,-219.692771,0.003758
720.000000,3.39319229,3.17376102,-219.431269,0.003810
730.000000,3.39355731,3.17438191,-219.175399,0.003862
740.000000,3.39390421,3.17500266,-218.901544,0.003914
750.000000,3.39424109,3.17562329,-218.617803,0.003967
760.000000,3.39458394,3.17624380,-218.340140,0.004019
770.000000,3.39492893,3.17686420,-218.064732,0.004071
780.000000,3.39526486,3.17748450,-217.780365,0.004123
790.000000,3.39559293,3.17810470,-217.488224,0.004175
800.000000,3.39592266,3.17872482,-217.197839,0.004228
810.000000,3.39624286,3.17934486,-216.897999,0.004280
820.000000,3.39656281,3.17996482,-216.597996,0.004332
830.000000,3.39685941,3.18058471,-216.274697,0.004384
840.000000,3.39717293,3.18120454,-215.968391,0.004436
850.000000,3.39749146,3.18182430,-215.667151,0.004489
860.000000,3.39778423,3.18244401,-215.340219,0.004541
870.000000,3.39808226,3.18306367,-215.018583,0.004593
