time_s,current_A,voltage_V,capacity_Ah,cycle,step,cell_temperature_C,sample_id,protocol_id
0.0,-0.0,4.1933937,0.0,,,25.0,NCM920305_demo,CC_Cover5
120.01401251927018,0.0006879981820586324,4.1839008,7.644534773296781e-10,,,25.0,NCM920305_demo,CC_Cover5
120.05601252429187,0.0006879841316843841,4.1788192,8.790935973326367e-09,,,25.0,NCM920305_demo,CC_Cover5
120.13801253214478,0.0006879703586856805,4.1738167,2.4461373421880942e-08,,,25.0,NCM920305_demo,CC_Cover5
120.42801256291568,0.0006879747121155374,4.1688142,7.988156444496579e-08,,,25.0,NCM920305_demo,CC_Cover5
129.02601345977746,0.0006879708638841336,4.1637726,1.7229854824145001e-06,,,25.0,NCM920305_demo,CC_Cover5
189.02601971826516,0.0006879711073269783,4.159873,1.3189171800547101e-05,,,25.0,NCM920305_demo,CC_Cover5
249.02602597675286,0.0006879711173147288,4.158967,2.46553582851423e-05,,,25.0,NCM920305_demo,CC_Cover5
309.02603223524056,0.0006879727821497698,4.1583366,3.6121572516991005e-05,,,25.0,NCM920305_demo,CC_Cover5
369.02603849372827,0.0006879726861485521,4.1579037,4.75877851488192e-05,,,25.0,NCM920305_demo,CC_Cover5
429.02604475221597,0.0006879718033104745,4.1574702,5.9053983066678e-05,,,25.0,NCM920305_demo,CC_Cover5
489.02605101070367,0.0006879721182216481,4.1570764,7.052018623305691e-05,,,25.0,NCM920305_demo,CC_Cover5
549.0260572691914,0.0006879708835910332,4.1568398,8.19863688222567e-05,,,25.0,NCM920305_demo,CC_Cover5
609.0260635276791,0.0006879707562596308,4.1564856,9.345254928926621e-05,,,25.0,NCM920305_demo,CC_Cover5
669.0260697861668,0.0006879700959634184,4.1563277,0.00010491871875133781,,,25.0,NCM920305_demo,CC_Cover5
729.0260760446545,0.0006879708783895351,4.1559734,0.000116384901253846,,,25.0,NCM920305_demo,CC_Cover5
789.0260823031422,0.0006879712943822286,4.1556978,0.0001278510906895664,,,25.0,NCM920305_demo,CC_Cover5
849.0260885616299,0.0006879699804059189,4.1555009,0.00013931725822567939,,,25.0,NCM920305_demo,CC_Cover5
909.0260948201176,0.0006879684069090261,4.1550674,0.0001507833995368414,,,25.0,NCM920305_demo,CC_Cover5
969.0261010786053,0.0006879652519421265,4.1549492,0.0001622494882652163,,,25.0,NCM920305_demo,CC_Cover5
1029.026107337093,0.0006879668044720943,4.1545949,0.00017371560286909342,,,25.0,NCM920305_demo,CC_Cover5
1089.0261135955807,0.000687964768902162,4.1543584,0.0001851816835468014,,,25.0,NCM920305_demo,CC_Cover5
1149.0261198540684,0.0006879646672683059,4.1539645,0.00019664776253061159,,,25.0,NCM920305_demo,CC_Cover5
1209.026126112556,0.0006879656963682194,4.1535311,0.0002081138586660888,,,25.0,NCM920305_demo,CC_Cover5
1269.0261323710438,0.0006879642129319486,4.1530585,0.0002195799300776256,,,25.0,NCM920305_demo,CC_Cover5
1329.0261386295315,0.0006879644305743126,4.1526647,0.0002310460051165356,,,25.0,NCM920305_demo,CC_Cover5
1389.0261448880192,0.0006879654862857103,4.1519952,0.00024251209775063732,,,25.0,NCM920305_demo,CC_Cover5
1449.026151146507,0.0006879657620366364,4.1513648,0.00025397819498058823,,,25.0,NCM920305_demo,CC_Cover5
1509.0261574049946,0.0006879657280182824,4.1507344,0.0002654442916435665,,,25.0,NCM920305_demo,CC_Cover5
1569.0261636634823,0.0006879682316157576,4.1497498,0.0002769104300331738,,,25.0,NCM920305_demo,CC_Cover5
1629.02616992197,0.0006879678764754266,4.1488833,0.0002883765625037749,,,25.0,NCM920305_demo,CC_Cover5
1689.0261761804577,0.0006879685427440236,4.1479378,0.00029984270607885384,,,25.0,NCM920305_demo,CC_Cover5
1749.0261824389454,0.0006879696837039622,4.1467957,0.00031130886866993367,,,25.0,NCM920305_demo,CC_Cover5
1809.026188697433,0.00068796964735308,4.145535,0.0003227750306551654,,,25.0,NCM920305_demo,CC_Cover5
1869.0261949559208,0.0006879674234901075,4.1440778,0.0003342411555760105,,,25.0,NCM920305_demo,CC_Cover5
1929.0262012144085,0.0006879660791929182,4.1423445,0.0003457072580919,,,25.0,NCM920305_demo,CC_Cover5
1989.0262074728962,0.0006879663044865311,4.1406112,0.0003571733643626835,,,25.0,NCM920305_demo,CC_Cover5
2049.026213731384,0.000687966002863218,4.1386027,0.0003686394656064112,,,25.0,NCM920305_demo,CC_Cover5
2109.0262199898716,0.0006879661624625852,4.1362391,0.0003801055695101286,,,25.0,NCM920305_demo,CC_Cover5
2169.0262262483593,0.0006879677164151171,4.1338758,0.0003915716993130577,,,25.0,NCM920305_demo,CC_Cover5
2229.026232506847,0.0006879674833391252,4.1312366,0.00040303782523138645,,,25.0,NCM920305_demo,CC_Cover5
2289.0262387653347,0.0006879650076405944,4.1283216,0.0004145039098880687,,,25.0,NCM920305_demo,CC_Cover5
2349.0262450238224,0.0006879648354249123,4.1251707,0.0004259699916744893,,,25.0,NCM920305_demo,CC_Cover5
