cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s,cell_configuration,working_electrode
NCM920305_demo,DFN,as_provided,0.22107910734530845,~0.22 C (from max|I| / declared nominal capacity),as_provided,user_provided,Jackowska2025_2mAh_cm2,forced_current_window,False,104.29166740174198,34.263424109627955,-32.60000264480902,1131.122974272723,0.75829674599593,99.06559300278788,0.0005674113535293788,0.0006879981820586,0.0,,,,,,,,,,,,,,,,,,,,0.0029876108056686,0.0029990793134050493,0.00252448199696137,0.0029990793134050493,0.00252448199696137,-15.501644585985016,25.0,0.000687966249072,0.22106884610282776,17499.88782538101,13270.107993280211,225,0.6490311289962847,half_cell,positive
