t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,2.80947638,2.80873513,-0.741243,0.000052
10.000000,2.81445074,2.81361653,-0.834213,0.000103
20.000000,2.81516767,2.81612429,0.956624,0.000155
30.000000,2.81550550,2.81807570,2.570197,0.000207
40.000000,2.81608605,2.81974287,3.656819,0.000259
50.000000,2.81687665,2.82124268,4.366030,0.000310
60.000000,2.81780434,2.82262751,4.823174,0.000362
70.000000,2.81885386,2.82391831,5.064455,0.000414
80.000000,2.82020044,2.82514383,4.943389,0.000466
90.000000,2.82213569,2.82631697,4.181280,0.000518
100.000000,2.82519507,2.82744212,2.247050,0.000569
110.000000,2.83016777,2.82852478,-1.642989,0.000621
120.000000,2.83746552,2.82958065,-7.884878,0.000673
130.000000,2.84620333,2.83061017,-15.593162,0.000725
140.000000,2.85525966,2.83161212,-23.647537,0.000776
150.000000,2.86423564,2.83259120,-31.644437,0.000828
160.000000,2.87297297,2.83355259,-39.420371,0.000880
170.000000,2.88140416,2.83449824,-46.905925,0.000932
180.000000,2.88951635,2.83542780,-54.088553,0.000983
190.000000,2.89732122,2.83633838,-60.982845,0.001035
200.000000,2.90475798,2.83723916,-67.518821,0.001087
210.000000,2.91190410,2.83812961,-73.774483,0.001139
220.000000,2.91876030,2.83901070,-79.749602,0.001190
230.000000,2.92534280,2.83987884,-85.463960,0.001242
240.000000,2.93168235,2.84073629,-90.946060,0.001294
250.000000,2.93779588,2.84158755,-96.208331,0.001346
260.000000,2.94372487,2.84243229,-101.292578,0.001397
270.000000,2.94944310,2.84327106,-106.172045,0.001449
280.000000,2.95501351,2.84409896,-110.914551,0.001501
290.000000,2.96044135,2.84492099,-115.520359,0.001553
300.000000,2.96574354,2.84573839,-120.005155,0.001604
310.000000,2.97090960,2.84655150,-124.358092,0.001656
320.000000,2.97599745,2.84736067,-128.636776,0.001708
330.000000,2.98096704,2.84816072,-132.806326,0.001760
340.000000,2.98586798,2.84895691,-136.911071,0.001811
350.000000,2.99068522,2.84974999,-140.935232,0.001863
360.000000,2.99539590,2.85054021,-144.855688,0.001915
370.000000,3.00014520,2.85132777,-148.817424,0.001967
380.000000,3.00479984,2.85210829,-152.691552,0.002018
390.000000,3.00938678,2.85288529,-156.501491,0.002070
400.000000,3.01395130,2.85366019,-160.291117,0.002122
410.000000,3.01847386,2.85443314,-164.040725,0.002174
420.000000,3.02296042,2.85520429,-167.756135,0.002225
430.000000,3.02742672,2.85597049,-171.456234,0.002277
440.000000,3.03184509,2.85673269,-175.112404,0.002329
450.000000,3.03624916,2.85749346,-178.755698,0.002381
460.000000,3.04063654,2.85825291,-182.383625,0.002432
470.000000,3.04500389,2.85901114,-185.992754,0.002484
480.000000,3.04934025,2.85976634,-189.573905,0.002536
490.000000,3.05365705,2.86051673,-193.140323,0.002588
500.000000,3.05798173,2.86126614,-196.715585,0.002639
510.000000,3.06226659,2.86201465,-200.251934,0.002691
520.000000,3.06655931,2.86276233,-203.796990,0.002743
530.000000,3.07083416,2.86350892,-207.325236,0.002795
