t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,3.54626894,3.54687905,0.610113,0.000052
10.000000,3.54150796,3.54113717,-0.370793,0.000104
20.000000,3.53881192,3.53824444,-0.567484,0.000156
30.000000,3.53652883,3.53602909,-0.499733,0.000208
40.000000,3.53442907,3.53416452,-0.264550,0.000260
50.000000,3.53247118,3.53248234,0.011159,0.000312
60.000000,3.53059506,3.53098145,0.386382,0.000364
70.000000,3.52877617,3.52957586,0.799693,0.000416
80.000000,3.52703023,3.52824178,1.211546,0.000468
90.000000,3.52537870,3.52698909,1.610384,0.000519
100.000000,3.52370405,3.52580437,2.100321,0.000571
110.000000,3.52210140,3.52465762,2.556217,0.000623
120.000000,3.52054405,3.52354315,2.999098,0.000675
130.000000,3.51900983,3.52248371,3.473885,0.000727
140.000000,3.51751041,3.52146021,3.949796,0.000779
150.000000,3.51603770,3.52045720,4.419493,0.000831
160.000000,3.51461244,3.51947231,4.859869,0.000883
170.000000,3.51319170,3.51851866,5.326963,0.000935
180.000000,3.51180506,3.51759941,5.794357,0.000987
190.000000,3.51045942,3.51669269,6.233264,0.001039
200.000000,3.50912499,3.51579726,6.672269,0.001091
210.000000,3.50781226,3.51491208,7.099819,0.001143
220.000000,3.50652337,3.51406510,7.541731,0.001195
230.000000,3.50525832,3.51322952,7.971200,0.001247
240.000000,3.50400543,3.51240142,8.395988,0.001299
250.000000,3.50277472,3.51158016,8.805447,0.001351
260.000000,3.50157380,3.51076806,9.194258,0.001403
270.000000,3.50038815,3.50998856,9.600419,0.001455
280.000000,3.49920654,3.50921419,10.007643,0.001506
290.000000,3.49805737,3.50844451,10.387147,0.001558
300.000000,3.49692011,3.50767917,10.759066,0.001610
310.000000,3.49579144,3.50692192,11.130482,0.001662
320.000000,3.49468398,3.50619210,11.508121,0.001714
330.000000,3.49360132,3.50546558,11.864261,0.001766
340.000000,3.49251747,3.50474211,12.224634,0.001818
350.000000,3.49146199,3.50402144,12.559449,0.001870
360.000000,3.49041653,3.50330526,12.888734,0.001922
370.000000,3.48937297,3.50261589,13.242925,0.001974
380.000000,3.48835468,3.50192869,13.574003,0.002026
390.000000,3.48734117,3.50124347,13.902307,0.002078
400.000000,3.48633313,3.50056011,14.226974,0.002130
410.000000,3.48536873,3.49987845,14.509723,0.002182
420.000000,3.48437929,3.49922123,14.841936,0.002234
430.000000,3.48342276,3.49856755,15.144790,0.002286
440.000000,3.48248363,3.49791518,15.431558,0.002338
450.000000,3.48153615,3.49726404,15.727892,0.002390
460.000000,3.48059940,3.49661403,16.014630,0.002442
470.000000,3.47967982,3.49598127,16.301449,0.002494
480.000000,3.47875404,3.49535709,16.603046,0.002545
490.000000,3.47785521,3.49473378,16.878577,0.002597
500.000000,3.47693920,3.49411128,17.172083,0.002649
510.000000,3.47610378,3.49348954,17.385754,0.002701
520.000000,3.47525311,3.49287780,17.624692,0.002753
530.000000,3.47437954,3.49228018,17.900640,0.002805
540.000000,3.47353363,3.49168314,18.149513,0.002857
550.000000,3.47270036,3.49108664,18.386287,0.002909
560.000000,3.47185254,3.49049064,18.638103,0.002961
570.000000,3.47105122,3.48989744,18.846228,0.003013
580.000000,3.47022247,3.48932419,19.101716,0.003065
590.000000,3.46941400,3.48875132,19.337328,0.003117
600.000000,3.46861863,3.48817882,19.560184,0.003169
610.000000,3.46783352,3.48760664,19.773119,0.003221
620.000000,3.46705484,3.48703477,19.979924,0.003273
630.000000,3.46628594,3.48647967,20.193725,0.003325
640.000000,3.46552062,3.48592933,20.408712,0.003377
650.000000,3.46475863,3.48537923,20.620599,0.003429
660.000000,3.46401024,3.48482936,20.819117,0.003481
670.000000,3.46326995,3.48427968,21.009732,0.003532
680.000000,3.46253085,3.48373889,21.208037,0.003584
690.000000,3.46182227,3.48321013,21.387863,0.003636
700.000000,3.46109390,3.48268116,21.587254,0.003688
710.000000,3.46038938,3.48215233,21.762951,0.003740
720.000000,3.45968032,3.48162363,21.943315,0.003792
730.000000,3.45898318,3.48109700,22.113820,0.003844
740.000000,3.45828938,3.48058803,22.298647,0.003896
750.000000,3.45761013,3.48007909,22.468963,0.003948
760.000000,3.45693636,3.47957025,22.633894,0.004000
770.000000,3.45626068,3.47906150,22.800823,0.004052
780.000000,3.45560026,3.47855284,22.952577,0.004104
790.000000,3.45493960,3.47805827,23.118669,0.004156
800.000000,3.45430493,3.47756843,23.263499,0.004208
810.000000,3.45365620,3.47707866,23.422462,0.004260
820.000000,3.45301580,3.47658894,23.573141,0.004312
830.000000,3.45240068,3.47609929,23.698603,0.004364
840.000000,3.45177650,3.47561673,23.840221,0.004416
850.000000,3.45114946,3.47514520,23.995733,0.004468
860.000000,3.45054388,3.47467366,24.129780,0.004520
870.000000,3.44993711,3.47420216,24.265060,0.004571
880.000000,3.44935417,3.47373071,24.376535,0.004623
890.000000,3.44877386,3.47325989,24.486031,0.004675
900.000000,3.44818473,3.47280581,24.621084,0.004727
910.000000,3.44760823,3.47235176,24.743527,0.004779
920.000000,3.44703674,3.47189773,24.860991,0.004831
930.000000,3.44646740,3.47144373,24.976335,0.004883
940.000000,3.44592071,3.47098976,25.069052,0.004935
950.000000,3.44535947,3.47054703,25.187566,0.004987
960.000000,3.44480896,3.47010977,25.300806,0.005039
970.000000,3.44426060,3.46967252,25.411920,0.005091
