t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,2.94162869,2.94083834,-0.790358,0.000052
10.000000,2.95625424,2.94464131,-11.612936,0.000104
20.000000,2.96800685,2.94658021,-21.426636,0.000155
30.000000,2.97878289,2.94808281,-30.700081,0.000207
40.000000,2.98876286,2.94937491,-39.387944,0.000259
50.000000,2.99802303,2.95053421,-47.488824,0.000311
60.000000,3.00675225,2.95160020,-55.152052,0.000363
70.000000,3.01487017,2.95260085,-62.269317,0.000415
80.000000,3.02247643,2.95354875,-68.927686,0.000466
90.000000,3.02966404,2.95444797,-75.216073,0.000518
100.000000,3.03645563,2.95531807,-81.137564,0.000570
110.000000,3.04289556,2.95616029,-86.735265,0.000622
120.000000,3.04903555,2.95697532,-92.060228,0.000674
130.000000,3.05491757,2.95776531,-97.152262,0.000726
140.000000,3.06059647,2.95854007,-102.056398,0.000777
150.000000,3.06607318,2.95929928,-106.773901,0.000829
160.000000,3.07138491,2.96004254,-111.342367,0.000881
170.000000,3.07654977,2.96077030,-115.779473,0.000933
180.000000,3.08162498,2.96148718,-120.137807,0.000985
190.000000,3.08657503,2.96219428,-124.380747,0.001037
200.000000,3.09149694,2.96289256,-128.604381,0.001088
210.000000,3.09623098,2.96357739,-132.653595,0.001140
220.000000,3.10096192,2.96425538,-136.706548,0.001192
230.000000,3.10560298,2.96492678,-140.676202,0.001244
240.000000,3.11021757,2.96559217,-144.625405,0.001296
250.000000,3.11477900,2.96625119,-148.527804,0.001348
260.000000,3.11929727,2.96690114,-152.396121,0.001399
270.000000,3.12377357,2.96754650,-156.227079,0.001451
280.000000,3.12822509,2.96818761,-160.037475,0.001503
290.000000,3.13263178,2.96882483,-163.806945,0.001555
300.000000,3.13701677,2.96945724,-167.559532,0.001607
310.000000,3.14138007,2.97008286,-171.297216,0.001659
320.000000,3.14571428,2.97070543,-175.008853,0.001710
330.000000,3.15004539,2.97132520,-178.720197,0.001762
340.000000,3.15434647,2.97194237,-182.404096,0.001814
350.000000,3.15863013,2.97255619,-186.073946,0.001866
360.000000,3.16289449,2.97316417,-189.730319,0.001918
370.000000,3.16713595,2.97377011,-193.365846,0.001970
380.000000,3.17136621,2.97437416,-196.992059,0.002021
390.000000,3.17557764,2.97497645,-200.601189,0.002073
400.000000,3.17978549,2.97557685,-204.208644,0.002125
410.000000,3.18396616,2.97617155,-207.794614,0.002177
420.000000,3.18814301,2.97676486,-211.378155,0.002229
430.000000,3.19229054,2.97735689,-214.933655,0.002281
440.000000,3.19642496,2.97794773,-218.477234,0.002332
450.000000,3.20054698,2.97853746,-222.009520,0.002384
460.000000,3.20465755,2.97912237,-225.535185,0.002436
470.000000,3.20873213,2.97970575,-229.026378,0.002488
480.000000,3.21281052,2.98028825,-232.522262,0.002540
490.000000,3.21684599,2.98086995,-235.976044,0.002592
500.000000,3.22085691,2.98145088,-239.406022,0.002643
510.000000,3.22485590,2.98202858,-242.827321,0.002695
520.000000,3.22883153,2.98260378,-246.227751,0.002747
530.000000,3.23275304,2.98317845,-249.574586,0.002799
540.000000,3.23669648,2.98375257,-252.943912,0.002851
550.000000,3.24053144,2.98432617,-256.205272,0.002903
560.000000,3.24436593,2.98489813,-259.467805,0.002955
570.000000,3.24814534,2.98546642,-262.678923,0.003006
580.000000,3.25188088,2.98603442,-265.846462,0.003058
590.000000,3.25559235,2.98660205,-268.990301,0.003110
600.000000,3.25923252,2.98716932,-272.063206,0.003162
610.000000,3.26283073,2.98773626,-275.094477,0.003214
620.000000,3.26636529,2.98829876,-278.066528,0.003266
630.000000,3.26983643,2.98886090,-280.975529,0.003317
640.000000,3.27325344,2.98942277,-283.830669,0.003369
650.000000,3.27660227,2.98998441,-286.617863,0.003421
660.000000,3.27987027,2.99054581,-289.324458,0.003473
670.000000,3.28306746,2.99110435,-291.963114,0.003525
680.000000,3.28620839,2.99166118,-294.547216,0.003577
690.000000,3.28926945,2.99221782,-297.051626,0.003628
700.000000,3.29224873,2.99277430,-299.474424,0.003680
710.000000,3.29513764,2.99333063,-301.807015,0.003732
720.000000,3.29794359,2.99388564,-304.057951,0.003784
730.000000,3.30066514,2.99443749,-306.227649,0.003836
740.000000,3.30332375,2.99498928,-308.334469,0.003888
750.000000,3.30589128,2.99554095,-310.350327,0.003939
760.000000,3.30835509,2.99609251,-312.262579,0.003991
770.000000,3.31074810,2.99664398,-314.104117,0.004043
780.000000,3.31307411,2.99719148,-315.882628,0.004095
790.000000,3.31528687,2.99773867,-317.548207,0.004147
800.000000,3.31743026,2.99828577,-319.144484,0.004199
810.000000,3.31950784,2.99883281,-320.675029,0.004250
820.000000,3.32151699,2.99937977,-322.137216,0.004302
830.000000,3.32343435,2.99992429,-323.510060,0.004354
840.000000,3.32527232,3.00046706,-324.805259,0.004406
850.000000,3.32705855,3.00100978,-326.048774,0.004458
860.000000,3.32877445,3.00155245,-327.222006,0.004510
870.000000,3.33041787,3.00209507,-328.322804,0.004561
880.000000,3.33200788,3.00263675,-329.371137,0.004613
890.000000,3.33354187,3.00317522,-330.366650,0.004665
900.000000,3.33500576,3.00371368,-331.292082,0.004717
910.000000,3.33642411,3.00425210,-332.172011,0.004769
920.000000,3.33779979,3.00479049,-333.009294,0.004821
930.000000,3.33911586,3.00532886,-333.787001,0.004872
940.000000,3.34038782,3.00586372,-334.524104,0.004924
