cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s
33,SPME,C2,0.5,C/2,C0p5,0p5C,Ramadass2004,forced_current_window,False,200.3652177587624,176.636578432364,176.636578432364,1051.296874425522,1.0,94.58192029782234,0.5502600703550089,0.5505330562591553,-0.5499932169914246,,,CS2_33_8_17_10.xlsx,,,,1.0,,"rule-based: CC amplitude, min points, voltage direction, cutoff voltages",,,,,,,,,,,1.1601553571476355,1.1601553571476355,1.1601553591940286,1.1601553571476355,1.1601553591940286,1.7638957079352088e-07,25.0,0.5501731634140015,0.5501731634140015,7590.153560088605,7590.153560088605,760,0.40030110299994703
