parameter,group,cos_20R_DST50,proj_20R_DST50,rms_20R_DST50,cos_20R_DST80,proj_20R_DST80,rms_20R_DST80,cos_A123_008_FUDS,proj_A123_008_FUDS,rms_A123_008_FUDS,cos_CS2_33_0p5C,proj_CS2_33_0p5C,rms_CS2_33_0p5C,cos_Chen2020_C2,proj_Chen2020_C2,rms_Chen2020_C2,cos_Chen2020_1p5C,proj_Chen2020_1p5C,rms_Chen2020_1p5C
Dsn,solid_transport,0.8182040242924821,0.6694578253684127,0.6046781180263681,0.5366063771715397,0.28794640402116467,0.5202282157022852,0.21619492679432986,0.04674024637160565,6.54753157522349,0.7780994948448383,0.6054388238777926,0.06012961074144867,0.9337584176505584,0.8719047825332747,23.01178338088808,0.07458078944960554,0.0055622941549263935,93.54141433116553
Dsp,solid_transport,0.8415402554630604,0.7081900015648331,8.313730880180012,0.9539547895593792,0.9100297405232793,11.202596274457383,0.10606075951138152,0.011248884708131106,2.0379417121948467,0.7157670896626311,0.5123225266441132,1.445311405696585,0.6795495040781314,0.4617875284928343,39.38772576553885,0.5956205988816209,0.35476389781210066,102.33383040280796
j0n,kinetics,0.7666820759718078,0.5878014056164409,17.632183015873007,0.6798291901842262,0.46216772782654053,17.766301006412395,0.8599169401931699,0.7394571440311837,23.8636103686374,0.8595952603525343,0.7389040116205413,1.7125674860093598,0.7924119561537853,0.6279167082554687,39.59834524781916,0.7573230305422208,0.5735381725896537,49.65602287507186
j0p,kinetics,0.7352599494928623,0.5406071933282465,3.0396991458994065,0.6303439293527081,0.39733346927181185,2.99862487135529,0.788098821579457,0.6210997525749289,0.6091442711641362,0.8915230720949741,0.7948133880776603,2.0210118191238498,0.821986330226343,0.6756615270789709,8.004887586370474,0.6597404583236739,0.4352574723491312,30.943058777980863
De,electrolyte_transport,0.7364778439725552,0.5423996146624633,3.8098888172888374,0.8010540412353204,0.6416875769794383,3.769661687471358,0.40967873989056536,0.16783666991832155,0.6464128992721969,0.8848012674537791,0.7828732828878139,5.293952535705364,0.756673053516343,0.5725541099177464,14.858225569419306,0.6464002260033683,0.4178332521772056,91.50940138319415
kappa_e,electrolyte_transport,0.7327855252791474,0.536974626058636,4.534213355034979,0.6316226635787975,0.3989471891463747,4.609162808803049,0.8938764372302989,0.7990150850355328,0.7750669348356348,0.8815791829930533,0.7771818558866992,8.552866292979582,0.7546822052886856,0.5695452309793939,10.569756031895654,0.7571637722036308,0.5732969779376318,31.709076994253834
Rn,microstructure,-0.7913402592398423,0.6262194058937807,17.839732144534356,-0.6929667953393363,0.4802029794428694,17.71863566476582,-0.7975345902746397,0.6360614226845376,28.635903418704032,-0.8555356779332534,0.7319412962167113,1.7569245306632888,-0.9761437671634196,0.9528566541719921,73.99249215015033,-0.35911678540195535,0.12896486555743403,179.51835310584573
Rp,microstructure,-0.8835971024128444,0.7807438393923747,17.658479889035366,-0.9657126866511359,0.932600993158955,23.138941274687525,-0.21251717240736062,0.04516354856801986,4.180918532921973,-0.8065720509109804,0.6505584733107455,4.607327906729853,-0.6983930968396814,0.4877529177133207,82.65973270390958,-0.6431282035783622,0.4136138862379312,226.27890346531413
brug_e,electrolyte_transport,-0.8919679167880993,0.7956067645793018,12.512629032714106,-0.8649380725566826,0.7481178693580691,12.473825254572537,-0.8341711996885428,0.6958415903898231,1.4584762028395901,-0.8843197573516891,0.7820214332425501,49.8246276099484,-0.7577720278084952,0.5742184461289989,46.39545012819855,-0.7141168994663956,0.5099629461034982,245.53166865697204
