dataset,cell,window,run_id,run_short,protocol,parameter_match_grade,kind,parameter,vector_rms_mV,vector_bias_mV,vector_centered_rms_mV,high_current_rms_mV,high_current_ratio,high_transition_rms_mV,high_transition_ratio,late_progress_rms_mV,late_progress_ratio,n_points
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,Dsp,39.38772576553885,37.30815997443483,12.629098950569338,38.83336036668205,0.9859254275771914,30.510445377928257,0.7746181020845454,31.212548112548507,0.7924435215768924,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,j0n,39.59834524781916,39.426450839075265,3.685637068332135,40.088041723197364,1.012366589369165,44.94726030951362,1.1350792571815622,43.57580162596246,1.1004450148926956,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,j0p,8.004887586370474,7.937832784056692,1.033941953294724,8.13063051659727,1.0157082693379595,9.434671704490007,1.1786138909125914,9.335616364195559,1.166239533468384,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,De,14.858225569419306,14.727298080674911,1.9681357460029687,14.819545887207221,0.9973967495626332,13.908170191572502,0.9360586246716986,14.786452360069761,0.9951694629339007,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,kappa_e,10.569756031895654,10.569755988635778,0.0009562910856678082,10.570457412778294,1.0000663573388566,10.569990300466575,1.0000221640471374,10.569862157529156,1.000010040499817,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,Rn,73.99249215015033,-61.604149918347794,40.98557804188914,78.53947033755291,1.061451885931556,138.5040617436803,1.8718664248072485,117.43453124495069,1.5871141494551229,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,Rp,82.65973270390958,-79.25335793679432,23.48481778562775,81.65895311352472,0.9878927797411383,67.4070788973047,0.8154766134891763,68.94544177506404,0.8340874028957888,284
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,response,brug_e,46.39545012819855,-46.250973291311944,3.658587460278541,46.29564138248885,0.9978487384984108,44.193945777553125,0.9525491326291201,46.38210970569079,0.9997124626990168,284
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,residual,,48.04015878520048,35.982302601286655,31.82971497856547,46.85921699165889,0.9754176126098609,52.4146193184274,1.0910584112093846,31.32023058014366,0.6519593475988332,143
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,Dsn,93.54141433116553,50.76170826546354,78.57000171214679,100.70205017305972,1.0765504337634166,162.2155032851415,1.7341570516653562,149.01960299853877,1.5930869130432783,135
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,Dsp,102.33383040280796,96.46059718688812,34.16966542504588,103.42419582038498,1.0106549848987876,97.71616849796101,0.9548764872117965,111.63197677661165,1.0908609238724298,140
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,j0n,49.65602287507186,49.636878202733094,1.378742200956876,49.67228549567125,1.0003275054999934,51.47851760950218,1.0367023903427681,50.76723855102128,1.0223782657492544,141
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,j0p,30.943058777980863,30.443968164804264,5.535132240332023,30.98278900173523,1.0012839785503895,33.675354038252834,1.0883007488004475,36.31112929847834,1.1734822196801502,142
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,De,91.50940138319415,87.56995545372796,26.560750052335393,91.12604441253399,0.9958107367673092,82.03576789698522,0.8964736590665888,100.4383315528979,1.097573910819436,140
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,kappa_e,31.709076994253834,31.70907696548511,0.0013507255505123233,31.709768543572633,1.0000218091910693,31.709790704181152,1.0000225080637777,31.709020399367134,0.9999982151834091,142
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,Rn,179.51835310584573,-129.49352908942848,124.33127131096364,192.4994240814407,1.0723105507097719,231.79729886052488,1.2912178328856156,286.11152450873163,1.5937731132149902,130
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,Rp,226.27890346531413,-215.30159920167765,69.62301009483225,227.69203413532927,1.0062450836042334,196.5123824587689,0.868452071533447,252.2389884267012,1.114726050744569,136
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,response,brug_e,245.53166865697204,-238.81635204401235,57.03113456584451,244.3805709871716,0.9953118158806283,195.10424238320738,0.7946194617191482,266.4554367273268,1.085218204986775,136
