variant,time_s,soc_experiment,soc_model_average,soc_model_surface,voltage_sim_V,voltage_exp_V
B0p5_capmatch,118250.02100000001,0.7317920595705347,0.7325790534473764,0.740978678790599,0.04992237087069249,0.0505939759
B0p5_capmatch,118340.02100000001,0.7323490292938204,0.7331360172157104,0.7415370493338597,0.04991697634784204,0.0506265871
B0p5_capmatch,118420.02100000001,0.7328441086143173,0.7336311049294456,0.7420333826199614,0.04992728625741047,0.0506214015
B0p5_capmatch,118500.02100000001,0.7333391914383791,0.7341261826334343,0.7425296264316549,0.04993773822468563,0.0505717434
B0p5_capmatch,118580.02100000001,0.7338342691858468,0.7346212532747101,0.7430258586618852,0.049917136275836244,0.0505732186
B0p5_capmatch,118660.02100000001,0.7343293501508742,0.7351163232340399,0.7435220928096347,0.049908744886849855,0.0505658127
B0p5_capmatch,118740.02100000001,0.7348244276123367,0.7356114022356275,0.7440183932491715,0.04991507133017911,0.0505895279
B0p5_capmatch,118820.02100000001,0.7353195061463191,0.7361064929193779,0.7445147156865244,0.049904045681934385,0.050585825
B0p5_capmatch,118900.02100000001,0.7358145893278875,0.7366015745602894,0.7450109391021469,0.049868144875149435,0.0505406074
B0p5_capmatch,118980.02100000001,0.736309661998761,0.7370966540244,0.7455071854573834,0.049849784135790234,0.0505672954
B0p5_capmatch,119060.02100000001,0.7368047413907592,0.7375917376676494,0.7460034338159265,0.049843622180007686,0.0505517311
B0p5_capmatch,119140.02100000001,0.7372998177797019,0.7380868144025472,0.7464996328350759,0.04984877948341014,0.0505124442
B0p5_capmatch,119220.02100000001,0.7377948978867134,0.7385818950112277,0.7469958765481726,0.04985356883569559,0.0505480208
B0p5_capmatch,119310.02100000001,0.7383518589583389,0.739138857476083,0.747554091125205,0.04983494476777757,0.0504991002
B0p5_capmatch,119390.02100000001,0.7388469379213292,0.7396339263794904,0.7480502525575464,0.04979807366516533,0.0504902117
B0p5_capmatch,119470.02100000001,0.7393420178138369,0.7401290005859531,0.7485464599243223,0.04980135521413401,0.0504939146
B0p5_capmatch,119550.02100000001,0.7398370989933681,0.7406240756264616,0.7490426471479505,0.04980312860064724,0.0504716821
B0p5_capmatch,119630.02100000001,0.7403321832474566,0.741119147961975,0.749538820207994,0.049799654084596086,0.050466489
B0p5_capmatch,119710.02100000001,0.7408272628539587,0.7416142208473357,0.7500349942656771,0.049789423166318174,0.0504494421
B0p5_capmatch,119790.02100000001,0.7413223348098193,0.7421093014573272,0.7505312145117262,0.04977213192090754,0.0504805706
B0p5_capmatch,119870.02100000001,0.7418174090537222,0.7426043803017183,0.7510273775724232,0.04975987155876196,0.0504368432
B0p5_capmatch,119950.02100000001,0.7423124885172218,0.7430994556528834,0.751523539579241,0.049762426952301174,0.0504479595
B0p5_capmatch,120030.02100000001,0.74280757005426,0.7435945336196363,0.7520197038098899,0.04975885465902381,0.0504309125
B0p5_capmatch,120110.02100000001,0.7433026503757757,0.7440896123140978,0.7525158692500047,0.049722907196242144,0.0504301749
B0p5_capmatch,120190.02100000001,0.7437977286952541,0.7445846943961536,0.7530120414060466,0.04972757962631146,0.0504309125
B0p5_capmatch,120280.02100000001,0.7443546983470385,0.7451416623126432,0.7535702190739412,0.049701634229456754,0.0504116453
B0p5_capmatch,120360.02100000001,0.744849776523514,0.7456367467273889,0.7540663811764278,0.04968091344629386,0.050404232
B0p5_capmatch,120440.02100000001,0.7453448537704723,0.7461318279921412,0.7545625038275962,0.04968310375719972,0.0503916331
B0p5_capmatch,120520.02100000001,0.7458399330909693,0.7466269126302216,0.7550586646701222,0.04967928177232668,0.050399784
B0p5_capmatch,120600.02100000001,0.7463350136269888,0.747122004369596,0.7555548342960356,0.04966711702889977,0.0503805093
B0p5_capmatch,120680.02100000001,0.7468300938055017,0.747617086049519,0.756050917305483,0.04964311072842972,0.0503604971
B0p5_capmatch,120760.02100000001,0.7473251683354096,0.7481121571517526,0.7565469695048738,0.049647788888686754,0.0503382646
B0p5_capmatch,120840.02100000001,0.7478202435803312,0.7486072295770005,0.7570430550088021,0.049630156884948075,0.0503338166
B0p5_capmatch,120920.02100000001,0.7483153239018467,0.7491023011839764,0.7575391252413871,0.04962196360625828,0.0503189899
B0p5_capmatch,121000.02100000001,0.7488103985032561,0.7495973754374432,0.7580352238784861,0.04964198960771059,0.0503271483
B0p5_capmatch,121080.02100000001,0.7493054761077212,0.7500924492425975,0.7585312921923446,0.04961024858743435,0.050306391
B0p5_capmatch,121160.02100000001,0.7498005542126956,0.7505875264685936,0.7590273979054127,0.04958154665955757,0.0503049083
B0p5_capmatch,121250.02100000001,0.7503575212904323,0.7511445009369557,0.7595855527033843,0.049599664161500204,0.0503138043
B0p5_capmatch,121330.02100000001,0.7508525984658894,0.7516395838039576,0.7600816143184864,0.049585734323154766,0.0502745248
B0p5_capmatch,121410.02100000001,0.7513476764993625,0.752134660166347,0.7605776586902435,0.04957160464443531,0.0502671115
B0p5_capmatch,121490.02100000001,0.7518427523877957,0.7526297340607463,0.7610736903288456,0.049548073596826836,0.0502448715
B0p5_capmatch,121570.02100000001,0.7523378359983723,0.753124811792333,0.7615697622094613,0.04951457991651009,0.0502656288
B0p5_capmatch,121650.02100000001,0.7528329088837501,0.7536198877943917,0.7620657899007204,0.04949858314502884,0.0502241217
B0p5_capmatch,121730.02100000001,0.7533279869887243,0.7541149602655286,0.7625618184386269,0.0495172815811477,0.0502248593
B0p5_capmatch,121810.02100000001,0.7538230621621445,0.7546100330155565,0.7630578381750726,0.04947662700649432,0.0501959585
B0p5_capmatch,121890.02100000001,0.7543181396951082,0.7551051042525957,0.7635538563838864,0.04947610717356493,0.0502026267
