t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,3.55034566,3.55092045,0.574792,0.000052
10.000000,3.54511309,3.54488389,-0.229201,0.000104
20.000000,3.54217291,3.54186622,-0.306689,0.000156
30.000000,3.53972793,3.53960487,-0.123054,0.000208
40.000000,3.53750420,3.53766348,0.159280,0.000260
50.000000,3.53542686,3.53594889,0.522039,0.000312
60.000000,3.53347015,3.53440309,0.932940,0.000363
70.000000,3.53157592,3.53294344,1.367518,0.000415
80.000000,3.52976847,3.53157415,1.805683,0.000467
90.000000,3.52801824,3.53030208,2.283846,0.000519
100.000000,3.52629495,3.52907121,2.776267,0.000571
110.000000,3.52464962,3.52787997,3.230348,0.000623
120.000000,3.52302194,3.52674709,3.725151,0.000675
130.000000,3.52146387,3.52566249,4.198615,0.000727
140.000000,3.51992536,3.52459931,4.673951,0.000779
150.000000,3.51841974,3.52355750,5.137755,0.000831
160.000000,3.51692724,3.52255028,5.623039,0.000883
170.000000,3.51548648,3.52158288,6.096401,0.000935
180.000000,3.51405811,3.52062806,6.569951,0.000986
190.000000,3.51267672,3.51968631,7.009591,0.001038
200.000000,3.51130748,3.51875658,7.449104,0.001090
210.000000,3.50995970,3.51786950,7.909801,0.001142
220.000000,3.50864983,3.51699323,8.343406,0.001194
230.000000,3.50735497,3.51612550,8.770521,0.001246
240.000000,3.50607967,3.51526555,9.185874,0.001298
250.000000,3.50481725,3.51441888,9.601628,0.001350
260.000000,3.50357199,3.51360446,10.032476,0.001402
270.000000,3.50235820,3.51279499,10.436795,0.001454
280.000000,3.50117421,3.51199085,10.816639,0.001506
290.000000,3.49999142,3.51119161,11.200193,0.001558
300.000000,3.49882507,3.51040515,11.580076,0.001610
310.000000,3.49768734,3.50964411,11.956773,0.001661
320.000000,3.49654722,3.50888627,12.339047,0.001713
330.000000,3.49543452,3.50813186,12.697333,0.001765
340.000000,3.49434233,3.50738061,13.038285,0.001817
350.000000,3.49325156,3.50663873,13.387170,0.001869
360.000000,3.49218416,3.50592085,13.736686,0.001921
370.000000,3.49112821,3.50520504,14.076829,0.001973
380.000000,3.49009132,3.50449147,14.400145,0.002025
390.000000,3.48904967,3.50377998,14.730308,0.002077
400.000000,3.48803568,3.50307279,15.037109,0.002129
410.000000,3.48703218,3.50239116,15.358989,0.002181
420.000000,3.48605323,3.50171096,15.657735,0.002233
430.000000,3.48506522,3.50103225,15.967025,0.002285
440.000000,3.48409176,3.50035490,16.263144,0.002336
450.000000,3.48313594,3.49967896,16.543018,0.002388
460.000000,3.48219919,3.49902573,16.826533,0.002440
470.000000,3.48125172,3.49837667,17.124953,0.002492
480.000000,3.48033357,3.49772860,17.395032,0.002544
490.000000,3.47942853,3.49708144,17.652909,0.002596
500.000000,3.47850823,3.49643512,17.926888,0.002648
510.000000,3.47758365,3.49580410,18.220455,0.002700
520.000000,3.47673893,3.49518308,18.444151,0.002752
530.000000,3.47585464,3.49456260,18.707966,0.002804
540.000000,3.47501826,3.49394273,18.924464,0.002856
550.000000,3.47413898,3.49332341,19.184439,0.002908
560.000000,3.47329044,3.49271181,19.421370,0.002959
570.000000,3.47245455,3.49211629,19.661744,0.003011
580.000000,3.47163320,3.49152112,19.887922,0.003063
590.000000,3.47080970,3.49092635,20.116650,0.003115
600.000000,3.46999073,3.49033195,20.341222,0.003167
610.000000,3.46918726,3.48973885,20.551594,0.003219
620.000000,3.46839571,3.48916601,20.770298,0.003271
630.000000,3.46761966,3.48859437,20.974710,0.003323
640.000000,3.46681929,3.48802300,21.203710,0.003375
650.000000,3.46604252,3.48745187,21.409356,0.003427
660.000000,3.46528935,3.48688098,21.591630,0.003479
670.000000,3.46454072,3.48632430,21.783575,0.003531
680.000000,3.46377754,3.48577476,21.997222,0.003583
690.000000,3.46304679,3.48522541,22.178623,0.003634
700.000000,3.46232939,3.48467623,22.346839,0.003686
710.000000,3.46158719,3.48412720,22.540005,0.003738
720.000000,3.46087956,3.48358457,22.705009,0.003790
730.000000,3.46015930,3.48305622,22.896921,0.003842
740.000000,3.45945740,3.48252773,23.070337,0.003894
750.000000,3.45875883,3.48199936,23.240527,0.003946
760.000000,3.45807886,3.48147109,23.392224,0.003998
770.000000,3.45738029,3.48094363,23.563339,0.004050
780.000000,3.45670366,3.48043368,23.730020,0.004102
790.000000,3.45604420,3.47992507,23.880873,0.004154
800.000000,3.45537329,3.47941652,24.043236,0.004206
810.000000,3.45471883,3.47890805,24.189219,0.004258
820.000000,3.45407701,3.47839963,24.322630,0.004309
830.000000,3.45342779,3.47790280,24.475012,0.004361
840.000000,3.45280004,3.47741317,24.613132,0.004413
850.000000,3.45217514,3.47692358,24.748440,0.004465
860.000000,3.45155478,3.47643404,24.879267,0.004517
870.000000,3.45094323,3.47594455,25.001314,0.004569
880.000000,3.45031714,3.47545974,25.142593,0.004621
890.000000,3.44972444,3.47498829,25.263854,0.004673
900.000000,3.44912291,3.47451687,25.393965,0.004725
910.000000,3.44854212,3.47404548,25.503367,0.004777
920.000000,3.44795656,3.47357413,25.617567,0.004829
930.000000,3.44736552,3.47310317,25.737651,0.004881
940.000000,3.44680190,3.47264704,25.845135,0.004933
950.000000,3.44624376,3.47219306,25.949294,0.004984
960.000000,3.44567657,3.47173910,26.062532,0.005036
970.000000,3.44512153,3.47128516,26.163632,0.005088
980.000000,3.44457221,3.47083124,26.259029,0.005140
990.000000,3.44402981,3.47038627,26.356462,0.005192
1000.000000,3.44349360,3.46994904,26.455439,0.005244
1010.000000,3.44296908,3.46951183,26.542747,0.005296
1020.000000,3.44244385,3.46907463,26.630786,0.005348
1030.000000,3.44191551,3.46863745,26.721938,0.005400
1040.000000,3.44141197,3.46820311,26.791141,0.005452
1050.000000,3.44090247,3.46778194,26.879470,0.005504
1060.000000,3.44039965,3.46736083,26.961187,0.005556
1070.000000,3.43989682,3.46693974,27.042916,0.005607
1080.000000,3.43942118,3.46651865,27.097475,0.005659
1090.000000,3.43894291,3.46609771,27.154804,0.005711
1100.000000,3.43846083,3.46568902,27.228190,0.005763
1110.000000,3.43796945,3.46528341,27.313960,0.005815
1120.000000,3.43751693,3.46487780,27.360874,0.005867
1130.000000,3.43704343,3.46447221,27.428778,0.005919
1140.000000,3.43658495,3.46406662,27.481667,0.005971
1150.000000,3.43613839,3.46366765,27.529259,0.006023
1160.000000,3.43568730,3.46327697,27.589667,0.006075
1170.000000,3.43524432,3.46288628,27.641957,0.006127
1180.000000,3.43480921,3.46249559,27.686385,0.006179
1190.000000,3.43438244,3.46210491,27.722474,0.006231
1200.000000,3.43394852,3.46171577,27.767252,0.006282
1210.000000,3.43351722,3.46133907,27.821850,0.006334
1220.000000,3.43310738,3.46096273,27.855355,0.006386
1230.000000,3.43269539,3.46058640,27.891012,0.006438
1240.000000,3.43230152,3.46021008,27.908554,0.006490
1250.000000,3.43189693,3.45983378,27.936859,0.006542
1260.000000,3.43148804,3.45946733,27.979289,0.006594
1270.000000,3.43111563,3.45910482,27.989195,0.006646
1280.000000,3.43072009,3.45874231,28.022223,0.006698
1290.000000,3.43034482,3.45837981,28.034991,0.006750
1300.000000,3.42997098,3.45801731,28.046330,0.006802
1310.000000,3.42959499,3.45765949,28.064493,0.006854
1320.000000,3.42924428,3.45731030,28.066021,0.006906
1330.000000,3.42884660,3.45696110,28.114506,0.006957
1340.000000,3.42850232,3.45661191,28.109589,0.007009
1350.000000,3.42814684,3.45626272,28.115881,0.007061
1360.000000,3.42781544,3.45591446,28.099026,0.007113
1370.000000,3.42745972,3.45557700,28.117284,0.007165
1380.000000,3.42713666,3.45524062,28.103962,0.007217
1390.000000,3.42678213,3.45490425,28.122115,0.007269
1400.000000,3.42647362,3.45456788,28.094258,0.007321
1410.000000,3.42614102,3.45423151,28.090483,0.007373
1420.000000,3.42582250,3.45390283,28.080335,0.007425
1430.000000,3.42551589,3.45357880,28.062908,0.007477
1440.000000,3.42520785,3.45325477,28.046915,0.007529
1450.000000,3.42490196,3.45293074,28.028781,0.007580
1460.000000,3.42460299,3.45260672,28.003734,0.007632
1470.000000,3.42429948,3.45228578,27.986300,0.007684
1480.000000,3.42401695,3.45197363,27.956681,0.007736
1490.000000,3.42373228,3.45166149,27.929214,0.007788
1500.000000,3.42344165,3.45134936,27.907711,0.007840
1510.000000,3.42316031,3.45103723,27.876912,0.007892
1520.000000,3.42290545,3.45072565,27.820206,0.007944
1530.000000,3.42263150,3.45042320,27.791698,0.007996
1540.000000,3.42236948,3.45012251,27.753033,0.008048
1550.000000,3.42211819,3.44982183,27.703643,0.008100
1560.000000,3.42186189,3.44952115,27.659263,0.008152
1570.000000,3.42162275,3.44922047,27.597719,0.008204
1580.000000,3.42138338,3.44892564,27.542254,0.008255
1590.000000,3.42114615,3.44863598,27.489825,0.008307
1600.000000,3.42091608,3.44834633,27.430246,0.008359
1610.000000,3.42068172,3.44805668,27.374962,0.008411
1620.000000,3.42045784,3.44776703,27.309189,0.008463
1630.000000,3.42024589,3.44747930,27.233415,0.008515
1640.000000,3.42001271,3.44720011,27.187394,0.008567
1650.000000,3.41981149,3.44692108,27.109590,0.008619
1660.000000,3.41959500,3.44664205,27.047049,0.008671
1670.000000,3.41939425,3.44636303,26.968775,0.008723
1680.000000,3.41919351,3.44608435,26.890839,0.008775
1690.000000,3.41899705,3.44581318,26.816129,0.008827
1700.000000,3.41879916,3.44554438,26.745218,0.008879
1710.000000,3.41860938,3.44527559,26.666206,0.008930
1720.000000,3.41841865,3.44500680,26.588152,0.008982
1730.000000,3.41823101,3.44473801,26.507000,0.009034
1740.000000,3.41804934,3.44447353,26.424192,0.009086
1750.000000,3.41787124,3.44421458,26.343345,0.009138
1760.000000,3.41769171,3.44395564,26.263936,0.009190
1770.000000,3.41752148,3.44369671,26.175234,0.009242
1780.000000,3.41735339,3.44343778,26.084389,0.009294
1790.000000,3.41719151,3.44318015,25.988641,0.009346
1800.000000,3.41701150,3.44293009,25.918587,0.009398
1810.000000,3.41684985,3.44268064,25.830791,0.009450
1820.000000,3.41669202,3.44243120,25.739185,0.009502
1830.000000,3.41653919,3.44218177,25.642574,0.009554
1840.000000,3.41637897,3.44193252,25.553541,0.009605
1850.000000,3.41622496,3.44168936,25.464405,0.009657
1860.000000,3.41608119,3.44144906,25.367868,0.009709
1870.000000,3.41593838,3.44120876,25.270384,0.009761
1880.000000,3.41578794,3.44096847,25.180534,0.009813
1890.000000,3.41565156,3.44072818,25.076619,0.009865
1900.000000,3.41551733,3.44049095,24.973622,0.009917
1910.000000,3.41537595,3.44025942,24.883468,0.009969
1920.000000,3.41522598,3.44002793,24.801943,0.010021
1930.000000,3.41509032,3.43979644,24.706117,0.010073
1940.000000,3.41496873,3.43956496,24.596228,0.010125
1950.000000,3.41483378,3.43933439,24.500606,0.010177
1960.000000,3.41470408,3.43911029,24.406203,0.010228
1970.000000,3.41457367,3.43888728,24.313610,0.010280
1980.000000,3.41445518,3.43866428,24.209102,0.010332
1990.000000,3.41433597,3.43844128,24.105312,0.010384
2000.000000,3.41420507,3.43821839,24.013317,0.010436
2010.000000,3.41409326,3.43800031,23.907052,0.010488
2020.000000,3.41397166,3.43778546,23.813799,0.010540
2030.000000,3.41386223,3.43757063,23.708400,0.010592
2040.000000,3.41373634,3.43735580,23.619457,0.010644
