t_s,V_exp,V_sim,residual_mV,cap_fraction
0.000000,2.80947638,2.80880788,-0.668491,0.000052
10.000000,2.81445074,2.81381693,-0.633812,0.000103
20.000000,2.81516767,2.81633844,1.170773,0.000155
30.000000,2.81550550,2.81829477,2.789267,0.000207
40.000000,2.81608605,2.81996361,3.877555,0.000259
50.000000,2.81687665,2.82146414,4.587490,0.000310
60.000000,2.81780434,2.82284921,5.044874,0.000362
70.000000,2.81885386,2.82413429,5.280433,0.000414
80.000000,2.82020044,2.82536106,5.160613,0.000466
90.000000,2.82213569,2.82653508,4.399391,0.000518
100.000000,2.82519507,2.82766091,2.465837,0.000569
110.000000,2.83016777,2.82874408,-1.423693,0.000621
120.000000,2.83746552,2.82980033,-7.665194,0.000673
130.000000,2.84620333,2.83083016,-15.373167,0.000725
140.000000,2.85525966,2.83183237,-23.427283,0.000776
150.000000,2.86423564,2.83281167,-31.423972,0.000828
160.000000,2.87297297,2.83377324,-39.199729,0.000880
170.000000,2.88140416,2.83471903,-46.685134,0.000932
180.000000,2.88951635,2.83564872,-53.867636,0.000983
190.000000,2.89732122,2.83655940,-60.761826,0.001035
200.000000,2.90475798,2.83746027,-67.297704,0.001087
210.000000,2.91190410,2.83835082,-73.553279,0.001139
220.000000,2.91876030,2.83923198,-79.528322,0.001190
230.000000,2.92534280,2.84010020,-85.242594,0.001242
240.000000,2.93168235,2.84095769,-90.724655,0.001294
250.000000,2.93779588,2.84180901,-95.986871,0.001346
260.000000,2.94372487,2.84265380,-101.071069,0.001397
270.000000,2.94944310,2.84349261,-105.950491,0.001449
280.000000,2.95501351,2.84432008,-110.693439,0.001501
290.000000,2.96044135,2.84514218,-115.299170,0.001553
300.000000,2.96574354,2.84595964,-119.783898,0.001604
310.000000,2.97090960,2.84677282,-124.136773,0.001656
320.000000,2.97599745,2.84758205,-128.415402,0.001708
330.000000,2.98096704,2.84838206,-132.584983,0.001760
340.000000,2.98586798,2.84917830,-136.689673,0.001811
350.000000,2.99068522,2.84997144,-140.713783,0.001863
360.000000,2.99539590,2.85076171,-144.634194,0.001915
370.000000,3.00014520,2.85154931,-148.595888,0.001967
380.000000,3.00479984,2.85233000,-152.469847,0.002018
390.000000,3.00938678,2.85310702,-156.279759,0.002070
400.000000,3.01395130,2.85388194,-160.069360,0.002122
410.000000,3.01847386,2.85465492,-163.818945,0.002174
420.000000,3.02296042,2.85542609,-167.534334,0.002225
430.000000,3.02742672,2.85619230,-171.234415,0.002277
