cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s
35,SPME,1C,1.0,1C,C1,1C,Ramadass2004,forced_current_window,False,269.92881344566143,250.26132816027803,250.26132816027803,1037.322884307026,1.0,101.14757513473246,1.0997143255304849,1.1001102924346924,-1.0993878841400146,,,CS2_35_8_17_10.xlsx,,,,1.0,,"rule-based: CC amplitude, min points, voltage direction, cutoff voltages",,,,,,,,,,,1.1384504398687911,1.138450439868792,1.1384504509370679,1.138450439868792,1.1384504509370679,9.72222975367668e-07,25.0,1.0997490882873535,1.0997490882873535,3726.8046428190282,3726.8046428190282,374,0.3263280550017953
