dataset,cell,window,chemistry,model,parameter_set,parameter_match_grade,parameter_match_level,protocol,c_rate,initial_state_value,time_s,elapsed_fraction,q_fraction,current_A,abs_current_A,dI_dt_A_s,abs_dI_dt_A_s,voltage_exp_V,voltage_sim_V,residual_mV,abs_residual_mV
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5778.69607105941,0.761341127727059,0.76133658261581,0.5503531098365784,0.5503531098365784,-1.796707229610016e-05,1.796707229610016e-05,3.6463778018951416,3.8100798832189593,163.7020813238177,163.7020813238177
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5788.696077582588,0.762658624987689,0.7626543023731278,0.5503531098365784,0.5503531098365784,0.0,0.0,3.646053791046143,3.8097105460635534,163.6567550174104,163.6567550174104
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5798.711385626868,0.7639781382182175,0.7639738226867844,0.5501731634140015,0.5501731634140015,-1.7967138083154854e-05,1.7967138083154854e-05,3.6455676555633545,3.809345437569698,163.7777820063433,163.7777820063433
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5808.726884015548,0.7652976765265522,0.7652931523202684,0.5501731634140015,0.5501731634140015,0.0,0.0,3.6450817584991455,3.80897721168938,163.89545319023435,163.89545319023435
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5818.742345602503,0.7666172099862728,0.7666126928632258,0.5503531098365784,0.5503531098365784,1.7966862636795153e-05,1.7966862636795153e-05,3.644595861434937,3.808605301703498,164.00944026856124,164.00944026856124
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5828.757816166833,0.7679367446287595,0.7679322345889554,0.5501731634140015,0.5501731634140015,-1.796684653218061e-05,1.796684653218061e-05,3.644109725952149,3.808241882655445,164.13215670329606,164.13215670329606
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5838.773421156189,0.769256296981695,0.769251794025229,0.5503531098365784,0.5503531098365784,1.7966605389104783e-05,1.7966605389104783e-05,3.643299818038941,3.80787120650322,164.57138846427898,164.57138846427898
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5848.788823831319,0.7705758226798038,0.770571326806533,0.5501731634140015,0.5501731634140015,-1.7966968320080386e-05,1.7966968320080386e-05,3.642975807189941,3.8075089946008,164.5331874108589,164.5331874108589
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5858.8042469574175,0.7718953510723205,0.7718908622822591,0.5503531098365784,0.5503531098365784,1.796693163247328e-05,1.796693163247328e-05,3.642489910125733,3.807139524293904,164.64961416817124,164.64961416817124
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5868.81972185254,0.7732148862853875,0.7732104045785723,0.5501731634140015,0.5501731634140015,-1.7966838763135868e-05,1.7966838763135868e-05,3.642165899276733,3.806778506250436,164.61260697370284,164.61260697370284
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5878.835230000539,0.7745344258795089,0.7745299512559634,0.5503531098365784,0.5503531098365784,1.7966779110739242e-05,1.7966779110739242e-05,3.641355991363525,3.806410226401918,165.05423503839322,165.05423503839322
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5888.850811065271,0.7758539750803838,0.7758495075401595,0.5501731634140015,0.5501731634140015,-1.7966648306662054e-05,1.7966648306662054e-05,3.6410319805145264,3.806050395879772,165.01841536524563,165.01841536524563
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5898.866412946885,0.7771735270238753,0.7771690665669869,0.5503531098365784,0.5503531098365784,1.7966610963963612e-05,1.7966610963963612e-05,3.640383958816528,3.805683301074925,165.29934225839727,165.29934225839727
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5908.881633292593,0.7784930287001485,0.7784885753263261,0.5501731634140015,0.5501731634140015,-1.7967295412929347e-05,1.7967295412929347e-05,3.6398980617523193,3.8053246697950582,165.4266080427389,165.4266080427389
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5918.897249419708,0.7798125825204796,0.7798081362300033,0.5503531098365784,0.5503531098365784,1.796658540953228e-05,1.796658540953228e-05,3.6390881538391113,3.804958757583656,165.87060374454455,165.87060374454455
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5928.912739252059,0.7811321197015211,0.7811276804943015,0.5501731634140015,0.5501731634140015,-1.7966811967165464e-05,1.7966811967165464e-05,3.6386020183563232,3.804601297294776,165.99927893845256,165.99927893845256
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5938.928062033066,0.7824516348736081,0.7824472027495271,0.5503531098365784,0.5503531098365784,1.796711164598093e-05,1.796711164598093e-05,3.637954235076904,3.8042365732212144,166.2823381443106,166.2823381443106
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5948.943533660045,0.7837711696560984,0.7837667446152612,0.5501731634140015,0.5501731634140015,-1.7966844625886332e-05,1.7966844625886332e-05,3.637468099594116,3.803880288687978,166.41218909386168,166.41218909386168
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5958.959015502485,0.7850907057844719,0.7850860720691287,0.5501731634140015,0.5501731634140015,0.0,0.0,3.636820077896118,3.803520928534332,166.70085063821372,166.70085063821372
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5968.974520111664,0.786410244912355,0.786405618280279,0.5503531098365784,0.5503531098365784,1.796678545901664e-05,1.796678545901664e-05,3.63601016998291,3.803157880825273,167.1477108423627,167.1477108423627
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5978.9899807512575,0.7877297782472612,0.7877253744557215,0.5503531098365784,0.5503531098365784,0.0,0.0,3.635362148284912,3.802799120320442,167.43697203552978,167.43697203552978
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5989.005455571192,0.7890493134504222,0.7890449167421286,0.5501731634140015,0.5501731634140015,-1.796683889801608e-05,1.796683889801608e-05,3.634876251220703,3.8024452194175966,167.56896819689348,167.56896819689348
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,5999.020915203275,0.7903688466525892,0.7903642412702524,0.5501731634140015,0.5501731634140015,0.0,0.0,3.634228229522705,3.8020881995368665,167.85997001416143,167.85997001416143
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6009.03640415844,0.7916883837180617,0.791683785418981,0.5503531098365784,0.5503531098365784,1.7966813540751398e-05,1.7966813540751398e-05,3.633580446243286,3.801727480566332,168.147034323046,168.147034323046
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6019.051871940837,0.7930079179940297,0.7930033267781901,0.5501731634140015,0.5501731634140015,-1.7966851522718206e-05,1.7966851522718206e-05,3.632932424545288,3.801375237796128,168.44281325083978,168.44281325083978
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6029.067554097521,0.7943274805137327,0.7943226806192135,0.5501731634140015,0.5501731634140015,0.0,0.0,3.63228440284729,3.801019906956204,168.73550410891403,168.73550410891403
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6039.082877815863,0.7956469958093133,0.7956422029979333,0.5503531098365784,0.5503531098365784,1.7967109964438613e-05,1.7967109964438613e-05,3.631474494934082,3.8006608958276673,169.18640089358527,169.18640089358527
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6049.098327052037,0.7969665276418231,0.7969619576707258,0.5503531098365784,0.5503531098365784,0.0,0.0,3.630826473236084,3.800306159329939,169.479686093855,169.479686093855
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6059.113791340726,0.7982860614574961,0.7982814985696376,0.5501731634140015,0.5501731634140015,-1.7966857790121737e-05,1.7966857790121737e-05,3.630340576171875,3.799956272592628,169.61569642075293,169.61569642075293
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6069.129471221739,0.7996056236773804,0.799601067872913,0.5503531098365784,0.5503531098365784,1.796647104486962e-05,1.796647104486962e-05,3.629530668258667,3.7995990497727066,170.06838151403957,170.06838151403957
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6079.14485859874,0.8009251473599664,0.8009208143944054,0.5503531098365784,0.5503531098365784,0.0,0.0,3.62872052192688,3.799246063087677,170.5255411607971,170.5255411607971
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6089.160252261407,0.8022446718706866,0.8022405617441718,0.5503531098365784,0.5503531098365784,0.0,0.0,3.627910614013672,3.7988937114857295,170.98309747205764,170.98309747205764
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6099.175684886179,0.80356420151465,0.8035600984713515,0.5501731634140015,0.5501731634140015,-1.7966914592568526e-05,1.7966914592568526e-05,3.627424716949463,3.7985461481145393,171.1214311650764,171.1214311650764
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6109.191157435454,0.8048837364186525,0.8048794247010416,0.5501731634140015,0.5501731634140015,0.0,0.0,3.626614809036255,3.798195428501531,171.58061946527602,171.58061946527602
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6119.206631328081,0.8062032714996411,0.8061989668652754,0.5503531098365784,0.5503531098365784,1.796684056152145e-05,1.796684056152145e-05,3.625804662704468,3.797840984648604,172.03632194413564,172.03632194413564
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6129.222428571593,0.8075228491819924,0.8075187673956524,0.5503531098365784,0.5503531098365784,0.0,0.0,3.62499475479126,3.797490785777762,172.49603098650158,172.49603098650158
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6139.237716059641,0.8088423597042446,0.8088382850010183,0.5501731634140015,0.5501731634140015,-1.7967174960444447e-05,1.7967174960444447e-05,3.624184846878052,3.797145432637072,172.96058575901975,172.96058575901975
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6149.25319651362,0.810161895649689,0.8101578280297127,0.5503531098365784,0.5503531098365784,1.7966828791064197e-05,1.7966828791064197e-05,3.6235368251800537,3.796792722253804,173.2558970737501,173.2558970737501
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6159.268673754588,0.8114814311718203,0.8114775863927498,0.5503531098365784,0.5503531098365784,0.0,0.0,3.622565031051636,3.7964442213710488,173.87919031941257,173.87919031941257
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6169.284181556726,0.8128009707203747,0.8127971330245737,0.5501731634140015,0.5501731634140015,-1.7966779731177585e-05,1.7966779731177585e-05,3.6219170093536377,3.796100533679721,174.1835243260832,174.1835243260832
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6179.299502683612,0.8141204856745319,0.8141166550618683,0.5503531098365784,0.5503531098365784,1.7967114613413343e-05,1.7967114613413343e-05,3.6209449768066406,3.795749491370531,174.80451456389056,174.80451456389056
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6189.315096665538,0.8154400365772422,0.8154362130479089,0.5501731634140015,0.5501731634140015,-1.7966625134929475e-05,1.7966625134929475e-05,3.6201350688934326,3.795406838872613,175.27176997918036,175.27176997918036
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6199.330465020128,0.8167595577536324,0.8167555255521577,0.5501731634140015,0.5501731634140015,0.0,0.0,3.6194870471954346,3.795061064190344,175.57401699490958,175.57401699490958
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6209.345966306024,0.8180790964436743,0.8180750713254643,0.5503531098365784,0.5503531098365784,1.796679142064612e-05,1.796679142064612e-05,3.618353128433228,3.7947115534184506,176.3584249852226,176.3584249852226
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6219.361400254096,0.8193986262619821,0.8193946082269893,0.5501731634140015,0.5501731634140015,-1.7966912218670153e-05,1.7966912218670153e-05,3.61754322052002,3.7943704890957,176.8272685756802,176.8272685756802
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6229.376883490004,0.8207181625739445,0.8207141516222036,0.5503531098365784,0.5503531098365784,1.796682380054902e-05,1.796682380054902e-05,3.616733312606812,3.7940221016365774,177.2887890297654,177.2887890297654
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6239.3923576382695,0.8220376976886133,0.8220339095777095,0.5503531098365784,0.5503531098365784,0.0,0.0,3.615923166275024,3.7936779228998274,177.75475662480343,177.75475662480343
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6249.407849169855,0.8233572350935283,0.8233536698238483,0.5503531098365784,0.5503531098365784,0.0,0.0,3.6149513721466064,3.793334351395509,178.38297924890244,178.38297924890244
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6259.423305263117,0.824676767829457,0.8246732096430097,0.5501731634140015,0.5501731634140015,-1.7966872492003423e-05,1.7966872492003423e-05,3.61397933959961,3.792995542178632,179.0162025790223,179.0162025790223
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6269.438821250655,0.8259963084564348,0.8259925415947701,0.5501731634140015,0.5501731634140015,0.0,0.0,3.613007307052612,3.7926535419369376,179.64623488432574,179.64623488432574
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6279.454273414125,0.8273158406746148,0.8273120808961802,0.5503531098365784,0.5503531098365784,1.796687954171727e-05,1.796687954171727e-05,3.6120355129241934,3.7923077905218583,180.27227759766484,180.27227759766484
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6289.469757998397,0.8286353771642236,0.8286318402268582,0.5503531098365784,0.5503531098365784,0.0,0.0,3.611063480377197,3.791966268956472,180.90278857927532,180.90278857927532
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6299.485220708149,0.8299549107718726,0.8299515966750897,0.5503531098365784,0.5503531098365784,0.0,0.0,3.6100916862487793,3.7916253469063967,181.53366065761745,181.53366065761745
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6309.500691628369,0.8312744454612475,0.831271138447708,0.5501731634140015,0.5501731634140015,-1.7966845893748175e-05,1.7966845893748175e-05,3.609281539916992,3.791289175247073,182.00763533008103,182.00763533008103
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6319.516171916932,0.8325939813848983,0.8325906814546087,0.5503531098365784,0.5503531098365784,1.796682908780686e-05,1.796682908780686e-05,3.607985734939575,3.790945603849417,182.95986890984173,182.95986890984173
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6329.531654822016,0.8339135176532748,0.8339104405640172,0.5503531098365784,0.5503531098365784,0.0,0.0,3.607013702392578,3.790606209349314,183.5925069567357,183.5925069567357
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6339.547141351139,0.8352330543991171,0.8352299843931138,0.5501731634140015,0.5501731634140015,-1.7966817892836954e-05,1.7966817892836954e-05,3.60620379447937,3.790271590827997,184.0677963486268,184.0677963486268
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6349.565335503485,0.8365529478733447,0.8365498849525106,0.5503531098365784,0.5503531098365784,1.7961961990401712e-05,1.7961961990401712e-05,3.604907751083374,3.789929476263111,185.02172517973702,185.02172517973702
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6359.5656369467015,0.8378704839895836,0.8378676435719992,0.5503531098365784,0.5503531098365784,0.0,0.0,3.603773832321167,3.789592137061776,185.818304740609,185.818304740609
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6369.577975003856,0.8391896059253773,0.8391867725888205,0.5501731634140015,0.5501731634140015,-1.7972467724290705e-05,1.7972467724290705e-05,3.602802038192749,3.7892591604572967,186.4571222645477,186.4571222645477
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6379.5934370168725,0.8405091394412314,0.8405060974305817,0.5501731634140015,0.5501731634140015,0.0,0.0,3.601830005645752,3.788922863825132,187.09285817938027,187.09285817938027
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6389.608885606434,0.8418286711885502,0.8418254205040873,0.5501731634140015,0.5501731634140015,0.0,0.0,3.600857973098755,3.788586988248043,187.72901514928807,187.72901514928807
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6399.624358276013,0.8431482061084025,0.8431449625071842,0.5503531098365784,0.5503531098365784,1.7966842755558353e-05,1.7966842755558353e-05,3.599562168121338,3.788247377387491,188.6852092661533,188.6852092661533
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6409.639851015609,0.8444677436724725,0.8444647229125047,0.5503531098365784,0.5503531098365784,0.0,0.0,3.598590135574341,3.7879119846414246,189.32184906708383,189.32184906708383
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6419.655324863121,0.8457872787475171,0.8457846965859647,0.5505330562591553,0.5505330562591553,1.7966840642452855e-05,1.7966840642452855e-05,3.597456216812134,3.78757297071009,190.11675389795624,190.11675389795624
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6429.670814785697,0.8471068159404457,0.8471044566200812,0.5501731634140015,0.5501731634140015,-3.593362361061939e-05,3.593362361061939e-05,3.5964841842651367,3.7872466296337146,190.7624453685779,190.7624453685779
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6439.68627119976,0.8484263487186398,0.8484239964815082,0.5503531098365784,0.5503531098365784,1.7966871916514558e-05,1.7966871916514558e-05,3.59518837928772,3.786909212749015,191.72083346129477,191.72083346129477
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6449.701771608468,0.8497458872931124,0.8497435421392452,0.5501731634140015,0.5501731634140015,-1.796679299423172e-05,1.796679299423172e-05,3.5942163467407227,3.786580100318443,192.3637535777205,192.3637535777205
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6459.71723473426,0.8510654209555744,0.8510628671275909,0.5501731634140015,0.5501731634140015,0.0,0.0,3.593406438827514,3.786247778360986,192.8413395334716,192.8413395334716
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6469.73271246144,0.8523849565417638,0.8523821940393601,0.5501731634140015,0.5501731634140015,0.0,0.0,3.5924344062805176,3.7859158580867383,193.48145180622066,193.48145180622066
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6479.748292603877,0.8537045056211267,0.8537015344421687,0.5501731634140015,0.5501731634140015,0.0,0.0,3.5913004875183105,3.7855843780558103,194.28389053749973,194.28389053749973
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6489.763771067892,0.8550240413043939,0.8550210772086845,0.5503531098365784,0.5503531098365784,1.7966832360875283e-05,1.7966832360875283e-05,3.5901665687561035,3.785249154276368,195.08258552026447,195.08258552026447
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6499.779153141677,0.8563435642882831,0.8563406072757542,0.5501731634140015,0.5501731634140015,-1.7967005277602736e-05,1.7967005277602736e-05,3.5893566608428955,3.784922338352372,195.5656775094763,195.5656775094763
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6509.794598222492,0.8576630955733257,0.8576599298870567,0.5501731634140015,0.5501731634140015,0.0,0.0,3.5883846282958984,3.784592327544384,196.20769924848557,196.20769924848557
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6519.810073473505,0.8589826308332812,0.8589794722302587,0.5503531098365784,0.5503531098365784,1.796683812470072e-05,1.796683812470072e-05,3.5874128341674805,3.784258526307597,196.84569214011648,196.84569214011648
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6529.825571817069,0.8603021691356719,0.8602990176159122,0.5501731634140015,0.5501731634140015,-1.7966796698891846e-05,1.7966796698891846e-05,3.5866026878356934,3.783933119571049,197.33043173535546,197.33043173535546
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6539.841046055553,0.861621704262227,0.8616185598257129,0.5503531098365784,0.5503531098365784,1.796683994108543e-05,1.796683994108543e-05,3.5857927799224854,3.783600311687143,197.8075317646577,197.8075317646577
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6549.856503286654,0.8629412371480654,0.8629383155520118,0.5503531098365784,0.5503531098365784,0.0,0.0,3.5849828720092773,3.783271658432999,198.2887864237215,198.2887864237215
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6559.871979384772,0.8642607725196266,0.8642580737644535,0.5503531098365784,0.5503531098365784,0.0,0.0,3.5841729640960693,3.782943541147597,198.77057705152757,198.77057705152757
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6569.887478615548,0.8655803109389072,0.8655778350251291,0.5503531098365784,0.5503531098365784,0.0,0.0,3.5835249423980717,3.782615915810765,199.0909734126931,199.0909734126931
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6579.902947691169,0.8668998453852569,0.8668975923122029,0.5503531098365784,0.5503531098365784,0.0,0.0,3.5827150344848637,3.782288771927393,199.57373744252925,199.57373744252925
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6589.918533237069,0.8682193951765239,0.8682173649467855,0.5503531098365784,0.5503531098365784,0.0,0.0,3.582067012786865,3.781962096314321,199.89508352745622,199.89508352745622
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6599.9338959676425,0.869538915611952,0.8695371082205715,0.5503531098365784,0.5503531098365784,0.0,0.0,3.581257104873657,3.7816358933339993,200.37878846034252,200.37878846034252
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6609.949366572071,0.8708584502597215,0.8708566499515842,0.5501731634140015,0.5501731634140015,-1.7966846460248787e-05,1.7966846460248787e-05,3.580770969390869,3.7813143469858383,200.5433775949692,200.5433775949692
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6619.964868950692,0.8721779890937296,0.8721761958688578,0.5503531098365784,0.5503531098365784,1.7966789460408484e-05,1.7966789460408484e-05,3.579961061477661,3.780985299223792,201.02423774613067,201.02423774613067
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6629.980337394736,0.8734975234568693,0.8734955215577705,0.5499932169914246,0.5499932169914246,-3.59337006715676e-05,3.59337006715676e-05,3.579475164413452,3.780668760047052,201.19359563359973,201.19359563359973
calce_cs2,33,calce_cs2/33/C0p5,LCO_Graphite,SPMe,Ramadass2004,B,compatible_surrogate,CC,0.5,,6639.995820004089,0.8748170596862833,0.8748146333548888,0.5501731634140015,0.5501731634140015,1.7966824924528304e-05,1.7966824924528304e-05,3.578665256500244,3.780341002825947,201.67574632570285,201.67574632570285
