time_s,voltage_exp_V,voltage_sim_V,residual_V
0.0,0.1100081354,0.11565904325884088,0.005650907858840884
70.0,0.1110087186,0.11703948504970454,0.006030766449704544
140.0,0.1116424352,0.11736479653868076,0.005722361338680759
220.0,0.1121872067,0.1169487101283167,0.004761503428316702
290.0,0.1125911474,0.11635637181482256,0.0037652244148225628
370.0,0.1129839867,0.11574386966418895,0.002759882964188956
440.0,0.1132937968,0.1153058265330173,0.002012029733017298
510.0,0.1135895252,0.11493928217245236,0.0013497569724523623
590.0,0.1138600558,0.11463579150322112,0.0007757357032211198
660.0,0.1140950322,0.11438392178174503,0.00028888958174502766
740.0,0.1143173873,0.11414616254846965,-0.00017122475153034944
810.0,0.1145100892,0.11396002927988091,-0.0005500599201190837
890.0,0.1146813035,0.11378015830074059,-0.0009011451992594066
960.0,0.1148287952,0.1136622865868728,-0.0011665086131271984
1030.0,0.1149399728,0.11359502382924516,-0.0013449489707548362
1110.0,0.1150837541,0.11350329019723016,-0.0015804639027698492
1180.0,0.1151356399,0.11340984487779676,-0.0017257950222032414
1260.0,0.1152364463,0.11330569231220394,-0.0019307539877960606
1330.0,0.1152727753,0.11321651331729003,-0.0020562619827099726
1410.0,0.1153468937,0.11313092031489594,-0.002215973385104056
1480.0,0.115393579,0.11307603388220562,-0.0023175451177943757
1550.0,0.1153735667,0.11302284646792801,-0.002350720232071987
1630.0,0.1154165566,0.11296253484751022,-0.0024540217524897795
1700.0,0.1154069304,0.11291137499781201,-0.0024955554021879878
1780.0,0.1153965443,0.11287795566533523,-0.0025185886346647673
1850.0,0.1153794974,0.11285896068928544,-0.0025205367107145604
1920.0,0.1153239161,0.11283767154310859,-0.0024862445568914204
2000.0,0.1153090894,0.11280178325994289,-0.0025073061400571056
2070.0,0.1152890772,0.11277123049620619,-0.002517846703793819
2150.0,0.1152119786,0.11273351273023605,-0.0024784658697639544
2220.0,0.115163058,0.11269918206337877,-0.0024638759366212293
2300.0,0.1150985807,0.11266082564667028,-0.0024377550533297154
2370.0,0.1150644869,0.11264474936212271,-0.0024197375378772895
2440.0,0.1150103807,0.1126315414342301,-0.0023788392657699
2520.0,0.1149755418,0.11261688481269158,-0.0023586569873084162
2590.0,0.114906624,0.11261333552968084,-0.002293288470319163
2670.0,0.1148577034,0.1126104276849277,-0.0022472757150723
2740.0,0.1147813648,0.11260801213871519,-0.002173352661284808
2820.0,0.1147576421,0.11259769017081846,-0.0021599519291815444
2890.0,0.1146798134,0.11258761919969826,-0.002092194200301739
2960.0,0.1146301627,0.11257779401683737,-0.0020523686831626226
3040.0,0.1145901382,0.11255889942083053,-0.0020312387791694697
3110.0,0.114544183,0.11253887895512589,-0.002005304044874104
3190.0,0.1144826561,0.11251637818944313,-0.0019662779105568684
3260.0,0.1144337505,0.11250515588399045,-0.0019285946160095546
3330.0,0.1143877953,0.11250776242401508,-0.0018800328759849133
3410.0,0.1143196076,0.11251080125843282,-0.0018088063415671735
3480.0,0.1142536402,0.1125120898340459,-0.0017415503659541087
3560.0,0.1142047197,0.1125086588384237,-0.0016960608615762957
3630.0,0.1141357869,0.11250572351140278,-0.001630063388597211
3710.0,0.1141076237,0.1125025021064449,-0.001605121593555095
3780.0,0.1140727848,0.11251096591325331,-0.0015618188867466826
3850.0,0.1140127629,0.1125229924613808,-0.0014897704386191979
3930.0,0.1139801443,0.11253667152968905,-0.0014434727703109551
4000.0,0.1139490157,0.11254860031732522,-0.0014004153826747828
4080.0,0.1138711721,0.112543691355133,-0.0013274807448670073
4150.0,0.1138222516,0.11253943899373177,-0.0012828126062682244
4230.0,0.1137881577,0.11253470453201128,-0.0012534531679887218
4300.0,0.1137340516,0.11253229187570915,-0.0012017597242908462
4370.0,0.1137029231,0.11253510067713933,-0.001167822422860676
4450.0,0.1136740297,0.11253833493336175,-0.0011356947666382455
4520.0,0.1136213988,0.11254114892012312,-0.0010802498798768712
4600.0,0.1135798991,0.11254625985807876,-0.0010336392419212498
4670.0,0.1135687828,0.11255418820846215,-0.001014594591537854
4750.0,0.1135035455,0.11256315756418028,-0.0009403879358197142
4820.0,0.1135065109,0.11257104138265973,-0.0009354695173402622
4890.0,0.1134709418,0.11257805530139867,-0.0008928864986013363
4970.0,0.1133946031,0.11258266360241845,-0.0008119394975815569
5040.0,0.1133605093,0.11258673639598968,-0.000773772904010317
5120.0,0.1133278906,0.112591383278108,-0.0007365073218919965
5190.0,0.1133145541,0.11259653270729492,-0.0007180213927050899
5260.0,0.113322705,0.11261369630772007,-0.0007090086922799249
5340.0,0.1132723093,0.11263319058141344,-0.0006391187185865593
5410.0,0.1132285744,0.11265014904457965,-0.0005784253554203533
5490.0,0.1132293195,0.11266889283778347,-0.0005604266622165205
5560.0,0.1131500155,0.11268367929600681,-0.0004663362039931951
5640.0,0.1131692827,0.11270053157526769,-0.0004687511247323112
5710.0,0.113101095,0.11271519483686332,-0.0003859001631366793
5780.0,0.1130803376,0.11272979987938278,-0.00035053772061721666
5860.0,0.1130543947,0.11274813693093885,-0.0003062577690611523
5930.0,0.1130284518,0.11276446777493865,-0.00026398402506135066
6010.0,0.1129921377,0.11278306123494536,-0.00020907646505463617
6080.0,0.1129654646,0.1127992437465468,-0.0001662208534531917
6160.0,0.1129254401,0.1128226322352334,-0.00010280786476660198
6230.0,0.1129017174,0.11285042449108534,-5.129290891466021e-05
6300.0,0.1128750294,0.11287808384447179,3.054444471795037e-06
6380.0,0.1128772497,0.11290957195870577,3.232225870576644e-05
6450.0,0.1128424257,0.11293697401880118,9.454831880117975e-05
6530.0,0.1128439009,0.11296334504540502,0.00011944414540501769
6600.000999999989,0.1128016561,0.11298454667362576,0.000182890573625763
6670.000999999989,0.1128031462,0.11300568067398228,0.0002025344739822882
6750.000999999989,0.1127801687,0.1130297240501128,0.0002495553501127984
6820.000999999989,0.1127312481,0.11305065174992894,0.0003194036499289399
6900.000999999989,0.1127186418,0.11306944206961692,0.00035080026961691047
6970.000999999989,0.1126897335,0.11308555957021157,0.00039582607021157457
7050.000999999989,0.1127060503,0.11310394969774117,0.00039789939774116656
7120.000999999989,0.1126549095,0.11311991594175283,0.0004650064417528327
7190.000999999989,0.112667501,0.11313769330492347,0.00047019230492346964
7270.000999999989,0.1126356274,0.11317730809583679,0.0005416806958367937
7340.000999999989,0.1125941128,0.11321180688853377,0.0006176940885337656
7420.000999999989,0.1126163602,0.11325113667096928,0.000634776470969281
7490.000999999989,0.1125659496,0.1132853515674401,0.0007194019674400948
7570.000999999989,0.1125489026,0.11332169288282151,0.0007727902828215116
7640.000999999989,0.1125703901,0.11335181330776485,0.0007814232077648503
7710.000999999989,0.1125185192,0.11338178464681445,0.0008632654468144485
7790.000999999989,0.1125237048,0.11341593453341273,0.0008922297334127277
7860.000999999989,0.1125022024,0.11344569338599181,0.0009434909859918073
7940.000999999989,0.1124992371,0.11347585237458474,0.000976615274584744
8010.000999999989,0.1125140637,0.11349937863814494,0.0009853149381449378
