cell,model,rate,c_rate,rate_label,rate_slug,source_rate,parameter_set,capacity_metric_type,capacity_is_predictive,rmse_time_aligned_mV,mae_time_aligned_mV,bias_time_aligned_mV,max_abs_error_mV,coverage_fraction,residual_std_mV,current_rms_A,current_peak_discharge_A,current_peak_charge_A,protocol_id,profile_kind,source_file,source_cycle,source_step,source_soc_percent,initial_soc,initial_soc_source,identification,initial_state_type,initial_state_value,initial_state_source,initial_state_history_replayed,initial_state_is_exact_electrochemical_state,initial_state_purpose,initial_state_fitted_to_voltage,ambient_temperature_source,measured_cell_temperature_role,initial_temperature_C,Q_exp_reported_Ah,Q_exp_integrated_Ah,Q_sim_Ah,experimental_window_charge_Ah,simulated_forced_window_charge_Ah,capacity_error_pct,ambient_temperature_C,median_current_A,c_rate_measured,experimental_duration_s,simulation_duration_s,n_comparison_points,runtime_s,cell_configuration,working_electrode
2mAhcm2,DFN,C2,0.5,C/2,C0p5,Cover2,Jackowska2025_2mAh_cm2,forced_current_window,False,116.40108465968304,63.398064892752984,-63.3978866716169,1079.373913265748,0.8112468595590773,97.62131158473298,0.0017168605586106716,0.001719526692095366,0.0,,,RateCapability_Cover2_2mAhcm_2_NCM920305.csv,,RateCapability single CC discharge,,,,rule-based: pre-discharge rest + single CC discharge to the lower voltage cutoff (negative raw current flipped to platform discharge+),fixed_initial_concentration_from_inverse_ocp,0.30297480600000753,inverse-OCP(rest OCV 4.1934 V) on author ocp_discharge.csv,False,False,reproduce author pipeline initialisation (figure_5): measured pre-discharge OCV -> x0 -> initial concentration x0*c_max; not a fitted parameter,False,measured_chamber_temperature_298.15K_in_file,,,0.002965805396669338,0.002965805396669335,0.002400592837070352,0.002965805396669335,0.002400592837070352,-19.057641483616287,25.0,0.001719355135204051,0.5524920100270087,6269.830653993413,5086.380428019392,118,0.4634582990038325,half_cell,positive
