Time [s],Voltage [V],Current [mA],Capacity [mAh],Temperature [K]
572963.3545015454,3.2181842,-0.6879722479500824,2.939065281933581,298.15
572967.0785019342,3.2131817,-0.687971940212088,2.939776950759359,298.15
572970.7725023199,3.2081792,-0.6879713314274277,2.940482885860372,298.15
572974.3485026918,3.2031374,-0.6879708626407942,2.941166270321676,298.15
572977.8605030589,3.1981349,-0.6879732244151343,2.941837426492971,298.15
572981.3385034222,3.1931324,-0.6879729572743786,2.942502084880573,298.15
572984.67650377,3.1881299,-0.6879722174440717,2.943139988075331,298.15
572988.03850412,3.1831274,-0.6879734921577999,2.943782478942377,298.15
572991.3705044687,3.1780856,-0.6879711776332235,2.944419234554538,298.15
572994.6285048081,3.1730831,-0.687970949960593,2.945041848329109,298.15
572997.7685051356,3.1680412,-0.6879695621272796,2.945641910731993,298.15
573000.8825054606,3.1629994,-0.6879722313636195,2.946237006774249,298.15
573003.9905057847,3.1579573,-0.6879732088128971,2.946830957039795,298.15
573007.0145061007,3.1529548,-0.6879724613314576,2.947408853967688,298.15
573010.0085064126,3.1479526,-0.6879740323851545,2.947981019097568,298.15
573012.8645067103,3.1429501,-0.6879718294463969,2.948526810139155,298.15
573015.7325070091,3.1379476,-0.6879739175255729,2.949074896083873,298.15
573018.5245073009,3.1329451,-0.6879729032339008,2.949608457346825,298.15
573021.2725075874,3.1279426,-0.6879722110074156,2.950133609522649,298.15
573023.9965078717,3.1229401,-0.6879726629405525,2.950654175558589,298.15
573026.6305081462,3.1179376,-0.6879735525362298,2.951157542927002,298.15
573029.310508426,3.1129351,-0.6879713016773386,2.951669699393944,298.15
573031.8805086939,3.1079326,-0.6879697515518844,2.952160833406649,298.15
573034.4285089597,3.1029301,-0.6879721803127614,2.952647764878408,298.15
573036.9465092225,3.0979276,-0.6879709157236952,2.95312896236357,298.15
573039.4305094816,3.0929251,-0.6879739036603114,2.953603664406606,298.15
573041.8865097379,3.0879226,-0.6879718950477911,2.954073014170662,298.15
573044.3245099923,3.0829201,-0.6879720398992302,2.954538924172953,298.15
573046.6905102385,3.0779176,-0.6879690623458679,2.954991072775988,298.15
573049.0545104854,3.0728757,-0.6879721871053001,2.95544284122603,298.15
573051.41051073,3.0678732,-0.6879722647169506,2.955893080899354,298.15
573053.6825109683,3.0628314,-0.6879698323924517,2.956327266350225,298.15
573055.9605112057,3.0577896,-0.6879711528856076,2.956762599252895,298.15
573058.1925114384,3.0527871,-0.6879711769179021,2.957189141427049,298.15
573060.352511663,3.0477846,-0.6879702576785748,2.957601923624578,298.15
573062.5545118935,3.0427427,-0.6879729901661685,2.958022733814288,298.15
573064.7005121177,3.0377402,-0.6879728291658016,2.958432842104735,298.15
573066.8305123392,3.0327377,-0.6879714731570149,2.958839891935358,298.15
573068.896512555,3.0277352,-0.6879686429978767,2.959234709536701,298.15
573070.9705127701,3.0226934,-0.6879692699146744,2.959631056318319,298.15
573073.0285129864,3.0176909,-0.6879661353697603,2.960024343667033,298.15
573075.0065131923,3.0126884,-0.6879698554286506,2.960402344921399,298.15
573076.9785133973,3.0076859,-0.6879704887293742,2.96077919990606,298.15
573078.9485136038,3.0026834,-0.6879700008568403,2.961155672418213,298.15
573080.904513808,2.9976809,-0.6879721952207876,2.961529470683306,298.15
573082.8485140093,2.9926391,-0.687971042708292,2.961900975084837,298.15
573084.7285142057,2.9876366,-0.687966261618669,2.962260246392326,298.15
573086.5985144004,2.9826341,-0.687971272317288,2.962617609284887,298.15
573088.4785145968,2.9776316,-0.687968377773565,2.962976881697479,298.15
573090.3205147898,2.9726291,-0.6879681896564427,2.963328892124729,298.15
573092.1605149806,2.9676266,-0.6879707480922868,2.963680521654655,298.15
573093.9605151694,2.9626241,-0.6879695906240529,2.964024506486061,298.15
573095.764515358,2.9575427,-0.6879701338551956,2.96436925600029,298.15
573097.5205155406,2.9525404,-0.6879701962805452,2.964704832608703,298.15
573099.2605157224,2.9475379,-0.687970029802892,2.965037351491189,298.15
573101.0145159056,2.9425354,-0.6879689513864725,2.965372545287512,298.15
573102.7105160821,2.9375329,-0.6879728275157391,2.965696656964424,298.15
573104.434516262,2.9325304,-0.6879693567570287,2.966026117879652,298.15
573106.0765164336,2.9274886,-0.6879703869150178,2.96633990885003,298.15
573107.7885166109,2.9224861,-0.6879685097849133,2.966667076130777,298.15
573109.4385167838,2.9174836,-0.6879698050509832,2.966982395657801,298.15
573111.098516956,2.9124811,-0.6879693359605553,2.967299625995626,298.15
573112.7625171309,2.9074392,-0.6879709431237933,2.967617621487217,298.15
573114.3725172987,2.9024367,-0.6879694429948275,2.967925296742389,298.15
573116.0045174686,2.8974342,-0.6879725078740573,2.968237177645104,298.15
573117.5785176326,2.8924317,-0.6879709860505189,2.968537973879778,298.15
573119.1545177978,2.8874292,-0.6879689966245778,2.968839151449869,298.15
