Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
3014.4,3.4396,0.0028801,3.1991,0.20302
3015,3.4397,0.0028807,3.1949,0.20376
3015.6,3.4397,0.0028813,3.1905,0.20443
3016.3,3.4397,0.002882,3.1861,0.20497
3016.9,3.4396,0.0028826,3.1815,0.20541
3017.5,3.4397,0.0028832,3.1769,0.20583
3018.2,3.4397,0.0028838,3.1723,0.20621
3018.8,3.4396,0.0028844,3.1674,0.20637
3019.5,3.4397,0.002885,3.1624,0.20644
3020.1,3.4397,0.0028856,3.1573,0.20629
3020.8,3.4397,0.0028862,3.1523,0.20641
3021.4,3.4397,0.0028869,3.147,0.20613
3022,3.4397,0.0028875,3.1418,0.20584
3022.7,3.4397,0.0028881,3.1366,0.20565
3023.3,3.4397,0.0028887,3.131,0.20513
3024,3.4397,0.0028893,3.1253,0.20439
3024.6,3.4397,0.0028899,3.1195,0.20363
3025.2,3.4397,0.0028905,3.1137,0.20285
3025.8,3.4397,0.0028911,3.1082,0.20233
3026.4,3.4397,0.0028917,3.1022,0.2014
3027.1,3.4397,0.0028923,3.0959,0.20009
3027.7,3.4397,0.0028929,3.0897,0.19892
3028.4,3.4397,0.0028935,3.0832,0.19739
3029,3.4397,0.0028941,3.0765,0.1957
3029.7,3.4397,0.0028948,3.0697,0.19389
3030.3,3.4397,0.0028954,3.0626,0.19188
3031,3.4397,0.002896,3.0556,0.18983
3031.6,3.4397,0.0028966,3.0482,0.1875
3032.3,3.4397,0.0028973,3.0408,0.18515
3032.9,3.4397,0.0028979,3.0332,0.18253
3033.6,3.4397,0.0028985,3.0255,0.17988
3034.2,3.4397,0.002899,3.0187,0.17814
3034.7,3.4396,0.0028996,3.0117,0.17611
3035.3,3.4397,0.0029002,3.0041,0.17353
3036,3.4397,0.0029008,2.9962,0.17065
3036.6,3.4396,0.0029014,2.988,0.16739
3037.2,3.4397,0.0029019,2.9805,0.16497
3037.8,3.4397,0.0029025,2.9723,0.16181
3038.4,3.4397,0.0029031,2.964,0.15848
3039,3.4396,0.0029037,2.9555,0.15504
3039.6,3.4397,0.0029042,2.947,0.1515
3040.2,3.4396,0.0029048,2.9384,0.1479
3040.8,3.4397,0.0029054,2.9297,0.14424
3041.4,3.4397,0.002906,2.9206,0.14014
3042,3.4396,0.0029066,2.9117,0.13622
3042.6,3.4396,0.0029071,2.9032,0.13275
3043.1,3.4397,0.0029076,2.8947,0.12924
3043.7,3.4397,0.0029082,2.8855,0.12502
3044.3,3.4397,0.0029087,2.8763,0.12095
3044.8,3.4396,0.0029092,2.8679,0.11754
3045.4,3.4397,0.0029097,2.8592,0.11382
3045.9,3.4397,0.0029103,2.8501,0.10976
3046.5,3.4397,0.0029108,2.8404,0.10509
3047.1,3.4397,0.0029114,2.8307,0.10048
3047.6,3.4396,0.0029119,2.821,0.095746
3048.2,3.4397,0.0029125,2.8111,0.090868
3048.7,3.4397,0.002913,2.8013,0.086033
3049.3,3.4397,0.0029135,2.7914,0.081169
3049.9,3.4397,0.0029141,2.7812,0.076035
3050.4,3.4397,0.0029146,2.7709,0.070757
3051,3.4397,0.0029151,2.7607,0.065575
3051.5,3.4397,0.0029156,2.7507,0.060597
3052.1,3.4396,0.0029162,2.7401,0.055002
3052.6,3.4397,0.0029167,2.7298,0.049633
3053.2,3.4397,0.0029172,2.7194,0.0443
3053.7,3.4397,0.0029177,2.7087,0.038705
3054.2,3.4397,0.0029182,2.6983,0.033294
3054.8,3.4397,0.0029187,2.6876,0.027596
3055.3,3.4397,0.0029192,2.6769,0.021998
3055.8,3.4398,0.0029197,2.6662,0.016237
3056.3,3.4397,0.0029202,2.6555,0.010618
3056.8,3.4397,0.0029207,2.6449,0.0049899
3057.3,3.4397,0.0029212,2.6343,0.00049269
3057.9,3.4397,0.0029217,2.6234,0.0063129
3058.4,3.4397,0.0029222,2.6126,0.012117
3058.9,3.4397,0.0029227,2.6021,0.017611
3059.3,3.4397,0.0029231,2.592,0.022653
3059.8,3.4397,0.0029236,2.5816,0.028063
3060.3,3.4398,0.002924,2.5709,0.033749
3060.8,3.4397,0.0029245,2.5604,0.039245
3061.3,3.4397,0.0029249,2.5499,0.044735
3061.7,3.4397,0.0029254,2.5402,0.049449
3062.2,3.4397,0.0029258,2.5296,0.054966
3062.6,3.4396,0.0029262,2.5195,0.060092
3063.1,3.4397,0.0029267,2.5089,0.065723
3063.6,3.4397,0.0029271,2.4986,0.071014
3064,3.4398,0.0029276,2.4885,0.076044
3064.5,3.4397,0.002928,2.4784,0.081188
3064.9,3.4398,0.0029284,2.4683,0.086293
3065.3,3.4398,0.0029288,2.4584,0.091125
3065.8,3.4398,0.0029293,2.4483,0.096188
3066.2,3.4397,0.0029297,2.4383,0.10118
3066.6,3.4398,0.0029301,2.4289,0.10551
3067.1,3.4397,0.0029305,2.4194,0.11005
3067.5,3.4397,0.0029309,2.41,0.11445
3067.9,3.4397,0.0029313,2.4001,0.11929
3068.3,3.4397,0.0029317,2.3905,0.12385
3068.8,3.4397,0.0029321,2.3809,0.12851
3069.2,3.4397,0.0029325,2.3715,0.1328
3069.6,3.4397,0.0029329,2.3631,0.1369
3069.6,3.44,0.0029329,2.363,0.13687
3069.6,3.1754,0.0029329,2.3715,0.31424
3069.6,0,0.0029329,2.4771,0.21498
3069.6,0,0.0029329,2.4798,0.21784
3069.6,0,0.0029329,2.4805,0.22247
3069.6,0,0.0029329,2.4815,0.22867
3069.6,0,0.0029329,2.4825,0.23431
3069.6,0,0.0029329,2.4835,0.23925
3069.6,0,0.0029329,2.4845,0.24396
3069.6,0,0.0029329,2.4855,0.24828
3069.6,0,0.0029329,2.4865,0.25244
3069.6,0,0.0029329,2.4879,0.25729
3069.6,0,0.0029329,2.4892,0.26187
3069.7,0,0.0029329,2.4905,0.26613
3069.7,0,0.0029329,2.4918,0.27013
3069.7,0,0.0029329,2.4932,0.274
3069.7,0,0.0029329,2.4948,0.27822
3069.7,0,0.0029329,2.4965,0.2824
3069.7,0,0.0029329,2.4981,0.28631
3069.7,0,0.0029329,2.4998,0.28982
3069.7,0,0.0029329,2.5014,0.29334
3069.7,0,0.0029329,2.5034,0.29721
3069.7,0,0.0029329,2.5053,0.30079
3069.8,0,0.0029329,2.5073,0.30438
3069.8,0,0.0029329,2.5093,0.30761
3069.8,0,0.0029329,2.5112,0.31071
3069.8,0,0.0029329,2.5136,0.31416
3069.8,0,0.0029329,2.5159,0.31745
3069.8,0,0.0029329,2.5181,0.32044
3069.8,0,0.0029329,2.5204,0.32346
3069.9,0,0.0029329,2.5227,0.32633
3069.9,0,0.0029329,2.5252,0.32943
3069.9,0,0.0029329,2.5278,0.33229
3069.9,0,0.0029329,2.5304,0.33514
3069.9,0,0.0029329,2.533,0.33769
3069.9,0,0.0029329,2.5355,0.34036
3069.9,0,0.0029329,2.5384,0.34303
3070,0,0.0029329,2.5413,0.34571
3070,0,0.0029329,2.5442,0.34812
3070,0,0.0029329,2.547,0.35053
3070,0,0.0029329,2.5502,0.35297
3070,0,0.0029329,2.5534,0.35525
3070.1,0,0.0029329,2.5566,0.35751
3070.1,0,0.0029329,2.5597,0.35972
3070.1,0,0.0029329,2.5629,0.36174
3070.1,0,0.0029329,2.566,0.36375
3070.1,0,0.0029329,2.5695,0.36586
3070.2,0,0.0029329,2.5729,0.36772
3070.2,0,0.0029329,2.5764,0.36961
3070.2,0,0.0029329,2.5798,0.37124
3070.2,0,0.0029329,2.5832,0.37304
3070.3,0,0.0029329,2.5866,0.37473
3070.3,0,0.0029329,2.5902,0.37634
3070.3,0,0.0029329,2.5939,0.37797
3070.3,0,0.0029329,2.5976,0.37946
3070.4,0,0.0029329,2.6016,0.38087
3070.4,0,0.0029329,2.6052,0.38224
3070.4,0,0.0029329,2.6092,0.3836
3070.4,0,0.0029329,2.6131,0.38499
3070.5,0,0.0029329,2.617,0.38618
3070.5,0,0.0029329,2.6212,0.38742
3070.5,0,0.0029329,2.6254,0.38855
3070.5,0,0.0029329,2.6295,0.38967
3070.6,0,0.0029329,2.6337,0.39062
3070.6,0,0.0029329,2.6378,0.39155
3070.6,0,0.0029329,2.6419,0.39248
3070.7,0,0.0029329,2.6463,0.39334
3070.7,0,0.0029329,2.6507,0.39421
3070.7,0,0.0029329,2.655,0.39497
3070.7,0,0.0029329,2.6597,0.39569
3070.8,0,0.0029329,2.6642,0.39616
3070.8,0,0.0029329,2.6688,0.39681
3070.8,0,0.0029329,2.6733,0.39738
3070.9,0,0.0029329,2.6779,0.39788
3070.9,0,0.0029329,2.6826,0.3984
3070.9,0,0.0029329,2.6873,0.39884
3071,0,0.0029329,2.6921,0.39933
3071,0,0.0029329,2.697,0.39961
3071,0,0.0029329,2.702,0.39978
3071.1,0,0.0029329,2.7069,0.39993
3071.1,0,0.0029329,2.7118,0.4001
3071.2,0,0.0029329,2.7169,0.4003
3071.2,0,0.0029329,2.7219,0.40037
3071.2,0,0.0029329,2.727,0.4004
3071.3,0,0.0029329,2.732,0.40036
3071.3,0,0.0029329,2.7372,0.40029
3071.4,0,0.0029329,2.7424,0.40012
3071.4,0,0.0029329,2.7475,0.40008
3071.4,0,0.0029329,2.7529,0.39985
3071.5,0,0.0029329,2.7582,0.39963
3071.5,0,0.0029329,2.7635,0.39937
3071.6,0,0.0029329,2.7689,0.39903
3071.6,0,0.0029329,2.7744,0.39872
3071.6,0,0.0029329,2.7798,0.39832
3071.7,0,0.0029329,2.7853,0.39775
3071.7,0,0.0029329,2.7908,0.39738
3071.8,0,0.0029329,2.7966,0.39679
3071.8,0,0.0029329,2.8022,0.39623
3071.9,0,0.0029329,2.8078,0.39563
3071.9,0,0.0029329,2.8136,0.39512
3072,0,0.0029329,2.8195,0.39435
3072,0,0.0029329,2.8254,0.39355
3072.1,0,0.0029329,2.8312,0.39285
3072.1,0,0.0029329,2.837,0.39209
3072.2,0,0.0029329,2.8429,0.39126
3072.3,0,0.0029329,2.8487,0.39044
3072.3,0,0.0029329,2.8547,0.38948
3072.4,0,0.0029329,2.8608,0.38855
3072.4,0,0.0029329,2.8671,0.38755
3072.5,0,0.0029329,2.8733,0.38645
3072.5,0,0.0029329,2.8794,0.3854
3072.6,0,0.0029329,2.8856,0.38422
3072.7,0,0.0029329,2.892,0.38299
3072.7,0,0.0029329,2.8982,0.38175
3072.8,0,0.0029329,2.9046,0.38064
3072.9,0,0.0029329,2.9109,0.37941
3072.9,0,0.0029329,2.9173,0.37802
3073,0,0.0029329,2.9238,0.37651
3073.1,0,0.0029329,2.9302,0.37524
3073.1,0,0.0029329,2.9368,0.37371
3073.2,0,0.0029329,2.9432,0.37234
3073.3,0,0.0029329,2.95,0.37079
3073.4,0,0.0029329,2.9565,0.36937
3073.5,0,0.0029329,2.9633,0.36772
3073.5,0,0.0029329,2.9699,0.36618
3073.6,0,0.0029329,2.9768,0.36436
3073.7,0,0.0029329,2.9835,0.36264
3073.8,0,0.0029329,2.9903,0.36088
3073.9,0,0.0029329,2.9971,0.35911
3074,0,0.0029329,3.004,0.35735
3074.1,0,0.0029329,3.011,0.35545
3074.2,0,0.0029329,3.0185,0.35294
3074.3,0,0.0029329,3.0255,0.35099
3074.4,0,0.0029329,3.0326,0.34897
3074.5,0,0.0029329,3.0397,0.34695
3074.6,0,0.0029329,3.047,0.34467
3074.7,0,0.0029329,3.0541,0.34263
3074.8,0,0.0029329,3.0614,0.34041
3074.9,0,0.0029329,3.0687,0.33815
3075,0,0.0029329,3.076,0.33586
3075.1,0,0.0029329,3.0832,0.33362
3075.3,0,0.0029329,3.0907,0.3312
3075.4,0,0.0029329,3.0984,0.3286
3075.5,0,0.0029329,3.106,0.32604
3075.7,0,0.0029329,3.1137,0.32346
3075.8,0,0.0029329,3.1215,0.32069
3076,0,0.0029329,3.1292,0.31809
3076.1,0,0.0029329,3.1373,0.31503
3076.3,0,0.0029329,3.1455,0.31198
3076.5,0,0.0029329,3.154,0.30852
3076.7,0,0.0029329,3.1622,0.30531
3076.9,0,0.0029329,3.171,0.30168
3077.1,0,0.0029329,3.1796,0.29807
3077.3,0,0.0029329,3.1883,0.29439
3077.6,0,0.0029329,3.1974,0.29031
3077.8,0,0.0029329,3.2065,0.28624
3078.1,0,0.0029329,3.216,0.28176
3078.4,0,0.0029329,3.2257,0.27724
3078.7,0,0.0029329,3.2364,0.27151
3079,0,0.0029329,3.2468,0.26616
3079.4,0,0.0029329,3.2574,0.26059
3079.9,0,0.0029329,3.269,0.25404
3080.4,0,0.0029329,3.2807,0.24736
3080.9,0,0.0029329,3.2931,0.23998
3081.5,0,0.0029329,3.3059,0.23214
3082.2,0,0.0029329,3.3196,0.22351
3083.1,0,0.0029329,3.3336,0.21444
3084.1,0,0.0029329,3.3488,0.20426
3085.3,0,0.0029329,3.3646,0.19347
3086.7,0,0.0029329,3.3809,0.18217
3088.5,0,0.0029329,3.3974,0.17072
3090.7,0,0.0029329,3.4146,0.15853
3093.4,0,0.0029329,3.4313,0.14682
3097,0,0.0029329,3.4486,0.13452
3101.8,0,0.0029329,3.4655,0.12264
3108.4,0,0.0029329,3.4824,0.11073
3118.3,0,0.0029329,3.4994,0.098693
3134.3,0,0.0029329,3.5171,0.086077
3163.3,0,0.0029329,3.5356,0.072586
3227,0,0.0029329,3.5553,0.057826
3347,0,0.0029329,3.5706,0.046103
3467,0,0.0029329,3.5774,0.040906
3587,0,0.0029329,3.5811,0.038151
3707,0,0.0029329,3.5834,0.03664
3827,0,0.0029329,3.5848,0.035633
3947,0,0.0029329,3.5857,0.035205
4067,0,0.0029329,3.5863,0.034749
4187,0,0.0029329,3.5866,0.034889
4307,0,0.0029329,3.5869,0.034841
4427,0,0.0029329,3.587,0.035001
4547,0,0.0029329,3.5872,0.035014
4667,0,0.0029329,3.5872,0.035145
4787,0,0.0029329,3.5873,0.035337
