Time [s],Current [mA],Discharge capacity [A.h],Voltage [V],Absolute error [V]
6137.6,1.7194,0.0029313,2.6099,0.0011192
6138.2,1.7194,0.0029316,2.6033,0.00043443
6138.8,1.7194,0.0029319,2.5965,0.0021717
6139.3,1.7194,0.0029321,2.5898,0.0038802
6139.9,1.7194,0.0029324,2.5831,0.0055892
6140.5,1.7194,0.0029327,2.5762,0.0073691
6141.1,1.7193,0.002933,2.5693,0.009253
6141.7,1.7194,0.0029332,2.5627,0.010836
6142.2,1.7194,0.0029335,2.5561,0.012348
6142.8,1.7194,0.0029338,2.5495,0.013867
6143.4,1.7194,0.0029341,2.5429,0.015538
6143.9,1.7194,0.0029343,2.5363,0.01708
6144.5,1.7194,0.0029346,2.5297,0.018699
6145.1,1.7194,0.0029349,2.5232,0.020148
6145.6,1.7194,0.0029351,2.5165,0.021794
6146.2,1.7193,0.0029354,2.51,0.023242
6146.7,1.7194,0.0029357,2.5034,0.02479
6147.3,1.7193,0.0029359,2.4968,0.026403
6147.9,1.7193,0.0029362,2.4903,0.027976
6148.4,1.7194,0.0029365,2.4839,0.029367
6149,1.7194,0.0029367,2.4774,0.030843
6149.5,1.7194,0.002937,2.4711,0.032123
6149.9,1.7194,0.0029372,2.4668,0.033078
6149.9,1.7191,0.0029372,2.4668,0.033172
6149.9,1.5281,0.0029372,2.4731,0.12437
6149.9,0,0.0029372,2.5242,0.078499
6149.9,0,0.0029372,2.5257,0.084155
6149.9,0,0.0029372,2.5262,0.089953
6149.9,0,0.0029372,2.5267,0.09528
6149.9,0,0.0029372,2.5272,0.10006
6149.9,0,0.0029372,2.5279,0.10585
6149.9,0,0.0029372,2.5285,0.11117
6149.9,0,0.0029372,2.5292,0.11602
6149.9,0,0.0029372,2.5299,0.12047
6149.9,0,0.0029372,2.5307,0.12567
6150,0,0.0029372,2.5315,0.13043
6150,0,0.0029372,2.5324,0.13473
6150,0,0.0029372,2.5333,0.13949
6150,0,0.0029372,2.5343,0.14405
6150,0,0.0029372,2.5353,0.14822
6150,0,0.0029372,2.5365,0.15266
6150,0,0.0029372,2.5376,0.15682
6150,0,0.0029372,2.5388,0.16083
6150.1,0,0.0029372,2.5401,0.16492
6150.1,0,0.0029372,2.5414,0.16873
6150.1,0,0.0029372,2.5429,0.17289
6150.1,0,0.0029372,2.5444,0.17673
6150.1,0,0.0029372,2.546,0.18058
6150.2,0,0.0029372,2.5476,0.1843
6150.2,0,0.0029372,2.5493,0.1877
6150.2,0,0.0029372,2.5509,0.19106
6150.2,0,0.0029372,2.5527,0.19446
6150.2,0,0.0029372,2.5547,0.19782
6150.3,0,0.0029372,2.5566,0.20114
6150.3,0,0.0029372,2.5586,0.20439
6150.3,0,0.0029372,2.5607,0.20758
6150.3,0,0.0029372,2.5627,0.21069
6150.4,0,0.0029372,2.565,0.21371
6150.4,0,0.0029372,2.5673,0.21681
6150.4,0,0.0029372,2.5695,0.21956
6150.5,0,0.0029372,2.5719,0.22243
6150.5,0,0.0029372,2.5743,0.22518
6150.5,0,0.0029372,2.5767,0.22781
6150.5,0,0.0029372,2.5793,0.23047
6150.6,0,0.0029372,2.5818,0.23293
6150.6,0,0.0029372,2.5845,0.23551
6150.6,0,0.0029372,2.5872,0.2379
6150.7,0,0.0029372,2.5899,0.24028
6150.7,0,0.0029372,2.5927,0.24266
6150.8,0,0.0029372,2.5956,0.24488
6150.8,0,0.0029372,2.5986,0.24711
6150.8,0,0.0029372,2.6014,0.2493
6150.9,0,0.0029372,2.6045,0.25131
6150.9,0,0.0029372,2.6076,0.25345
6150.9,0,0.0029372,2.6107,0.25539
6151,0,0.0029372,2.614,0.25746
6151,0,0.0029372,2.6172,0.25935
6151.1,0,0.0029372,2.6207,0.2611
6151.1,0,0.0029372,2.6239,0.26297
6151.2,0,0.0029372,2.6272,0.26463
6151.2,0,0.0029372,2.6306,0.26631
6151.2,0,0.0029372,2.6341,0.26787
6151.3,0,0.0029372,2.6376,0.26936
6151.3,0,0.0029372,2.6411,0.27096
6151.4,0,0.0029372,2.6447,0.27235
6151.4,0,0.0029372,2.6485,0.27375
6151.5,0,0.0029372,2.6522,0.27521
6151.5,0,0.0029372,2.6559,0.27656
6151.6,0,0.0029372,2.6598,0.27787
6151.6,0,0.0029372,2.6636,0.27903
6151.7,0,0.0029372,2.6674,0.28027
6151.7,0,0.0029372,2.6714,0.2814
6151.8,0,0.0029372,2.6755,0.28259
6151.9,0,0.0029372,2.6796,0.28354
6151.9,0,0.0029372,2.6838,0.28461
6152,0,0.0029372,2.6879,0.28549
6152,0,0.0029372,2.6921,0.28639
6152.1,0,0.0029372,2.6962,0.28726
6152.2,0,0.0029372,2.7005,0.28809
6152.2,0,0.0029372,2.7049,0.2888
6152.3,0,0.0029372,2.7092,0.28955
6152.3,0,0.0029372,2.7137,0.29017
6152.4,0,0.0029372,2.718,0.2909
6152.5,0,0.0029372,2.7224,0.29153
6152.5,0,0.0029372,2.7269,0.29201
6152.6,0,0.0029372,2.7315,0.29258
6152.7,0,0.0029372,2.7361,0.29307
6152.7,0,0.0029372,2.7407,0.2935
6152.8,0,0.0029372,2.7453,0.29392
6152.9,0,0.0029372,2.75,0.29429
6152.9,0,0.0029372,2.7546,0.29467
6153,0,0.0029372,2.7593,0.29492
6153.1,0,0.0029372,2.7641,0.29519
6153.2,0,0.0029372,2.769,0.29543
6153.2,0,0.0029372,2.774,0.29553
6153.3,0,0.0029372,2.779,0.29562
6153.4,0,0.0029372,2.784,0.2957
6153.5,0,0.0029372,2.7889,0.29584
6153.6,0,0.0029372,2.7939,0.29592
6153.6,0,0.0029372,2.799,0.29591
6153.7,0,0.0029372,2.8041,0.29577
6153.8,0,0.0029372,2.8092,0.29572
6153.9,0,0.0029372,2.8144,0.29566
6154,0,0.0029372,2.8196,0.2954
6154.1,0,0.0029372,2.8247,0.29546
6154.2,0,0.0029372,2.8301,0.29511
6154.3,0,0.0029372,2.8354,0.29479
6154.3,0,0.0029372,2.8407,0.29454
6154.4,0,0.0029372,2.846,0.29421
6154.5,0,0.0029372,2.8513,0.29391
6154.6,0,0.0029372,2.8568,0.29357
6154.7,0,0.0029372,2.8624,0.29314
6154.8,0,0.0029372,2.8679,0.29257
6154.9,0,0.0029372,2.8734,0.29216
6155,0,0.0029372,2.8791,0.29165
6155.2,0,0.0029372,2.8847,0.29111
6155.3,0,0.0029372,2.8903,0.29053
6155.4,0,0.0029372,2.8959,0.29
6155.5,0,0.0029372,2.9016,0.28935
6155.6,0,0.0029372,2.9073,0.28871
6155.7,0,0.0029372,2.9131,0.28798
6155.8,0,0.0029372,2.9189,0.28719
6155.9,0,0.0029372,2.9248,0.28639
6156.1,0,0.0029372,2.9306,0.28558
6156.2,0,0.0029372,2.9363,0.28499
6156.3,0,0.0029372,2.9423,0.28408
6156.4,0,0.0029372,2.9482,0.28318
6156.6,0,0.0029372,2.954,0.28244
6156.7,0,0.0029372,2.9599,0.28149
6156.8,0,0.0029372,2.9658,0.28062
6157,0,0.0029372,2.9717,0.27982
6157.1,0,0.0029372,2.9779,0.27871
6157.3,0,0.0029372,2.9839,0.27768
6157.4,0,0.0029372,2.9899,0.27665
6157.6,0,0.0029372,2.996,0.2756
6157.7,0,0.0029372,3.0021,0.27457
6157.9,0,0.0029372,3.0085,0.27322
6158,0,0.0029372,3.0147,0.27211
6158.2,0,0.0029372,3.0208,0.27102
6158.3,0,0.0029372,3.0269,0.26995
6158.5,0,0.0029372,3.0333,0.26862
6158.7,0,0.0029372,3.0393,0.26761
6158.8,0,0.0029372,3.0455,0.26645
6159,0,0.0029372,3.0516,0.26535
6159.2,0,0.0029372,3.0579,0.2641
6159.4,0,0.0029372,3.0639,0.26304
6159.6,0,0.0029372,3.0703,0.26177
6159.8,0,0.0029372,3.0765,0.26055
6159.9,0,0.0029372,3.0827,0.2594
6160.1,0,0.0029372,3.0889,0.25827
6160.3,0,0.0029372,3.0952,0.25697
6160.6,0,0.0029372,3.1014,0.25575
6160.8,0,0.0029372,3.1077,0.2545
6161,0,0.0029372,3.1139,0.2533
6161.2,0,0.0029372,3.1203,0.25195
6161.4,0,0.0029372,3.1266,0.25073
6161.7,0,0.0029372,3.1329,0.24945
6161.9,0,0.0029372,3.1392,0.24814
6162.1,0,0.0029372,3.1456,0.24679
6162.4,0,0.0029372,3.1518,0.24556
6162.7,0,0.0029372,3.1581,0.24427
6162.9,0,0.0029372,3.1646,0.24282
6163.2,0,0.0029372,3.171,0.24147
6163.5,0,0.0029372,3.1774,0.24004
6163.8,0,0.0029372,3.1839,0.23857
6164.1,0,0.0029372,3.1903,0.23714
6164.4,0,0.0029372,3.1969,0.2356
6164.7,0,0.0029372,3.2035,0.23403
6165.1,0,0.0029372,3.2101,0.23239
6165.4,0,0.0029372,3.2168,0.23076
6165.8,0,0.0029372,3.2235,0.229
6166.2,0,0.0029372,3.2302,0.22731
6166.6,0,0.0029372,3.2373,0.2253
6167,0,0.0029372,3.2442,0.22339
6167.5,0,0.0029372,3.2514,0.22116
6167.9,0,0.0029372,3.2587,0.21899
6168.5,0,0.0029372,3.266,0.2166
6169,0,0.0029372,3.2736,0.2141
6169.6,0,0.0029372,3.2815,0.21124
6170.2,0,0.0029372,3.2894,0.20841
6170.9,0,0.0029372,3.2977,0.20508
6171.7,0,0.0029372,3.3064,0.20143
6172.5,0,0.0029372,3.3152,0.19759
6173.5,0,0.0029372,3.3246,0.19339
6174.6,0,0.0029372,3.3347,0.18842
6175.8,0,0.0029372,3.3451,0.18301
6177.2,0,0.0029372,3.3558,0.17737
6178.8,0,0.0029372,3.3673,0.17087
6180.8,0,0.0029372,3.3797,0.16358
6183.1,0,0.0029372,3.3925,0.1557
6186,0,0.0029372,3.4064,0.14686
6189.6,0,0.0029372,3.4208,0.13751
6194.2,0,0.0029372,3.436,0.12732
6200.3,0,0.0029372,3.4518,0.11656
6208.7,0,0.0029372,3.4681,0.10522
6220.6,0,0.0029372,3.4848,0.093514
6238,0,0.0029372,3.5015,0.081807
6265.4,0,0.0029372,3.5186,0.069735
6312,0,0.0029372,3.536,0.057412
6403.6,0,0.0029372,3.5542,0.044253
6523.6,0,0.0029372,3.5664,0.035096
6643.6,0,0.0029372,3.5735,0.029703
6763.6,0,0.0029372,3.5781,0.026198
6883.6,0,0.0029372,3.5814,0.023737
7003.6,0,0.0029372,3.5839,0.021719
7123.6,0,0.0029372,3.5857,0.02029
7243.6,0,0.0029372,3.5872,0.019233
7363.6,0,0.0029372,3.5883,0.018398
7483.6,0,0.0029372,3.5892,0.017715
7603.6,0,0.0029372,3.59,0.017216
7723.6,0,0.0029372,3.5906,0.016888
7843.6,0,0.0029372,3.5911,0.016556
